pitch_type,pitch_id,game_date,start_speed,x0,z0,player_name,batter,pitcher,events,description,spin_dir,spin_rate,break_angle,break_length,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,px,pz,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs,tfs_zulu,catcher,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,hit_speed,hit_angle,effective_speed,release_spin_rate,release_extension,game_pk
CH,375,2016-09-12,82.44,-0.027,5.555,Kris Bryant,592178,462515,Groundout,In play out(s),239.122,1707.339,24.6,7.8,13,Kris Bryant grounds out softly shortstop Jedd Gyorko to first baseman Matt Adams.  ,R ,R,R,STL,CHC,X,6,4,0,1,2016,-8.261,4.889,-0.214,1.565,null,null,null,1,8,top,110.65,157,15804,2016-09-13T01:58:04Z,425877,427538,160912_205813,2.11,-120.421,-4.27,-12.16,22.79,-24.9,3.42,1.61,127,69,-0.13,81.67,1670,5.76,449007
SI,16,2016-09-12,91.16,-1.525,5.331,Kris Bryant,592178,502190,Single,In play no out,249.91,1890.469,28.7,6.9,9,Kris Bryant singles on a line drive to center fielder Randal Grichuk.  ,R ,R,R,STL,CHC,X,8,3,2,1,2016,-9.015,3.256,0.437,2.177,null,null,null,1,1,top,142.63,91.39,1930,2016-09-13T00:19:30Z,425877,427538,160912_191939,8.26,-132.915,-3.33,-16.27,26.2,-26.23,3.42,1.61,265,96.7,15.62,90.21,2124,5.64,449007
FC,13,2016-09-11,86.83,-0.545,6.055,Kris Bryant,592178,571666,Double,In play run(s),152.824,1765.986,-20.3,5.1,2,Kris Bryant doubles (33) on a ground ball to left fielder Colby Rasmus.   Dexter Fowler scores.,R ,R,R,HOU,CHC,X,7,4,0,0,2016,4.32,8.37,0.059,3.175,null,null,451594,0,1,top,33.49,110.21,1158,2016-09-12T00:11:58Z,594828,427533,160911_191009,0.11,-127.125,-3.56,7.07,26.13,-18.41,3.32,1.61,190,99.2,-3.82,88.37,2176,6.96,448993
FF,399,2016-09-11,94.99,-1.043,6.355,Kris Bryant,592178,624586,Flyout,In play out(s),196.622,1933.989,15,3.5,2,Kris Bryant flies out to right fielder George Springer.  ,R ,R,R,HOU,CHC,X,9,1,0,0,2016,-2.75,9.18,0.08,2.925,null,null,null,0,6,top,171.06,130.55,20354,2016-09-12T02:03:54Z,594828,427533,160911_210202,4.02,-138.263,-6.65,-5.27,33.73,-14.51,3.42,1.61,217,99.3,62.05,94.35,2344,6.13,448993
FF,562,2016-09-11,91.8,-1.119,5.729,Kris Bryant,592178,572086,Lineout,In play out(s),204.2,2216.757,25,3.7,14,Kris Bryant lines out to right fielder George Springer.  ,R ,R,R,HOU,CHC,X,9,3,2,2,2016,-4.63,10.25,0.868,2.259,null,null,451594,2,8,top,193.4,109.19,25147,2016-09-12T02:51:47Z,594828,427533,160911_214956,6.83,-133.56,-6.59,-8.37,28.41,-13.56,3.32,1.61,270,98.3,15.66,92.04,2040,6.44,448993
FC,161,2016-09-10,87.31,-1.148,5.566,Kris Bryant,592178,543521,Double Play,In play out(s),151.869,1120.802,-12.5,6.1,6,Kris Bryant lines into a double play shortstop Alex Bregman to first baseman A.  J.   Reed.   Dexter Fowler doubled off 1st.,R ,R,R,HOU,CHC,X,6,3,0,0,2016,2.84,5.26,0.617,2.377,null,null,451594,2,3,top,106.08,154.97,180041,2016-09-10T18:00:41Z,488771,427053,160910_125849,3.51,-127.656,-3.34,4.65,27.97,-23.48,3.42,1.61,137,74,16.51,87.68,2512,6.42,448978
FF,347,2016-09-10,96.3,-0.089,6.409,Kris Bryant,592178,606965,Pop Out,In play out(s),199.154,2634.809,38.6,2.5,12,Kris Bryant pops out to catcher Jason Castro in foul territory.  ,R ,R,R,HOU,CHC,X,2,2,2,2,2016,-4.22,12.12,0.381,3.524,null,null,null,0,6,top,147.2,209.9,185604,2016-09-10T18:56:04Z,488771,427053,160910_135410,2.81,-140.402,-6.51,-8.37,33.91,-8.09,3.42,1.61,67,80.6,81.69,96,2287,6.17,448978
FC,15,2016-09-10,88.57,-1.199,5.507,Kris Bryant,592178,543521,Groundout,In play out(s),141.901,1076.185,-14.8,6.2,6,Kris Bryant grounds out shortstop Alex Bregman to first baseman A.  J.   Reed.  ,R ,R,R,HOU,CHC,X,6,4,2,1,2016,3.51,4.43,0.58,2.664,null,451594,null,0,1,top,112.18,153.95,171039,2016-09-10T17:10:39Z,488771,427053,160910_120847,3.38,-129.885,-2.45,5.95,29.41,-24.59,3.42,1.61,142,101.4,0.09,89.28,2653,6.54,448978
SL,252,2016-09-09,79.63,-2.481,6.404,Kris Bryant,592178,605397,Home Run,In play run(s),79.298,1563.401,-20.1,11.2,8,Kris Bryant homers (37) on a fly ball to left field.   Dexter Fowler scores.,R ,R,R,HOU,CHC,X,7,1,2,1,2016,9.08,-1.77,0.066,1.951,null,null,451594,2,5,top,32.99,69.51,12146,2016-09-10T01:21:46Z,594828,427044,160909_201948,3.13,-116.283,-2.64,12.31,23.76,-34.5,3.42,1.62,370,94.8,34.31,78.98,0,5.88,448963
SI,380,2016-09-09,89.43,-1.931,5.017,Kris Bryant,592178,450212,Flyout,In play out(s),228.666,1498.862,20.8,6,4,Kris Bryant flies out to right fielder Teoscar Hernandez.  ,R ,R,R,HOU,CHC,X,9,1,2,1,2016,-5.91,5.16,-0.671,2.623,null,null,595879,2,7,top,189.34,92.91,20233,2016-09-10T02:02:33Z,594828,427044,160909_205941,5.21,-130.568,-1.63,-10.13,29.38,-23.27,3.42,1.62,305,95.3,46.71,88.66,2144,5.82,448963
FT,130,2016-09-07,93.49,-1.374,6.219,Kris Bryant,592178,490063,Flyout,In play out(s),231.438,1720.033,26.9,5.6,1,Kris Bryant flies out to left fielder Ryan Braun.  ,R ,R,R,MIL,CHC,X,7,1,2,0,2016,-6.71,5.31,-0.539,3.193,null,null,null,1,3,top,70.55,62.39,5131,2016-09-08T00:51:31Z,444489,489985,160907_195217,4.59,-136.108,-4.03,-12.62,29.23,-22.12,3.34,1.63,351,102.6,42.7,94.43,2006,6.71,448943
FF,10,2016-09-07,94.82,-1.239,6.187,Kris Bryant,592178,490063,Single,In play no out,204.795,2484.382,32,3.3,14,Kris Bryant singles on a ground ball to first baseman Chris Carter.  ,R ,R,R,MIL,CHC,X,3,4,0,2,2016,-5.16,11.13,1.035,1.625,null,null,null,1,1,top,151.26,158.02,1506,2016-09-08T00:15:06Z,444489,489985,160907_191545,7.99,-137.441,-10.39,-9.87,30.34,-10.81,3.36,1.63,102,87.5,-1.48,94.97,2078,6.49,448943
FF,295,2016-09-07,94.14,-1.18,6.049,Kris Bryant,592178,490063,Groundout,In play out(s),199.405,1615.549,11,4.1,14,Kris Bryant grounds out pitcher Matt Garza to first baseman Chris Carter.  ,R ,R,R,MIL,CHC,X,1,4,1,2,2016,-2.64,7.46,1.068,1.992,null,null,null,1,6,top,131.97,181.42,14702,2016-09-08T01:47:02Z,444489,489985,160907_204751,7.04,-136.865,-7.74,-5.06,27.02,-17.8,3.26,1.63,56,74.7,-21.05,95.27,2096,6.7,448943
FT,521,2016-09-05,93.66,-1.709,5.431,Kris Bryant,592178,543746,Groundout,In play out(s),251.642,1270.049,19,6.6,5,Kris Bryant grounds out shortstop Jonathan Villar to first baseman Chris Carter.  ,R ,R,R,MIL,CHC,X,6,4,1,1,2016,-6.02,1.96,-0.099,2.485,471083,null,450314,2,8,top,109.64,150.9,193838,2016-09-05T19:38:38Z,455117,427292,160905_143927,6.43,-136.194,-2.64,-11.32,29.75,-28.42,3.42,1.62,148,108.4,6.46,93.19,2395,6.06,448913
FC,10,2016-09-05,85.63,-1.932,5.638,Kris Bryant,592178,605200,Groundout,In play out(s),158.778,818.461,-7.4,6.7,6,Kris Bryant grounds out third baseman Jonathan Villar to first baseman Chris Carter.  ,R ,R,R,MIL,CHC,X,5,4,0,1,2016,1.6,4.08,0.458,2.521,null,null,null,1,1,top,105.58,168.7,171310,2016-09-05T17:13:10Z,455117,427292,160905_121401,5.39,-124.323,-2.5,2.54,21.86,-25.64,3.42,1.62,108,82.9,-0.12,85.6,2312,6.06,448913
FT,33,2016-09-04,91.57,-1.791,5.858,Kris Bryant,592178,456501,Single,In play no out,234.413,1999.211,31.6,5.8,2,Kris Bryant singles on a sharp ground ball to left fielder Jarrett Parker.  ,R ,R,R,CHC,SF ,X,7,4,0,1,2016,-8.2,5.83,-0.15,2.894,null,null,null,1,1,bot,65.98,106.14,183142,2016-09-04T18:31:42Z,457763,427093,160904_133215,7.15,-132.796,-3.75,-14.88,24.03,-21.53,3.45,1.63,239,103,6.71,91.08,2251,5.87,448905
SI,462,2016-09-04,87.35,-2.045,4.997,Kris Bryant,592178,489265,Pop Out,In play out(s),247.396,1978.921,29.8,7.2,4,Kris Bryant pops out to shortstop Ehire Adrianza.  ,R ,R,R,CHC,SF ,X,6,2,0,0,2016,-9.66,3.98,-0.393,2.618,null,null,null,1,8,bot,116.74,152.93,204934,2016-09-04T20:49:34Z,457763,427093,160904_155004,7.34,-127.051,-0.94,-16,22.77,-25.51,3.45,1.63,140,90,67.04,88.25,2272,6.67,448905
FC,599,2016-09-04,87.23,-1.597,5.871,Kris Bryant,592178,502004,Flyout,In play out(s),217.65,77.005,-1.4,8,14,Kris Bryant flies out to right fielder Hunter Pence.  ,R ,R,R,CHC,SF ,X,9,1,1,2,2016,-0.25,0.28,1.053,1.718,null,null,null,0,10,bot,156.34,83.25,213355,2016-09-04T21:33:55Z,457763,427093,160904_163428,6.74,-127.069,-4.13,-0.41,25.33,-31.64,3.45,1.63,314,87.6,28.99,86.65,0,5.83,448905
SL,42,2016-09-02,77.32,-1.368,6.386,Kris Bryant,592178,544150,Groundout,In play out(s),41.248,1707.003,-12.3,13.6,14,Kris Bryant grounds out third baseman Eduardo Nunez to first baseman Buster Posey.  ,R ,R,R,CHC,SF ,X,5,4,0,2,2016,6.81,-7.82,0.938,2.287,null,null,null,1,1,bot,104.56,170.23,183233,2016-09-02T18:32:33Z,623143,427206,160902_133236,3.16,-112.442,0.38,8.72,20.17,-42.12,3.42,1.62,116,71.5,4.81,77.09,2463,6.16,448875
SI,272,2016-09-02,91.9,-2.049,5.602,Kris Bryant,592178,544150,Lineout,In play out(s),224.481,1638.955,22.8,5.4,7,Kris Bryant lines out sharply to third baseman Eduardo Nunez.  ,R ,R,R,CHC,SF ,X,5,3,0,0,2016,-5.79,5.85,-0.516,1.777,null,null,451594,2,5,bot,106.08,169.21,194627,2016-09-02T19:46:27Z,623143,427206,160902_144634,6.06,-133.621,-6.1,-10.58,25.79,-21.4,3.42,1.62,114,105.7,8.44,92.63,2346,6.59,448875
SL,431,2016-09-02,78.4,-2.628,4.946,Kris Bryant,592178,489265,Flyout,In play out(s),164.051,1040.83,-6.5,7.5,11,Kris Bryant flies out to left fielder Angel Pagan.  ,R ,R,R,CHC,SF ,X,7,1,1,1,2016,1.71,5.93,-1.134,3.15,null,null,null,0,8,bot,69.03,122.41,203616,2016-09-02T20:36:16Z,623143,427206,160902_153620,2.86,-113.974,1.37,2.25,21.22,-24.31,3.42,1.62,244,82.6,52.37,78.11,2697,6.19,448875
FC,308,2016-09-01,91.37,-2.729,5.853,Kris Bryant,592178,502188,Flyout,In play out(s),213.956,531.716,2.6,6.5,8,Kris Bryant flies out to center fielder Denard Span.  ,R ,R,R,CHC,SF ,X,8,1,1,0,2016,-1.51,2.2,-0.018,2.107,424325,null,451594,2,4,bot,155.32,46.12,12952,2016-09-02T01:29:52Z,457763,503077,160901_202955,7.66,-132.962,-4.53,-2.72,26.29,-28.13,3.45,1.66,354,96.8,33.91,91.26,2594,6.09,448863
SL,188,2016-09-01,87.18,-2.761,5.837,Kris Bryant,592178,502188,Flyout,In play out(s),227.033,928.417,10.1,6.8,4,Kris Bryant flies out to right fielder Hunter Pence.  ,R ,R,R,CHC,SF ,X,9,1,0,0,2016,-3.6,3.31,-0.615,2.386,null,null,null,1,2,bot,173.09,81.21,5607,2016-09-02T00:56:07Z,457763,503077,160901_195610,6.57,-126.42,-3.36,-5.92,21.97,-26.66,3.45,1.66,317,99.3,40.43,86.54,2585,5.8,448863
FT,63,2016-09-01,95.54,-2.721,5.746,Kris Bryant,592178,502188,Single,In play run(s),246.811,2165.089,35.3,6.2,11,Kris Bryant singles on a soft line drive to right fielder Hunter Pence.   Dexter Fowler scores.  ,R ,R,R,CHC,SF ,X,9,3,1,2,2016,-9.61,4.08,-1.014,2.602,null,451594,null,0,1,bot,170.55,150.9,2359,2016-09-02T00:23:59Z,457763,503077,160901_192401,8.17,-138.985,-4.33,-19.07,26.98,-24.01,3.45,1.66,146,59.3,25.31,95.2,2367,5.85,448863
CU,39,2016-08-31,76.12,-1.612,5.929,Kris Bryant,592178,285064,Home Run,In play run(s),39.352,627.207,-5.5,11.7,8,Kris Bryant homers (36) on a fly ball to left field.,R ,R,R,CHC,PIT,X,7,1,0,1,2016,2.44,-3.03,0.015,2.177,null,null,null,1,1,bot,24.36,71.04,2128,2016-09-01T00:21:28Z,465041,427413,160831_192130,2.87,-110.711,-0.02,3.04,19.18,-35.88,3.42,1.63,387,104.7,31.1,76.32,1993,6.42,448853
FF,194,2016-08-31,89.55,-1.26,5.604,Kris Bryant,592178,285064,Single,In play no out,218.531,2044.596,29.5,5,7,Kris Bryant singles on a sharp line drive to center fielder Andrew McCutchen.  ,R ,R,R,CHC,PIT,X,8,3,1,0,2016,-6.59,8.23,-0.386,2.208,null,null,null,0,4,bot,116.74,111.22,11216,2016-09-01T01:12:16Z,465041,427413,160831_201222,4.47,-129.92,-5.3,-11.41,23.88,-17.85,3.42,1.63,256,101.8,10.61,90.03,2006,6.49,448853
SI,667,2016-08-31,94.37,-2.226,5.827,Kris Bryant,592178,453172,Lineout,In play out(s),245.11,2454.29,40.2,6.4,13,Kris Bryant lines out to shortstop Jordy Mercer.  ,R ,R,R,CHC,PIT,X,6,3,0,0,2016,-10.92,5.03,-1.223,2.371,null,null,519333,2,8,bot,109.64,151.91,33800,2016-09-01T03:38:00Z,465041,427413,160831_223806,6.6,-137.276,-5.3,-21.07,27.15,-22.4,3.42,1.63,143,73.3,14.59,95.18,2085,6.61,448853
SI,33,2016-08-30,93.83,-2.24,5.829,Kris Bryant,592178,641771,Flyout,In play out(s),229.927,2312.276,38.2,5.3,13,Kris Bryant flies out to left fielder Starling Marte.  ,R ,R,R,CHC,PIT,X,7,1,0,0,2016,-8.8,7.37,-0.818,2.497,null,null,595879,0,1,bot,38.57,91.89,1557,2016-08-31T00:15:57Z,465041,427286,160830_191601,6.91,-136.196,-5.6,-16.61,28.58,-18.2,3.42,1.63,346,93.9,30.56,94.09,2066,6.52,448838
FF,482,2016-08-30,93.78,-2.236,5.921,Kris Bryant,592178,453172,Flyout,In play out(s),227.331,2160.019,34.8,5.2,13,Kris Bryant flies out to center fielder Andrew McCutchen.  ,R ,R,R,CHC,PIT,X,8,1,2,1,2016,-7.93,7.27,-1.117,2.429,null,null,null,0,8,bot,122.33,76.64,22819,2016-08-31T02:28:19Z,465041,427286,160830_212825,5.78,-136.204,-5.97,-14.91,29.81,-18.43,3.42,1.63,279,84.2,44.06,93.76,2180,6.44,448838
SI,174,2016-08-30,94.97,-2.065,5.668,Kris Bryant,592178,641771,Double,In play no out,242.803,2200.561,36.4,6.1,11,Kris Bryant doubles (32) on a soft pop up to first baseman Josh Bell.,R ,R,R,CHC,PIT,X,3,2,3,2,2016,-9.63,4.91,-1.001,2.737,null,null,null,1,3,bot,167.51,153.95,5727,2016-08-31T00:57:27Z,465041,427286,160830_195727,6.31,-137.801,-3.84,-18.59,29.43,-22.62,3.42,1.63,149,55.4,44.32,95.33,2172,6.61,448838
FT,971,2016-08-29,92.07,1.147,5.695,Kris Bryant,592178,502046,Single,In play no out,132.234,2171.719,-33.9,5.3,13,Kris Bryant singles on a line drive to right fielder Gregory Polanco.   Dexter Fowler to 3rd.,R ,R,L,CHC,PIT,X,9,3,3,2,2016,8.11,7.32,-0.733,2.112,null,null,451594,0,13,bot,181.21,132.08,50329,2016-08-30T05:03:29Z,465041,503586,160830_000327,-7.78,-133.577,-5.95,14.81,26.08,-18.73,3.42,1.71,215,74.6,22.32,92,2060,6.26,448824
FF,46,2016-08-29,92.47,2.818,5.513,Kris Bryant,592178,643230,Field Error,In play no out,134.172,2408.952,-38.2,5.1,14,Kris Bryant reaches on a force attempt throwing error by pitcher Steven Brault.   Dexter Fowler to 3rd.,R ,R,L,CHC,PIT,X,1,4,3,2,2016,8.72,8.43,0.65,1.702,null,null,451594,0,1,bot,128.93,180.4,2105,2016-08-30T00:21:05Z,465041,503586,160829_192100,-8.79,-134.856,-7.04,16.06,29.16,-16.57,3.42,1.71,52,101.5,-5.73,93.64,1975,6.89,448824
SL,459,2016-08-28,87.64,-2.14,5.74,Kris Bryant,592178,430599,Single,In play no out,118.721,381.38,-7.2,7.6,14,Kris Bryant singles on a fly ball to center fielder Joc Pederson.  ,R ,R,R,LAD,CHC,X,8,1,0,1,2016,1.76,0.92,0.833,2.318,null,null,null,0,8,top,129.61,98.15,224323,2016-08-28T22:43:23Z,518735,482663,160828_154313,6.92,-126.66,-2.57,2.92,20.7,-30.57,3.41,1.62,247,74.7,43.29,86.38,2413,5.46,448804
FC,314,2016-08-28,91.11,-0.971,5.204,Kris Bryant,592178,445926,Double,In play no out,162.931,920.633,-7.8,5.5,12,Kris Bryant doubles (31) on a line drive to right fielder Rob Segedin deflected by center fielder Enrique Hernandez.,R ,R,R,LAD,CHC,X,9,3,1,1,2016,1.36,4.4,1.089,2.941,null,null,null,0,6,top,170.76,61.24,215517,2016-08-28T21:55:17Z,518735,482663,160828_145504,4.97,-132.917,-1.41,2.48,24.41,-24.11,3.41,1.62,301,101,13.22,91.48,2420,6.09,448804
FF,18,2016-08-27,90.62,2.082,6.11,Kris Bryant,592178,628711,Single,In play no out,158.437,1986.716,-17.9,3.9,2,Kris Bryant singles on a soft fly ball to right fielder Josh Reddick.   Dexter Fowler to 3rd.,R ,R,L,LAD,CHC,X,9,1,2,2,2016,3.77,9.49,-0.052,3.38,null,null,451594,0,1,top,182.26,133.85,201259,2016-08-27T20:12:59Z,518735,427520,160827_131250,-6.84,-131.945,-4.16,6.64,27.98,-15.37,3.41,1.62,223,68.2,37.89,89.36,2399,5.51,448789
CH,139,2016-08-27,77.27,1.952,5.922,Kris Bryant,592178,628711,Groundout,In play out(s),150.825,1734.714,-15.3,7.1,14,Kris Bryant grounds out to first baseman Adrian Gonzalez.  ,R ,R,L,LAD,CHC,X,3,4,0,1,2016,5.17,9.2,0.918,1.422,null,null,null,0,3,top,156.24,162.9,205217,2016-08-27T20:52:17Z,518735,427520,160827_135211,-3.77,-112.778,-5.36,6.57,22.98,-20.4,3.41,1.62,106,59.4,0.53,76.09,1809,5.64,448789
FF,301,2016-08-27,91.77,1.647,6.038,Kris Bryant,592178,628711,Flyout,In play out(s),178.454,1849.566,3.1,3.6,11,Kris Bryant flies out to left fielder Andrew Toles.  ,R ,R,L,LAD,CHC,X,7,1,0,0,2016,0.25,9.31,-0.811,3.211,null,null,451594,1,5,top,98.14,95.73,214214,2016-08-27T21:42:14Z,518735,427520,160827_144207,-6.6,-134.117,-4.66,0.46,27.97,-15.08,3.41,1.62,289,77.7,34.45,91.27,2413,5.72,448789
FC,158,2016-08-26,87.67,-1.825,5.822,Kris Bryant,592178,502032,Pop Out,In play out(s),154.237,555.384,-5.4,6.8,4,Kris Bryant pops out to second baseman Chase Utley.  ,R ,R,R,LAD,CHC,X,4,2,2,2,2016,1.27,2.59,-0.421,2.757,null,null,null,0,3,top,150.18,149.59,25838,2016-08-27T02:58:38Z,434563,427315,160826_195826,3.14,-127.944,-2.31,2.13,23.48,-27.76,3.41,1.62,157,91.1,65.87,87.66,0,5.99,448774
CH,522,2016-08-26,86.62,-2.06,5.78,Kris Bryant,592178,430599,Home Run,In play run(s),258.718,1247.039,17.1,8,5,Kris Bryant homers (34) on a fly ball to center field.,R ,R,R,LAD,CHC,X,8,1,2,1,2016,-6.57,1.27,-0.187,2.316,null,null,null,0,8,top,106.01,23.72,44610,2016-08-27T04:46:10Z,434563,427315,160826_214559,6.8,-125.95,-2.61,-10.62,24.16,-30.06,3.41,1.62,416,107.5,34.03,86.33,1638,6.13,448774
FF,638,2016-08-26,91.25,1.047,5.935,Kris Bryant,592178,571893,Home Run,In play run(s),144.242,1742.787,-22.9,5,6,Kris Bryant homers (35) on a fly ball to right center field.    Dexter Fowler scores.,R ,R,L,LAD,CHC,X,9,1,1,0,2016,5.19,7.17,0.265,2.562,null,null,451594,0,10,top,178.02,40.66,52208,2016-08-27T05:22:08Z,434563,427315,160826_222157,-3.83,-132.764,-5.2,9.32,26.9,-19.23,3.41,1.62,402,103.9,31.62,90.74,2194,5.97,448774
FT,309,2016-08-24,91.77,-2.87,5.73,Kris Bryant,592178,518560,Single,In play no out,217.75,2648.689,40,4.5,8,Kris Bryant singles on a sharp ground ball to second baseman Ryan Schimpf.  ,R ,R,R,SD ,CHC,X,4,4,1,0,2016,-8.44,10.87,-0.05,1.91,null,null,null,0,6,top,110.65,134.11,211038,2016-08-24T21:10:38Z,519083,483919,160824_141241,10.17,-132.41,-7.42,-14.8,31.7,-13.06,3.41,1.62,153,100.7,7.91,90.54,2457,6.29,448749
FT,433,2016-08-24,93.41,2.04,6.09,Kris Bryant,592178,543272,Groundout,In play out(s),97.844,2642.823,-37,8.1,5,Kris Bryant grounds out pitcher Brad Hand to first baseman Brett Wallace.  ,R ,R,L,SD ,CHC,X,1,4,3,1,2016,13.15,1.77,0.14,2.39,null,null,null,2,7,top,124.87,178.36,214746,2016-08-24T21:47:46Z,519083,483919,160824_144951,-9.64,-135.32,-4.5,24.42,29.2,-28.81,3.41,1.62,56,99,-17,91.84,2451,5.6,448749
CU,12,2016-08-24,76.61,-2.98,6.24,Kris Bryant,592178,518560,Double,In play no out,48.433,1985.44,-16.2,14.3,3,Kris Bryant doubles (30) on a line drive to center fielder Travis Jankowski.   Dexter Fowler to 3rd.,R ,R,R,SD ,CHC,X,8,3,0,1,2016,9.21,-8.23,0.47,3.16,null,451594,null,0,1,top,108.11,40.01,194501,2016-08-24T19:45:01Z,519083,483919,160824_124702,4.9,-110.75,2.98,11.34,21.32,-42.23,3.41,1.62,397,104.3,24.81,75.38,2818,5.96,448749
FT,130,2016-08-23,91.08,1.32,6.79,Kris Bryant,592178,543184,Home Run,In play run(s),152.048,2165.096,-26.3,4.1,11,Kris Bryant homers (33) on a line drive to left field.,R ,R,L,SD ,CHC,X,7,3,1,2,2016,5.25,9.86,-0.392,3.64,null,null,null,1,3,top,38.57,74.6,24638,2016-08-24T02:46:38Z,542194,544728,160823_194840,-6.24,-132.57,-5.4,9.27,30.5,-14.7,3.41,1.62,360,102.5,23.23,89.99,2277,5.86,448733
FS,334,2016-08-23,82.36,-1.467,6.158,Kris Bryant,592178,453344,Sac Fly,In play run(s),193.938,1406.802,6.4,6,13,Kris Bryant out on a sacrifice fly to center fielder Travis Jankowski.   Jake Arrieta scores.  ,R ,R,R,SD ,CHC,X,8,1,1,2,2016,-1.9,7.61,-0.714,2.431,453562,null,451594,1,6,top,142.13,91.39,34922,2016-08-24T03:49:22Z,542194,544728,160823_205120,2.38,-119.569,-4.44,-2.79,20,-20.92,3.41,1.62,308,93.6,44.98,81.84,1275,5.83,448733
SL,453,2016-08-23,82.05,-1.106,6.539,Kris Bryant,592178,453646,Flyout,In play out(s),185.49,1373.731,2.1,6.1,1,Kris Bryant flies out to center fielder Travis Jankowski.  ,R ,R,R,SD ,CHC,X,8,1,2,0,2016,-0.75,7.71,-0.498,2.933,null,575929,null,2,8,top,111.67,39,42407,2016-08-24T04:24:07Z,542194,544728,160823_212604,1.66,-119.188,-4.07,-1.08,21.71,-20.94,3.41,1.62,401,105,37.07,82.02,1377,6.27,448733
SL,14,2016-08-22,83.01,-1.348,6.437,Kris Bryant,592178,429719,Pop Out,In play out(s),61.205,510.801,-7.4,9.6,3,Kris Bryant pops out to second baseman Luis Sardinas.  ,R ,R,R,SD ,CHC,X,4,2,0,2,2016,2.54,-1.45,0.662,3.057,null,null,451594,0,1,top,162.09,145.81,21345,2016-08-23T02:13:45Z,542194,427095,160822_191549,4,-120.822,-0.85,3.73,24.91,-34.22,3.41,1.63,162,66.1,55.98,82.51,2414,6.14,448724
FF,145,2016-08-22,90.97,-1.424,6.269,Kris Bryant,592178,429719,Lineout,In play out(s),170.821,1713.03,-8,4.2,11,Kris Bryant lines out to third baseman Adam Rosales.  ,R ,R,R,SD ,CHC,X,5,3,1,2,2016,1.41,8.71,-1.204,3.026,null,null,451594,0,3,top,94.07,167.17,25622,2016-08-23T02:56:22Z,542194,427095,160822_195829,0.1,-132.125,-5.22,2.49,29.35,-16.77,3.41,1.63,115,70.8,13.65,90.17,2178,6.05,448724
FF,283,2016-08-22,91.77,-1.37,6.158,Kris Bryant,592178,429719,Home Run,In play run(s),162.345,1542.519,-13.2,4.5,4,Kris Bryant homers (32) on a fly ball to left center field.,R ,R,R,SD ,CHC,X,7,1,2,2,2016,2.36,7.37,-0.277,2.278,null,null,null,0,5,top,73.26,40.52,33811,2016-08-23T03:38:11Z,542194,427095,160822_204016,2.08,-133.248,-6.74,4.3,25.01,-18.67,3.41,1.63,392,99.7,32.43,92.05,2193,6.32,448724
FF,383,2016-08-22,92.95,2.111,5.993,Kris Bryant,592178,594857,Groundout,In play out(s),157.566,2315.901,-25.3,3.4,8,Kris Bryant grounds out third baseman Brett Wallace to first baseman Wil Myers.  ,R ,R,L,SD ,CHC,X,5,4,2,2,2016,4.42,10.67,-0.227,1.66,null,424325,null,2,6,top,95.09,166.67,40930,2016-08-23T04:09:30Z,542194,427095,160822_211135,-7.81,-135.515,-9.34,8.26,28.47,-12.18,3.41,1.63,114,73.6,-32.33,92.86,2360,6.15,448724
FF,560,2016-08-22,96.68,-1.991,5.593,Kris Bryant,592178,523848,Flyout,In play out(s),191.573,2064.409,13.9,2.9,11,Kris Bryant flies out to left fielder Alex Dickerson.  ,R ,R,R,SD ,CHC,X,7,1,1,2,2016,-2.03,9.85,-1.308,3.119,null,null,null,2,8,top,76.81,107.66,50207,2016-08-23T05:02:07Z,542194,427095,160822_220413,2.61,-139.639,-4.51,-3.99,32.37,-12.71,3.41,1.63,261,74.3,38.77,94.62,2032,5.54,448724
FS,250,2016-08-21,83.16,2.129,5.999,Kris Bryant,592178,407822,Forceout,In play out(s),96.589,1388.75,-18.5,8.9,14,Kris Bryant grounds into a force out shortstop Daniel Descalso to second baseman DJ LeMahieu.   Dexter Fowler out at 2nd.    Kris Bryant to 1st.,R ,R,L,COL,CHC,X,6,4,0,2,2016,7.63,0.83,0.311,1.529,null,null,451594,0,4,top,109.64,156.49,212513,2016-08-21T21:25:13Z,547172,484198,160821_152546,-6.75,-120.536,-4.3,11.46,18.8,-30.85,3.41,1.63,135,89.7,5.56,82.54,1363,5.53,448709
FS,396,2016-08-21,81.25,2.119,5.938,Kris Bryant,592178,407822,Groundout,In play out(s),87.684,1285.109,-16.3,9.6,9,Kris Bryant grounds out shortstop Daniel Descalso to first baseman Ben Paulsen.  ,R ,R,L,COL,CHC,X,6,4,1,0,2016,7.24,-0.34,0.445,1.768,null,null,null,2,6,top,105.58,154.97,220606,2016-08-21T22:06:06Z,547172,484198,160821_160643,-6.16,-118.17,-2.89,10.46,17.91,-32.6,3.41,1.63,126,65.3,-3.32,80.86,1166,5.49,448709
