Date,Team,Opp,BO,Pos,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
<a href=wins.aspx?date=2016-09-18&team=Rangers&dh=0>2016-09-18</a>,TEX,OAK,4,DH,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-09-17&team=Rangers&dh=0>2016-09-17</a>,TEX,OAK,4,3B,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-09-16&team=Rangers&dh=0>2016-09-16</a>,TEX,OAK,4,3B,1,4,5,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-09-14&team=Rangers&dh=0>2016-09-14</a>,TEX,@HOU,4,3B,1,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-09-13&team=Rangers&dh=0>2016-09-13</a>,TEX,@HOU,4,DH,1,4,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-09-12&team=Rangers&dh=0>2016-09-12</a>,TEX,@HOU,4,3B,1,5,5,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.200
<a href=wins.aspx?date=2016-09-11&team=Rangers&dh=0>2016-09-11</a>,TEX,@LAA,4,DH,1,4,4,3,1,0,0,2,2,2,0,0,0,0,0,0,0,1,0,.750
<a href=wins.aspx?date=2016-09-10&team=Rangers&dh=0>2016-09-10</a>,TEX,@LAA,4,3B,1,5,5,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,.400
<a href=wins.aspx?date=2016-09-09&team=Rangers&dh=0>2016-09-09</a>,TEX,@LAA,4,3B,1,4,4,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-09-08&team=Rangers&dh=0>2016-09-08</a>,TEX,@SEA,4,DH,1,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-09-07&team=Rangers&dh=0>2016-09-07</a>,TEX,@SEA,4,3B,1,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-09-06&team=Rangers&dh=0>2016-09-06</a>,TEX,@SEA,4,3B,1,5,6,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,.400
<a href=wins.aspx?date=2016-09-05&team=Rangers&dh=0>2016-09-05</a>,TEX,@SEA,4,3B,1,2,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-09-04&team=Rangers&dh=0>2016-09-04</a>,TEX,HOU,4,3B,1,4,5,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-09-03&team=Rangers&dh=0>2016-09-03</a>,TEX,HOU,4,3B,1,5,5,3,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,.600
<a href=wins.aspx?date=2016-09-02&team=Rangers&dh=0>2016-09-02</a>,TEX,HOU,4,3B,1,4,5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,.000
<a href=wins.aspx?date=2016-08-31&team=Rangers&dh=0>2016-08-31</a>,TEX,SEA,4,3B,1,2,4,1,0,0,0,1,3,2,2,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-08-30&team=Rangers&dh=0>2016-08-30</a>,TEX,SEA,4,3B,1,5,5,3,2,0,0,1,3,3,0,0,1,0,0,0,0,0,0,.600
<a href=wins.aspx?date=2016-08-29&team=Rangers&dh=0>2016-08-29</a>,TEX,SEA,4,3B,1,4,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-08-28&team=Rangers&dh=0>2016-08-28</a>,TEX,CLE,4,DH,1,3,4,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,.333
<a href=wins.aspx?date=2016-08-27&team=Rangers&dh=0>2016-08-27</a>,TEX,CLE,4,3B,1,4,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-08-26&team=Rangers&dh=0>2016-08-26</a>,TEX,CLE,4,3B,1,1,3,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1.000
<a href=wins.aspx?date=2016-08-25&team=Rangers&dh=0>2016-08-25</a>,TEX,CLE,4,3B,1,4,4,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-08-24&team=Rangers&dh=0>2016-08-24</a>,TEX,@CIN,3,3B,1,4,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-08-23&team=Rangers&dh=0>2016-08-23</a>,TEX,@CIN,3,3B,1,3,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-08-21&team=Rangers&dh=0>2016-08-21</a>,TEX,@TBR,4,3B,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-08-20&team=Rangers&dh=0>2016-08-20</a>,TEX,@TBR,4,3B,1,4,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-08-19&team=Rangers&dh=0>2016-08-19</a>,TEX,@TBR,4,3B,1,5,5,4,2,0,0,2,2,2,0,0,1,0,0,0,0,0,0,.800
<a href=wins.aspx?date=2016-08-17&team=Rangers&dh=0>2016-08-17</a>,TEX,OAK,4,3B,1,3,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-08-16&team=Rangers&dh=0>2016-08-16</a>,TEX,OAK,4,3B,1,4,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-08-15&team=Rangers&dh=0>2016-08-15</a>,TEX,OAK,4,3B,1,2,4,1,0,0,0,1,1,4,2,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-08-14&team=Rangers&dh=0>2016-08-14</a>,TEX,DET,4,3B,1,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.667
<a href=wins.aspx?date=2016-08-13&team=Rangers&dh=0>2016-08-13</a>,TEX,DET,3,3B,1,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-08-12&team=Rangers&dh=0>2016-08-12</a>,TEX,DET,4,3B,1,4,4,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,.750
<a href=wins.aspx?date=2016-08-11&team=Rangers&dh=0>2016-08-11</a>,TEX,COL,4,DH,1,5,5,2,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0,.400
<a href=wins.aspx?date=2016-08-10&team=Rangers&dh=0>2016-08-10</a>,TEX,COL,4,3B,1,4,5,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-08-09&team=Rangers&dh=0>2016-08-09</a>,TEX,@COL,4,3B,1,4,4,2,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-08-08&team=Rangers&dh=0>2016-08-08</a>,TEX,@COL,4,3B,1,3,4,2,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,.667
<a href=wins.aspx?date=2016-08-07&team=Rangers&dh=0>2016-08-07</a>,TEX,@HOU,4,3B,1,6,6,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.333
<a href=wins.aspx?date=2016-08-06&team=Rangers&dh=0>2016-08-06</a>,TEX,@HOU,4,3B,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-08-05&team=Rangers&dh=0>2016-08-05</a>,TEX,@HOU,4,3B,1,3,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,.333
<a href=wins.aspx?date=2016-08-04&team=Rangers&dh=0>2016-08-04</a>,TEX,@BAL,4,3B,1,4,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-08-03&team=Rangers&dh=0>2016-08-03</a>,TEX,@BAL,4,3B,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-08-02&team=Rangers&dh=0>2016-08-02</a>,TEX,@BAL,4,3B,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-07-31&team=Rangers&dh=0>2016-07-31</a>,TEX,KCR,4,DH,1,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,.250
<a href=wins.aspx?date=2016-07-30&team=Rangers&dh=0>2016-07-30</a>,TEX,KCR,4,3B,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-07-29&team=Rangers&dh=0>2016-07-29</a>,TEX,KCR,4,3B,1,4,4,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-07-28&team=Rangers&dh=0>2016-07-28</a>,TEX,KCR,4,3B,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-07-27&team=Rangers&dh=0>2016-07-27</a>,TEX,OAK,4,3B,1,4,4,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-07-26&team=Rangers&dh=0>2016-07-26</a>,TEX,OAK,4,3B,1,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-07-25&team=Rangers&dh=0>2016-07-25</a>,TEX,OAK,4,3B,1,5,5,4,2,0,0,2,3,3,0,0,0,0,0,0,0,0,0,.800
<a href=wins.aspx?date=2016-07-24&team=Rangers&dh=0>2016-07-24</a>,TEX,@KCR,4,DH,1,4,4,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-07-23&team=Rangers&dh=0>2016-07-23</a>,TEX,@KCR,4,3B,1,5,5,2,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,.400
<a href=wins.aspx?date=2016-07-22&team=Rangers&dh=0>2016-07-22</a>,TEX,@KCR,4,3B,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-07-20&team=Rangers&dh=0>2016-07-20</a>,TEX,@LAA,3,3B,1,5,5,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,.400
<a href=wins.aspx?date=2016-07-19&team=Rangers&dh=0>2016-07-19</a>,TEX,@LAA,4,3B,1,4,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-07-18&team=Rangers&dh=0>2016-07-18</a>,TEX,@LAA,4,3B,1,4,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-07-17&team=Rangers&dh=0>2016-07-17</a>,TEX,@CHC,3,3B,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-07-16&team=Rangers&dh=0>2016-07-16</a>,TEX,@CHC,3,3B,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-07-15&team=Rangers&dh=0>2016-07-15</a>,TEX,@CHC,4,3B,1,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.333
<a href=wins.aspx?date=2016-07-10&team=Rangers&dh=0>2016-07-10</a>,TEX,MIN,3,DH,1,3,4,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,.333
<a href=wins.aspx?date=2016-07-09&team=Rangers&dh=0>2016-07-09</a>,TEX,MIN,4,3B,1,4,5,2,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-07-08&team=Rangers&dh=0>2016-07-08</a>,TEX,MIN,4,3B,1,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-07-07&team=Rangers&dh=0>2016-07-07</a>,TEX,MIN,3,3B,1,2,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-07-06&team=Rangers&dh=0>2016-07-06</a>,TEX,@BOS,4,3B,1,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-07-05&team=Rangers&dh=0>2016-07-05</a>,TEX,@BOS,3,3B,1,4,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-07-04&team=Rangers&dh=0>2016-07-04</a>,TEX,@BOS,4,3B,1,5,5,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,.600
<a href=wins.aspx?date=2016-07-03&team=Rangers&dh=0>2016-07-03</a>,TEX,@MIN,4,3B,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,.250
<a href=wins.aspx?date=2016-07-02&team=Rangers&dh=0>2016-07-02</a>,TEX,@MIN,4,3B,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-07-01&team=Rangers&dh=0>2016-07-01</a>,TEX,@MIN,4,3B,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.200
<a href=wins.aspx?date=2016-06-30&team=Rangers&dh=0>2016-06-30</a>,TEX,@NYY,4,3B,1,3,4,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,.333
<a href=wins.aspx?date=2016-06-29&team=Rangers&dh=0>2016-06-29</a>,TEX,@NYY,4,3B,1,4,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-06-28&team=Rangers&dh=0>2016-06-28</a>,TEX,@NYY,3,3B,1,5,5,3,2,0,0,1,2,3,0,0,0,0,0,0,0,0,0,.600
<a href=wins.aspx?date=2016-06-27&team=Rangers&dh=0>2016-06-27</a>,TEX,@NYY,4,3B,1,5,5,1,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,.200
<a href=wins.aspx?date=2016-06-26&team=Rangers&dh=0>2016-06-26</a>,TEX,BOS,4,3B,1,4,4,2,2,0,0,0,1,2,0,0,1,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-06-25&team=Rangers&dh=0>2016-06-25</a>,TEX,BOS,4,3B,1,4,5,2,2,0,0,0,3,1,1,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-06-24&team=Rangers&dh=0>2016-06-24</a>,TEX,BOS,3,3B,1,5,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,.200
<a href=wins.aspx?date=2016-06-22&team=Rangers&dh=0>2016-06-22</a>,TEX,CIN,4,3B,1,4,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-06-21&team=Rangers&dh=0>2016-06-21</a>,TEX,CIN,4,3B,1,3,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,.333
<a href=wins.aspx?date=2016-06-20&team=Rangers&dh=0>2016-06-20</a>,TEX,BAL,4,3B,1,3,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-06-19&team=Rangers&dh=0>2016-06-19</a>,TEX,@STL,4,3B,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-06-18&team=Rangers&dh=0>2016-06-18</a>,TEX,@STL,4,3B,1,3,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.333
<a href=wins.aspx?date=2016-06-17&team=Rangers&dh=0>2016-06-17</a>,TEX,@STL,4,3B,1,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-06-16&team=Rangers&dh=0>2016-06-16</a>,TEX,@OAK,4,3B,1,5,5,3,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,.600
<a href=wins.aspx?date=2016-06-08&team=Rangers&dh=0>2016-06-08</a>,TEX,HOU,4,3B,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-06-07&team=Rangers&dh=0>2016-06-07</a>,TEX,HOU,4,3B,1,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,.250
<a href=wins.aspx?date=2016-06-06&team=Rangers&dh=0>2016-06-06</a>,TEX,HOU,4,3B,1,5,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,.200
<a href=wins.aspx?date=2016-06-05&team=Rangers&dh=0>2016-06-05</a>,TEX,SEA,4,3B,1,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-06-04&team=Rangers&dh=0>2016-06-04</a>,TEX,SEA,4,3B,1,4,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-06-03&team=Rangers&dh=0>2016-06-03</a>,TEX,SEA,4,3B,1,3,4,2,0,1,0,1,1,5,1,1,0,0,0,0,1,0,0,.667
<a href=wins.aspx?date=2016-06-01&team=Rangers&dh=0>2016-06-01</a>,TEX,@CLE,4,3B,1,4,5,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-05-31&team=Rangers&dh=0>2016-05-31</a>,TEX,@CLE,4,3B,1,4,4,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-05-30&team=Rangers&dh=0>2016-05-30</a>,TEX,@CLE,4,3B,1,5,5,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,.200
<a href=wins.aspx?date=2016-05-29&team=Rangers&dh=0>2016-05-29</a>,TEX,PIT,4,3B,1,3,4,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,.333
<a href=wins.aspx?date=2016-05-28&team=Rangers&dh=0>2016-05-28</a>,TEX,PIT,4,3B,1,3,4,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,.333
<a href=wins.aspx?date=2016-05-27&team=Rangers&dh=0>2016-05-27</a>,TEX,PIT,4,3B,1,4,4,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-05-25&team=Rangers&dh=0>2016-05-25</a>,TEX,LAA,4,3B,1,5,5,2,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,.400
<a href=wins.aspx?date=2016-05-24&team=Rangers&dh=0>2016-05-24</a>,TEX,LAA,4,3B,1,3,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-05-23&team=Rangers&dh=0>2016-05-23</a>,TEX,LAA,4,3B,1,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.333
<a href=wins.aspx?date=2016-05-22&team=Rangers&dh=0>2016-05-22</a>,TEX,@HOU,4,3B,1,4,4,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-05-21&team=Rangers&dh=0>2016-05-21</a>,TEX,@HOU,4,3B,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-05-20&team=Rangers&dh=0>2016-05-20</a>,TEX,@HOU,4,3B,1,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-05-18&team=Rangers&dh=0>2016-05-18</a>,TEX,@OAK,3,3B,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-05-17&team=Rangers&dh=0>2016-05-17</a>,TEX,@OAK,4,3B,1,5,5,2,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,.400
<a href=wins.aspx?date=2016-05-16&team=Rangers&dh=0>2016-05-16</a>,TEX,@OAK,4,DH,1,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-05-15&team=Rangers&dh=0>2016-05-15</a>,TEX,TOR,4,3B,1,4,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-05-14&team=Rangers&dh=0>2016-05-14</a>,TEX,TOR,4,3B,1,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-05-13&team=Rangers&dh=0>2016-05-13</a>,TEX,TOR,4,3B,1,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.333
<a href=wins.aspx?date=2016-05-11&team=Rangers&dh=0>2016-05-11</a>,TEX,CHW,4,3B,1,4,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-05-10&team=Rangers&dh=0>2016-05-10</a>,TEX,CHW,3,3B,1,3,5,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,.333
<a href=wins.aspx?date=2016-05-09&team=Rangers&dh=0>2016-05-09</a>,TEX,CHW,3,3B,1,4,4,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-05-08&team=Rangers&dh=0>2016-05-08</a>,TEX,@DET,3,3B,1,4,5,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-05-07&team=Rangers&dh=0>2016-05-07</a>,TEX,@DET,3,3B,1,4,4,2,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-05-06&team=Rangers&dh=0>2016-05-06</a>,TEX,@DET,3,3B,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-05-05&team=Rangers&dh=0>2016-05-05</a>,TEX,@TOR,3,3B,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-05-04&team=Rangers&dh=0>2016-05-04</a>,TEX,@TOR,3,3B,1,4,4,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-05-03&team=Rangers&dh=0>2016-05-03</a>,TEX,@TOR,3,3B,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-05-02&team=Rangers&dh=0>2016-05-02</a>,TEX,@TOR,3,3B,1,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-05-01&team=Rangers&dh=0>2016-05-01</a>,TEX,LAA,3,3B,1,3,5,2,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,.667
<a href=wins.aspx?date=2016-04-30&team=Rangers&dh=0>2016-04-30</a>,TEX,LAA,3,3B,1,3,4,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,.333
<a href=wins.aspx?date=2016-04-29&team=Rangers&dh=0>2016-04-29</a>,TEX,LAA,3,3B,1,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,.000
<a href=wins.aspx?date=2016-04-27&team=Rangers&dh=0>2016-04-27</a>,TEX,NYY,3,3B,1,4,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-04-26&team=Rangers&dh=0>2016-04-26</a>,TEX,NYY,3,3B,1,4,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-04-25&team=Rangers&dh=0>2016-04-25</a>,TEX,NYY,3,3B,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.000
<a href=wins.aspx?date=2016-04-24&team=Rangers&dh=0>2016-04-24</a>,TEX,@CHW,3,3B,1,3,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-04-23&team=Rangers&dh=0>2016-04-23</a>,TEX,@CHW,3,3B,1,5,5,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.200
<a href=wins.aspx?date=2016-04-22&team=Rangers&dh=0>2016-04-22</a>,TEX,@CHW,4,3B,1,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-04-21&team=Rangers&dh=0>2016-04-21</a>,TEX,HOU,3,3B,1,4,4,3,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,.750
<a href=wins.aspx?date=2016-04-20&team=Rangers&dh=0>2016-04-20</a>,TEX,HOU,4,3B,1,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-04-19&team=Rangers&dh=0>2016-04-19</a>,TEX,HOU,4,3B,1,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-04-16&team=Rangers&dh=0>2016-04-16</a>,TEX,BAL,4,3B,1,2,4,1,1,0,0,0,1,2,1,1,0,0,1,0,0,0,0,.500
<a href=wins.aspx?date=2016-04-15&team=Rangers&dh=0>2016-04-15</a>,TEX,BAL,4,3B,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000
