Date,Team,Opp,BO,Pos,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
<a href=wins.aspx?date=2016-04-22&team=Angels&dh=0>2016-04-22</a>,LAA,SEA,3,CF,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-04-21&team=Angels&dh=0>2016-04-21</a>,LAA,@CHW,3,CF,1,2,4,2,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1.000
<a href=wins.aspx?date=2016-04-20&team=Angels&dh=0>2016-04-20</a>,LAA,@CHW,3,CF,1,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.750
<a href=wins.aspx?date=2016-04-19&team=Angels&dh=0>2016-04-19</a>,LAA,@CHW,3,CF,1,3,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-04-18&team=Angels&dh=0>2016-04-18</a>,LAA,@CHW,3,CF,1,4,5,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-04-17&team=Angels&dh=0>2016-04-17</a>,LAA,@MIN,3,CF,1,4,5,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-04-16&team=Angels&dh=0>2016-04-16</a>,LAA,@MIN,3,CF,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-04-15&team=Angels&dh=0>2016-04-15</a>,LAA,@MIN,3,CF,1,3,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-04-13&team=Angels&dh=0>2016-04-13</a>,LAA,@OAK,3,CF,1,5,5,3,2,1,0,0,3,0,0,0,1,0,0,0,0,1,0,.600
<a href=wins.aspx?date=2016-04-12&team=Angels&dh=0>2016-04-12</a>,LAA,@OAK,3,CF,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-04-11&team=Angels&dh=0>2016-04-11</a>,LAA,@OAK,3,CF,1,3,4,1,0,0,0,1,1,2,1,0,2,0,0,0,0,0,0,.333
<a href=wins.aspx?date=2016-04-10&team=Angels&dh=0>2016-04-10</a>,LAA,TEX,3,CF,1,1,4,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,.000
<a href=wins.aspx?date=2016-04-09&team=Angels&dh=0>2016-04-09</a>,LAA,TEX,3,CF,1,4,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-04-08&team=Angels&dh=0>2016-04-08</a>,LAA,TEX,3,CF,1,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.333
<a href=wins.aspx?date=2016-04-07&team=Angels&dh=0>2016-04-07</a>,LAA,TEX,3,CF,1,4,5,2,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-04-05&team=Angels&dh=0>2016-04-05</a>,LAA,CHC,3,CF,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-04-04&team=Angels&dh=0>2016-04-04</a>,LAA,CHC,3,CF,1,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000
