pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,pos2_person_id,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pos1_person_id,pos2_person_id,pos3_person_id,pos4_person_id,pos5_person_id,pos6_person_id,pos7_person_id,pos8_person_id,pos9_person_id,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value
SL,2017-05-12,83.2,1.7728,5.8577,Danny Duffy,543376,518633,double,hit_into_play_no_out,,,,,4,R,R,L,KC,BAL,X,null,line_drive,0,1,2017,0.7537,0.1902,-0.3151,2.5163,null,null,null,0,7,Top,55.44,64.74,,,521692,,170513_020208,,,,,,,3.6143,1.6547,358,104.7,20.527,83.565,null,6.633,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.8658,0.823,1.301,1.25,1,1,1
FT,2017-05-12,91,1.6477,5.9611,Danny Duffy,543376,518633,null,called_strike,,,,,9,R,R,L,KC,BAL,S,null,null,0,0,2017,-0.8114,1.1901,0.8069,2.1231,null,null,null,0,7,Top,null,null,,,521692,,170513_020148,,,,,,,3.8855,2.02,null,null,null,91.228,2053,6.465,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,54.0332,0,0,null,null,null,null
CH,2017-05-12,85.4,1.7206,5.7612,Danny Duffy,429666,518633,field_out,hit_into_play,,,,,13,R,R,L,KC,BAL,X,4,popup,2,2,2017,-0.6745,0.7005,-0.0144,1.4518,null,null,null,2,6,Top,142.2,112.43,,,521692,,170513_014935,,,,,,,3.9282,1.6317,214,78.4,54.626,85.983,2375,6.506,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.9923,0.046,0.051,0,1,0,0
CH,2017-05-12,83.6,1.5534,5.8549,Danny Duffy,429666,518633,null,ball,,,,,13,R,R,L,KC,BAL,B,null,null,1,2,2017,-0.7046,0.7474,-0.3825,1.1781,null,null,null,2,6,Top,null,null,,,521692,,170513_014908,,,,,,,3.7155,1.847,null,null,null,84.626,2418,6.86,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.6386,0,0,null,null,null,null
SL,2017-05-12,82.9,1.7906,5.8468,Danny Duffy,429666,518633,null,called_strike,,,,,8,R,R,L,KC,BAL,S,null,null,1,1,2017,1.0172,-0.2924,0.2212,2.255,null,null,null,2,6,Top,null,null,,,521692,,170513_014853,,,,,,,3.8203,1.8157,null,null,null,83.7,1212,6.404,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,54.0948,0,0,null,null,null,null
FT,2017-05-12,91,1.5465,5.7607,Danny Duffy,429666,518633,null,called_strike,,,,,5,R,R,L,KC,BAL,S,null,null,1,0,2017,-0.6964,0.9806,0.2164,2.8196,null,null,null,2,6,Top,null,null,,,521692,,170513_014836,,,,,,,3.716,1.8053,null,null,null,93.09,2059,7.322,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.176,0,0,null,null,null,null
FT,2017-05-12,93.8,1.5888,5.9236,Danny Duffy,429666,518633,null,ball,,,,,2,R,R,L,KC,BAL,B,null,null,0,0,2017,-0.7364,1.2239,-0.0959,3.7965,null,null,null,2,6,Top,null,null,,,521692,,170513_014820,,,,,,,3.6842,1.7844,null,null,null,95.855,2192,7.343,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.155,0,0,null,null,null,null
CH,2017-05-12,86.2,1.5986,5.9157,Danny Duffy,641820,518633,strikeout,swinging_strike,,,,,6,R,R,L,KC,BAL,S,null,null,0,2,2017,-0.8463,0.965,0.5766,3.056,null,null,null,1,6,Top,null,null,,,521692,,170513_014750,,,,,,,3.7642,1.6347,null,null,null,87.534,2427,7.024,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.4742,0,0,0,1,0,0
CH,2017-05-12,84.9,1.6891,5.9909,Danny Duffy,641820,518633,null,swinging_strike,,,,,5,R,R,L,KC,BAL,S,null,null,0,1,2017,-0.8994,1.3454,0.0255,2.7346,null,null,null,1,6,Top,null,null,,,521692,,170513_014727,,,,,,,3.7642,1.6347,null,null,null,85.333,2407,6.614,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.884,0,0,null,null,null,null
SL,2017-05-12,83.1,1.6147,5.8937,Danny Duffy,641820,518633,null,called_strike,,,,,9,R,R,L,KC,BAL,S,null,null,0,0,2017,0.6354,-0.1526,0.4797,2.6107,null,null,null,1,6,Top,null,null,,,521692,,170513_014711,,,,,,,4.3244,2.2657,null,null,null,83.528,2310,6.458,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,54.0401,0,0,null,null,null,null
CH,2017-05-12,83.6,1.6067,5.8685,Danny Duffy,570731,518633,strikeout,swinging_strike,,,,,5,R,R,L,KC,BAL,S,null,null,3,2,2017,-0.8283,0.9737,0.1851,2.951,null,null,null,0,6,Top,null,null,,,521692,,170513_014644,,,,,,,3.7042,1.7247,null,null,null,84.677,2341,6.841,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.6572,0,0,0,1,0,0
SL,2017-05-12,82.6,1.6863,5.7043,Danny Duffy,570731,518633,null,ball,,,,,13,R,R,L,KC,BAL,B,null,null,2,2,2017,0.8859,-0.8792,-1.1891,0.561,null,null,null,0,6,Top,null,null,,,521692,,170513_014613,,,,,,,4.0384,2.1213,null,null,null,82.602,2386,6.171,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,54.3272,0,0,null,null,null,null
CH,2017-05-12,85.1,1.5817,5.8811,Danny Duffy,570731,518633,null,foul,,,,,6,R,R,L,KC,BAL,S,null,null,2,1,2017,-0.7347,1.0354,0.4914,2.5547,null,null,null,0,6,Top,null,null,,,521692,,170513_014544,,,,,,,3.7042,1.7247,null,null,null,86.098,2413,6.793,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.7057,0,0,null,null,null,null
CH,2017-05-12,84.9,1.5439,5.9587,Danny Duffy,570731,518633,null,ball,,,,,13,R,R,L,KC,BAL,B,null,null,1,1,2017,-0.7397,1.181,-0.9143,1.9776,null,null,null,0,6,Top,null,null,,,521692,,170513_014523,,,,,,,4.1509,2.1618,null,null,null,86.033,2298,6.943,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.5558,0,0,null,null,null,null
SL,2017-05-12,82,1.7182,5.9004,Danny Duffy,570731,518633,null,called_strike,,,,,14,R,R,L,KC,BAL,S,null,null,1,0,2017,1.1215,0.0194,0.1295,1.8863,null,null,null,0,6,Top,null,null,,,521692,,170513_014504,,,,,,,3.8318,2.0238,null,null,null,82.207,2381,6.232,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,54.2662,0,0,null,null,null,null
FT,2017-05-12,92.4,1.4953,5.948,Danny Duffy,570731,518633,null,ball,,,,,14,R,R,L,KC,BAL,B,null,null,0,0,2017,-0.4403,1.3365,1.3615,2.4585,null,null,null,0,6,Top,null,null,,,521692,,170513_014449,,,,,,,4.1468,2.1259,null,null,null,92.695,2175,6.296,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,54.2025,0,0,null,null,null,null
FT,2017-05-12,93.8,1.5834,5.9249,Danny Duffy,444432,518633,grounded_into_double_play,hit_into_play,,,,,5,R,R,L,KC,BAL,X,4,ground_ball,0,0,2017,-0.5011,1.1109,-0.1611,2.4824,null,null,430945,1,5,Top,127.86,145.18,,,521692,,170513_013307,,,,,,,3.9485,1.6857,9,109.4,-15.634,94.518,2140,6.626,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.8723,0.316,0.287,0,1,0,0
CH,2017-05-12,84.2,1.6472,5.9526,Danny Duffy,592518,518633,field_out,hit_into_play,,,,,6,R,R,L,KC,BAL,X,8,line_drive,0,2,2017,-0.7219,1.3357,0.5139,2.502,null,null,430945,0,5,Top,105.03,35.82,,,521692,,170513_013231,,,,,,,3.9526,1.6903,389,97.7,20.711,84.65,2355,6.598,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.9003,0.425,0.567,0,1,0,0
FT,2017-05-12,92.8,1.5762,5.9661,Danny Duffy,592518,518633,null,foul,,,,,3,R,R,L,KC,BAL,S,null,null,0,1,2017,-0.4887,1.3802,0.6322,3.3125,null,null,430945,0,5,Top,null,null,,,521692,,170513_013211,,,,,,,3.8735,1.8546,null,null,null,94.125,2155,6.911,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.5875,0,0,null,null,null,null
CH,2017-05-12,84.7,1.5662,5.8697,Danny Duffy,592518,518633,null,foul,,,,,5,R,R,L,KC,BAL,S,null,null,0,0,2017,-0.7089,0.6657,0.0747,2.7747,null,null,430945,0,5,Top,null,null,,,521692,,170513_013137,,,,,,,3.8735,1.8546,null,null,null,85.52,2379,6.827,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.6716,0,0,null,null,null,null
CH,2017-05-12,83.8,1.5548,5.8013,Danny Duffy,430945,518633,single,hit_into_play_no_out,,,,,6,R,R,L,KC,BAL,X,null,line_drive,1,1,2017,-0.7228,0.6397,0.284,2.6504,null,null,null,0,5,Top,102.48,72.97,,,521692,,170513_013043,,,,,,,3.7936,1.8346,223,104.9,9.561,85.449,2277,7.089,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.4095,0.844,0.84,0.9,1,1,0
CH,2017-05-12,85.2,1.6944,5.8731,Danny Duffy,430945,518633,null,ball,,,,,13,R,R,L,KC,BAL,B,null,null,0,1,2017,-0.6203,1.2236,-0.5581,1.2364,null,null,null,0,5,Top,null,null,,,521692,,170513_013022,,,,,,,4.1177,2.2519,null,null,null,85.961,2274,6.778,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.7209,0,0,null,null,null,null
FT,2017-05-12,93.2,1.6754,5.8712,Danny Duffy,430945,518633,null,called_strike,,,,,8,R,R,L,KC,BAL,S,null,null,0,0,2017,-0.393,1.316,0.2621,2.4763,null,null,null,0,5,Top,null,null,,,521692,,170513_013007,,,,,,,4.1907,2.2936,null,null,null,94.481,2158,6.875,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.6238,0,0,null,null,null,null
FT,2017-05-12,92,1.6031,5.9288,Danny Duffy,572073,518633,field_out,hit_into_play,,,,,4,R,R,L,KC,BAL,X,6,popup,3,1,2017,-0.3479,1.4349,-0.6765,2.826,null,null,543376,2,4,Top,123.37,146.41,,,521692,,170513_011908,,,,,,,3.8755,1.6236,133,74.8,64.78,92.992,2240,6.879,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.62,0.002,0.003,0,1,0,0
FT,2017-05-12,92.6,1.6167,5.9021,Danny Duffy,572073,518633,null,called_strike,,,,,3,R,R,L,KC,BAL,S,null,null,3,0,2017,-0.652,1.1765,0.614,3.211,null,null,543376,2,4,Top,null,null,,,521692,,170513_011840,,,,,,,3.5654,1.7969,null,null,null,93.441,2163,6.711,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.7875,0,0,null,null,null,null
FT,2017-05-12,92.5,1.5488,6.0618,Danny Duffy,572073,518633,null,ball,,,,,12,R,R,L,KC,BAL,B,null,null,2,0,2017,-0.6524,1.3168,0.047,4.4327,null,null,543376,2,4,Top,null,null,,,521692,,170513_011819,,,,,,,3.5763,1.7447,null,null,null,94.29,2131,7.163,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.3359,0,0,null,null,null,null
CH,2017-05-12,84.7,1.5092,5.928,Danny Duffy,572073,518633,null,ball,,,,,13,R,R,L,KC,BAL,B,null,null,1,0,2017,-0.4787,1.3621,-1.1257,2.3694,null,null,543376,2,4,Top,null,null,,,521692,,170513_011758,,,,,,,3.5137,1.7238,null,null,null,86.003,2389,7.091,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.4072,0,0,null,null,null,null
CH,2017-05-12,84.4,1.6378,5.9987,Danny Duffy,572073,518633,null,ball,,,,,12,R,R,L,KC,BAL,B,null,null,0,0,2017,-0.7472,0.9229,1.0097,3.1989,null,null,543376,2,4,Top,null,null,,,521692,,170513_011743,,,,,,,3.5658,1.7447,null,null,null,84.91,2445,6.583,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.9157,0,0,null,null,null,null
CH,2017-05-12,85.7,1.5652,5.9761,Danny Duffy,502226,518633,field_out,hit_into_play,,,,,7,R,R,L,KC,BAL,X,7,fly_ball,2,2,2017,-0.5421,1.1962,-0.5281,2.2071,null,null,543376,1,4,Top,104.59,94.68,,,521692,,170513_011708,,,,,,,3.8984,1.6356,256,78.5,44.294,87.155,2371,7.117,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.3819,0.036,0.038,0,1,0,0
FF,2017-05-12,93.4,1.5803,5.9493,Danny Duffy,502226,518633,null,ball,,,,,13,R,R,L,KC,BAL,B,null,null,1,2,2017,-0.0392,1.4527,-1.131,2.6981,null,null,543376,1,4,Top,null,null,,,521692,,170513_011622,,,,,,,3.8482,1.9072,null,null,null,94.757,2139,6.904,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.5946,0,0,null,null,null,null
FT,2017-05-12,92.3,1.5438,5.8993,Danny Duffy,502226,518633,null,foul,,,,,2,R,R,L,KC,BAL,S,null,null,1,1,2017,-0.5198,1.1342,-0.2538,3.4183,null,null,543376,1,4,Top,null,null,,,521692,,170513_011546,,,,,,,3.4937,1.5946,null,null,null,93.245,2159,6.84,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.6588,0,0,null,null,null,null
FT,2017-05-12,92.8,1.5519,5.9715,Danny Duffy,502226,518633,null,foul,,,,,6,R,R,L,KC,BAL,S,null,null,1,0,2017,-0.632,1.4485,0.322,2.3442,null,null,543376,1,4,Top,null,null,,,521692,,170513_011521,,,,,,,3.4937,1.5946,null,null,null,93.571,2199,6.65,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.8481,0,0,null,null,null,null
FT,2017-05-12,92.7,1.695,5.9406,Danny Duffy,502226,518633,null,ball,,,,,14,R,R,L,KC,BAL,B,null,null,0,0,2017,-0.4611,1.0391,0.84,1.117,null,null,543376,1,4,Top,null,null,,,521692,,170513_011500,,,,,,,3.8691,1.8446,null,null,null,94.096,2222,6.931,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.568,0,0,null,null,null,null
SL,2017-05-12,78.6,1.5043,5.7728,Danny Duffy,543376,518633,hit_by_pitch,hit_by_pitch,,,,,13,R,R,L,KC,BAL,B,null,null,0,1,2017,1.7949,-0.5642,-3.3157,0.1497,null,null,null,1,4,Top,null,null,,,521692,,170513_011416,,,,,,,3.6436,1.6945,null,null,null,78.445,2434,6.262,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,54.2362,0,0,0.7,1,0,0
FT,2017-05-12,92,1.6818,5.9143,Danny Duffy,543376,518633,null,called_strike,,,,,9,R,R,L,KC,BAL,S,null,null,0,0,2017,-0.5459,1.12,0.3147,2.2441,null,null,null,1,4,Top,null,null,,,521692,,170513_011357,,,,,,,3.9147,1.935,null,null,null,92.785,2072,6.623,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.876,0,0,null,null,null,null
FF,2017-05-12,91.7,1.5532,5.9322,Danny Duffy,429666,518633,field_out,hit_into_play,,,,,2,R,R,L,KC,BAL,X,9,fly_ball,1,1,2017,0.0949,1.5661,-0.0917,3.2174,null,null,null,0,4,Top,168.43,77.21,,,521692,,170513_011329,,,,,,,3.8195,1.5996,307,83.3,33.332,93.495,2179,7.117,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.3819,0.024,0.028,0,1,0,0
FT,2017-05-12,91.1,1.6229,5.8323,Danny Duffy,429666,518633,null,called_strike,,,,,8,R,R,L,KC,BAL,S,null,null,1,0,2017,-0.4729,1.0664,0.2071,1.7938,null,null,null,0,4,Top,null,null,,,521692,,170513_011304,,,,,,,3.714,1.8246,null,null,null,91.931,2011,6.532,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.9665,0,0,null,null,null,null
FT,2017-05-12,91.7,1.6717,5.8617,Danny Duffy,429666,518633,null,ball,,,,,12,R,R,L,KC,BAL,B,null,null,0,0,2017,-0.4056,0.9002,0.8244,3.4403,null,null,null,0,4,Top,null,null,,,521692,,170513_011247,,,,,,,3.2082,1.7042,null,null,null,92.235,2036,6.321,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,54.1772,0,0,null,null,null,null
CH,2017-05-12,86,1.5714,5.9331,Danny Duffy,641820,518633,single,hit_into_play,,,,,7,R,R,L,KC,BAL,X,null,line_drive,0,0,2017,-0.5402,0.8111,-0.2998,1.585,null,444432,570731,2,3,Top,81.6,111.42,,,521692,,170513_005734,,,,,,,3.8404,1.6211,236,81.3,19.065,87.613,2414,7.108,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.3909,0.802,0.756,0.9,1,1,0
FT,2017-05-12,93.1,1.5361,5.8826,Danny Duffy,570731,518633,single,hit_into_play_no_out,,,,,5,R,R,L,KC,BAL,X,null,ground_ball,1,1,2017,-0.3913,1.0286,-0.0168,2.7308,null,null,444432,2,3,Top,118.22,76.02,,,521692,,170513_005649,,,,,,,3.7545,1.776,60,103.8,0.418,94.411,2127,6.777,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.7214,0.504,0.47,0.9,1,1,0
FT,2017-05-12,93.9,1.595,5.9829,Danny Duffy,570731,518633,null,ball,,,,,4,R,R,L,KC,BAL,B,null,null,0,1,2017,-0.6209,1.1268,-0.77,3.0752,null,null,444432,2,3,Top,null,null,,,521692,,170513_005631,,,,,,,3.8984,1.9977,null,null,null,95.351,2106,6.892,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.6065,0,0,null,null,null,null
CH,2017-05-12,85.2,1.4478,5.979,Danny Duffy,570731,518633,null,foul,,,,,8,R,R,L,KC,BAL,S,null,null,0,0,2017,-0.5811,0.8327,-0.189,1.8673,null,null,444432,2,3,Top,null,null,,,521692,,170513_005600,,,,,,,3.7504,1.7714,null,null,null,86.475,2488,6.96,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.5385,0,0,null,null,null,null
CH,2017-05-12,86,1.7397,5.9966,Danny Duffy,444432,518633,single,hit_into_play_no_out,,,,,6,R,R,L,KC,BAL,X,null,ground_ball,0,2,2017,-0.7506,1.1206,0.5152,2.3377,null,null,null,2,3,Top,119.23,76.02,,,521692,,170513_005524,,,,,,,3.6505,1.6814,76,81.6,4.419,86.726,2630,6.671,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.828,0.346,0.325,0.9,1,1,0
FF,2017-05-12,94,1.4961,6.0949,Danny Duffy,444432,518633,null,foul,,,,,11,R,R,L,KC,BAL,S,null,null,0,1,2017,0.1789,1.4721,-0.0517,4.3912,null,null,null,2,3,Top,null,null,,,521692,,170513_005459,,,,,,,3.7204,1.7114,null,null,null,95.017,2298,6.682,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.8162,0,0,null,null,null,null
SL,2017-05-12,83,1.5168,5.9909,Danny Duffy,444432,518633,null,called_strike,,,,,9,R,R,L,KC,BAL,S,null,null,0,0,2017,0.9538,-0.4225,0.7327,2.119,null,null,null,2,3,Top,null,null,,,521692,,170513_005438,,,,,,,4.0845,1.9931,null,null,null,83.342,2289,6.112,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,54.3861,0,0,null,null,null,null
CH,2017-05-12,84.8,1.2411,6.1038,Danny Duffy,592518,518633,strikeout,swinging_strike,,,,,9,R,R,L,KC,BAL,S,null,null,0,2,2017,-0.6296,0.9823,0.4363,1.9701,null,null,null,1,3,Top,null,null,,,521692,,170513_005407,,,,,,,3.8503,1.8213,null,null,null,85.882,2494,6.686,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.8126,0,0,0,1,0,0
CH,2017-05-12,84.5,1.5449,5.9321,Danny Duffy,592518,518633,null,swinging_strike,,,,,14,R,R,L,KC,BAL,S,null,null,0,1,2017,-0.624,1.0539,1.1153,2.6293,null,null,null,1,3,Top,null,null,,,521692,,170513_005341,,,,,,,3.8503,1.8213,null,null,null,85.075,2382,6.523,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.9754,0,0,null,null,null,null
SL,2017-05-12,84.2,1.593,5.9911,Danny Duffy,592518,518633,null,called_strike,,,,,6,R,R,L,KC,BAL,S,null,null,0,0,2017,0.8724,-0.1257,0.7336,3.12,null,null,null,1,3,Top,null,null,,,521692,,170513_005325,,,,,,,3.8703,1.8835,null,null,null,84.578,2305,6.547,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.9515,0,0,null,null,null,null
CH,2017-05-12,85.1,1.4929,5.9012,Danny Duffy,430945,518633,strikeout,swinging_strike,,,,,8,R,R,L,KC,BAL,S,null,null,1,2,2017,-0.5655,0.9436,0.2478,1.8927,null,null,null,0,3,Top,null,null,,,521692,,170513_005246,,,,,,,3.7604,1.8014,null,null,null,86.47,2485,6.819,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.6799,0,0,0,1,0,0
SL,2017-05-12,84.3,1.5891,5.8552,Danny Duffy,430945,518633,null,foul,,,,,8,R,R,L,KC,BAL,S,null,null,1,2,2017,1.1781,-0.493,0.0364,1.8401,null,null,null,0,3,Top,null,null,,,521692,,170513_005220,,,,,,,3.7604,1.8014,null,null,null,84.61,2278,6.561,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.9373,0,0,null,null,null,null
FF,2017-05-12,93.3,1.5473,6.163,Danny Duffy,430945,518633,null,foul,,,,,2,R,R,L,KC,BAL,S,null,null,1,1,2017,-0.1104,1.6803,-0.2045,3.7152,null,null,null,0,3,Top,null,null,,,521692,,170513_005154,,,,,,,3.7604,1.8014,null,null,null,94.434,2152,6.84,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.6588,0,0,null,null,null,null
FT,2017-05-12,91.3,1.7185,5.9121,Danny Duffy,430945,518633,null,foul,,,,,1,R,R,L,KC,BAL,S,null,null,1,0,2017,-0.5406,1.2998,-0.2823,3.7358,null,null,null,0,3,Top,null,null,,,521692,,170513_005121,,,,,,,3.7604,1.8014,null,null,null,92.601,2019,6.895,490625,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.6033,0,0,null,null,null,null
