pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,pos2_person_id,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pos1_person_id,pos2_person_id,pos3_person_id,pos4_person_id,pos5_person_id,pos6_person_id,pos7_person_id,pos8_person_id,pos9_person_id,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value
FT,2017-05-07,93,1.4494,5.9289,Danny Duffy,501659,518633,null,foul,,,,,2,R,R,L,KC,CLE,S,null,null,0,0,2017,-0.5618,1.2407,-0.1433,3.0963,null,null,446386,2,2,Top,null,null,,,521692,,170507_183838,,,,,,,3.2144,1.4548,null,null,null,93.955,2201,6.618,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.8809,0,0,null,null,null,null
FT,2017-05-07,92.8,1.3032,5.8749,Danny Duffy,543228,518633,field_out,hit_into_play,,,,,14,R,R,L,KC,CLE,X,9,fly_ball,1,1,2017,-0.4619,1.2442,0.128,1.1735,null,null,446386,1,2,Top,179.56,104.2,,,521692,,170507_183743,,,,,,,3.8462,1.5938,260,84.5,47.177,94.24,2266,6.823,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.6752,0.007,0.008,0,1,0,0
SL,2017-05-07,81.7,1.54,5.7857,Danny Duffy,543228,518633,null,ball,,,,,14,R,R,L,KC,CLE,B,null,null,0,1,2017,1.0217,-0.2419,1.0857,2.0096,null,null,446386,1,2,Top,null,null,,,521692,,170507_183715,,,,,,,3.3858,1.627,null,null,null,82.461,2282,6.412,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,54.0861,0,0,null,null,null,null
FT,2017-05-07,92.7,1.4021,5.9405,Danny Duffy,543228,518633,null,swinging_strike,,,,,1,R,R,L,KC,CLE,S,null,null,0,0,2017,-0.3445,1.309,-0.3004,3.0246,null,null,446386,1,2,Top,null,null,,,521692,,170507_183654,,,,,,,3.2844,1.4748,null,null,null,93.703,2177,6.629,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.8697,0,0,null,null,null,null
FF,2017-05-07,94.4,1.5227,5.9362,Danny Duffy,446386,518633,single,hit_into_play_no_out,,,,,5,R,R,L,KC,CLE,X,null,line_drive,2,2,2017,-0.0806,1.3889,-0.0965,2.2001,null,null,null,1,2,Top,174.12,143.27,,,521692,,170507_183610,,,,,,,3.5043,1.6048,178,62.3,23.131,96.417,2222,6.932,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.5663,0.59,0.545,0.9,1,1,0
SL,2017-05-07,84.2,1.5488,5.8252,Danny Duffy,446386,518633,null,ball,,,,,13,R,R,L,KC,CLE,B,null,null,1,2,2017,1.342,-0.3729,-1.0016,0.8892,null,null,null,1,2,Top,null,null,,,521692,,170507_183544,,,,,,,3.5112,1.717,null,null,null,84.955,2394,6.291,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,54.2076,0,0,null,null,null,null
FT,2017-05-07,93,1.5699,5.8613,Danny Duffy,446386,518633,null,foul,,,,,5,R,R,L,KC,CLE,S,null,null,1,1,2017,-0.3807,1.416,-0.1701,2.4618,null,null,null,1,2,Top,null,null,,,521692,,170507_183518,,,,,,,3.5043,1.6048,null,null,null,94.24,2155,6.831,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.667,0,0,null,null,null,null
FT,2017-05-07,93.5,1.7385,5.8842,Danny Duffy,446386,518633,null,ball,,,,,12,R,R,L,KC,CLE,B,null,null,0,1,2017,-0.544,1.0532,1.0735,4.1695,null,null,null,1,2,Top,null,null,,,521692,,170507_183453,,,,,,,3.6802,1.7508,null,null,null,94.982,2165,6.769,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.7292,0,0,null,null,null,null
FT,2017-05-07,93.5,1.6299,5.9438,Danny Duffy,446386,518633,null,called_strike,,,,,2,R,R,L,KC,CLE,S,null,null,0,0,2017,-0.2868,1.3835,0.1218,3.3251,null,null,null,1,2,Top,null,null,,,521692,,170507_183437,,,,,,,3.6607,1.7656,null,null,null,94.559,2209,6.532,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.9667,0,0,null,null,null,null
SL,2017-05-07,83.5,1.5246,5.8747,Danny Duffy,543401,518633,strikeout,swinging_strike,,,,,7,R,L,L,KC,CLE,S,null,null,0,2,2017,0.9326,-0.6197,-0.6513,1.4357,null,null,null,0,2,Top,null,null,,,null,,170507_183407,,,,,,,3.2788,1.4896,null,null,null,83.893,2539,6.265,490562,null,null,null,null,null,null,null,null,null,54.2331,0,0,0,1,0,0
FT,2017-05-07,93.8,1.6923,5.7555,Danny Duffy,543401,518633,null,foul,,,,,4,R,L,L,KC,CLE,S,null,null,0,1,2017,-0.2178,0.9983,-0.3073,2.4841,null,null,null,0,2,Top,null,null,,,521692,,170507_183338,,,,,,,3.2788,1.4896,null,null,null,94.698,2212,6.578,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.9205,0,0,null,null,null,null
FF,2017-05-07,94,1.533,5.9718,Danny Duffy,543401,518633,null,called_strike,,,,,11,R,L,L,KC,CLE,S,null,null,0,0,2017,-0.0078,1.3402,-1.034,2.9331,null,null,null,0,2,Top,null,null,,,521692,,170507_183315,,,,,,,3.3451,1.6018,null,null,null,95.425,2310,6.946,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.5522,0,0,null,null,null,null
CH,2017-05-07,86.2,1.5209,5.8574,Danny Duffy,608070,518633,field_out,hit_into_play,,,,,8,R,R,L,KC,CLE,X,9,fly_ball,1,1,2017,-0.6442,0.9539,-0.0007,1.4527,467793,null,429665,2,1,Top,193.52,96.81,,,521692,,170507_182342,,,,,,,3.7902,1.5698,291,89.8,44.528,87.608,2491,6.806,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.6926,0.007,0.009,0,1,0,0
FF,2017-05-07,94.3,1.4002,5.8341,Danny Duffy,608070,518633,null,ball,,,,,14,R,R,L,KC,CLE,B,null,null,0,1,2017,-0.0473,1.303,0.3427,1.5839,467793,null,429665,2,1,Top,null,null,,,521692,,170507_182313,,,,,,,3.5365,1.7139,null,null,null,95.37,2315,6.522,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.9762,0,0,null,null,null,null
CH,2017-05-07,87.3,1.559,5.9293,Danny Duffy,608070,518633,null,foul,,,,,9,R,R,L,KC,CLE,S,null,null,0,0,2017,-0.4285,1.1306,0.3984,1.5921,467793,null,429665,2,1,Top,null,null,,,521692,,170507_182252,,,,,,,3.3744,1.5548,null,null,null,88.295,2524,6.745,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.7534,0,0,null,null,null,null
SL,2017-05-07,86.1,1.7291,5.8872,Danny Duffy,429665,518633,walk,ball,,,,,14,R,R,L,KC,CLE,B,null,null,3,2,2017,0.8669,-0.0673,0.4759,1.3398,467793,null,null,2,1,Top,null,null,,,521692,,170507_182223,,,,,,,3.6764,1.7539,null,null,null,87.008,2325,6.631,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.8671,0,0,0.7,1,0,0
SL,2017-05-07,84,1.5432,5.8751,Danny Duffy,429665,518633,null,ball,,,,,14,R,R,L,KC,CLE,B,null,null,2,2,2017,1.21,-0.3245,0.7638,1.451,467793,null,null,2,1,Top,null,null,,,521692,,170507_182204,,,,,,,3.744,1.8046,null,null,null,84.736,2405,6.335,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,54.1639,0,0,null,null,null,null
SL,2017-05-07,85,1.5205,5.9199,Danny Duffy,429665,518633,null,blocked_ball,,,,,13,R,R,L,KC,CLE,B,null,null,1,2,2017,1.3541,-0.5282,-1.6044,-0.2827,467793,null,null,2,1,Top,null,null,,,521692,,170507_182138,,,,,,,3.8462,1.7291,null,null,null,86.105,2455,6.289,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,54.2095,0,0,null,null,null,null
SL,2017-05-07,82.9,1.5338,5.8389,Danny Duffy,429665,518633,null,foul,,,,,8,R,R,L,KC,CLE,S,null,null,1,1,2017,0.8062,-0.404,-0.1458,1.7727,467793,null,null,2,1,Top,null,null,,,521692,,170507_182114,,,,,,,3.5043,1.5848,null,null,null,83.813,2232,6.459,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,54.0393,0,0,null,null,null,null
SL,2017-05-07,83.1,1.6103,5.8116,Danny Duffy,429665,518633,null,called_strike,,,,,7,R,R,L,KC,CLE,S,null,null,1,0,2017,1.0506,-0.3471,-0.3887,2.2308,467793,null,null,2,1,Top,null,null,,,521692,,170507_182054,,,,,,,3.6288,1.6524,null,null,null,84.074,2327,6.449,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,54.0498,0,0,null,null,null,null
FT,2017-05-07,94.6,1.5346,5.898,Danny Duffy,429665,518633,null,ball,,,,,13,R,R,L,KC,CLE,B,null,null,0,0,2017,-0.3269,1.2895,-0.8101,1.3955,467793,null,null,2,1,Top,null,null,,,521692,,170507_182038,,,,,,,3.6764,1.7032,null,null,null,95.26,2228,6.548,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.9505,0,0,null,null,null,null
SL,2017-05-07,84.6,1.6729,5.8474,Danny Duffy,488726,518633,field_out,hit_into_play,,,,,7,R,L,L,KC,CLE,X,5,ground_ball,1,1,2017,0.7278,-0.2956,-0.4391,1.5331,467793,null,null,1,1,Top,111.11,175.69,,,521692,,170507_181950,,,,,,,3.8462,1.5938,null,82.9,-20.699,85.365,2255,6.334,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,54.1649,0.075,0.069,0,1,0,0
FF,2017-05-07,94,1.284,5.9853,Danny Duffy,488726,518633,null,ball,,,,,14,R,L,L,KC,CLE,B,null,null,0,1,2017,-0.1132,1.6616,0.2453,1.3665,467793,null,null,1,1,Top,null,null,,,521692,,170507_181926,,,,,,,3.6203,1.7616,null,null,null,95.2,2173,6.785,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.7139,0,0,null,null,null,null
FF,2017-05-07,94.5,1.4371,5.9817,Danny Duffy,488726,518633,null,called_strike,,,,,6,R,L,L,KC,CLE,S,null,null,0,0,2017,-0.1964,1.2662,0.594,2.8297,467793,null,null,1,1,Top,null,null,,,521692,,170507_181905,,,,,,,3.6203,1.8461,null,null,null,95.496,2181,6.493,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,54.0056,0,0,null,null,null,null
FF,2017-05-07,93.7,1.5664,5.9487,Danny Duffy,596019,518633,sac_bunt,hit_into_play,,,,,5,R,R,L,KC,CLE,X,1,ground_ball,0,0,2017,0.0144,1.1298,-0.1324,2.2252,null,467793,null,0,1,Top,135.47,184.84,,,521692,,170507_181818,,,,,,,3.6983,1.5178,5,37,-35.1531,95.925,2067,6.921,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.5776,0.138,0.14,0,1,0,0
CH,2017-05-07,86.3,1.6192,5.9562,Danny Duffy,467793,518633,double,hit_into_play_no_out,,,,,8,R,R,L,KC,CLE,X,null,line_drive,1,2,2017,-0.5938,1.1019,-0.1592,1.6462,null,null,null,0,1,Top,52.43,102.71,,,521692,,170507_181730,,,,,,,3.4243,1.5848,287,106.3,11.996,87.797,2533,6.825,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.6733,0.817,0.852,1.25,1,1,1
FF,2017-05-07,93.6,1.5017,5.9568,Danny Duffy,467793,518633,null,foul,,,,,5,R,R,L,KC,CLE,S,null,null,1,1,2017,-0.0549,1.4484,0.2534,2.6795,null,null,null,0,1,Top,null,null,,,521692,,170507_181705,,,,,,,3.4487,1.5896,null,null,null,94.361,2104,6.572,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.9264,0,0,null,null,null,null
FF,2017-05-07,93.9,1.604,5.8573,Danny Duffy,467793,518633,null,ball,,,,,12,R,R,L,KC,CLE,B,null,null,0,1,2017,0.003,1.202,0.0071,3.8826,null,null,null,0,1,Top,null,null,,,521692,,170507_181645,,,,,,,3.6783,1.8939,null,null,null,95.326,2142,6.701,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.7973,0,0,null,null,null,null
FF,2017-05-07,94.7,1.6011,5.9529,Danny Duffy,467793,518633,null,foul,,,,,12,R,R,L,KC,CLE,S,null,null,0,0,2017,-0.0329,1.4578,0.1271,3.0698,null,null,null,0,1,Top,null,null,,,521692,,170507_181611,,,,,,,2.8686,1.0088,null,null,null,95.883,2128,6.627,490562,518633,521692,543333,593160,519058,444876,460086,456715,624585,53.8715,0,0,null,null,null,null
FF,2017-05-02,89.8,1.4546,5.8176,Danny Duffy,434567,518633,single,hit_into_play_no_out,,,,,14,R,R,L,KC,CWS,X,null,line_drive,2,0,2017,-0.3947,1.2183,0.8615,2.1062,null,null,541645,0,6,Top,105.02,80.6,,,460077,,170503_014734,,,,,,,3.9281,1.6317,186,83.8,14.196,91.092,2019,6.848,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.6504,0.89,0.836,0.9,1,1,0
SL,2017-05-02,82.3,1.7398,5.8155,Danny Duffy,434567,518633,null,ball,,,,,14,R,R,L,KC,CWS,B,null,null,1,0,2017,0.5537,0.1998,2.1216,2.3667,null,null,541645,0,6,Top,null,null,,,460077,,170503_014711,,,,,,,3.7717,1.8196,null,null,null,82.774,2145,6.506,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.9926,0,0,null,null,null,null
FT,2017-05-02,90,1.5333,5.8373,Danny Duffy,434567,518633,null,ball,,,,,12,R,R,L,KC,CWS,B,null,null,0,0,2017,-0.5502,0.9559,1.3639,4.0919,null,null,541645,0,6,Top,null,null,,,460077,,170503_014651,,,,,,,3.7925,1.7674,null,null,null,91.036,1999,6.729,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.7694,0,0,null,null,null,null
FT,2017-05-02,89.8,1.5488,5.844,Danny Duffy,541645,518633,walk,ball,,,,,12,R,R,L,KC,CWS,B,null,null,3,2,2017,-0.6586,0.9126,1.5588,3.4768,null,null,null,0,6,Top,null,null,,,460077,,170503_014544,,,,,,,3.8968,2.1745,null,null,null,90.94,2179,6.742,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.7567,0,0,0.7,1,0,0
CH,2017-05-02,85.6,1.615,5.7857,Danny Duffy,541645,518633,null,ball,,,,,13,R,R,L,KC,CWS,B,null,null,2,2,2017,-0.5553,1.1832,-2.1624,1.7969,null,null,null,0,6,Top,null,null,,,460077,,170503_014520,,,,,,,3.9698,2.1223,null,null,null,86.433,2307,6.908,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.5904,0,0,null,null,null,null
SL,2017-05-02,83.4,1.5471,5.8239,Danny Duffy,541645,518633,null,ball,,,,,13,R,R,L,KC,CWS,B,null,null,1,2,2017,0.8049,0.1595,-0.742,-0.1515,null,null,null,0,6,Top,null,null,,,460077,,170503_014457,,,,,,,3.9281,2.091,null,null,null,83.976,2198,6.757,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.742,0,0,null,null,null,null
SL,2017-05-02,83.8,1.5966,5.8003,Danny Duffy,541645,518633,null,swinging_strike,,,,,7,R,R,L,KC,CWS,S,null,null,1,1,2017,0.7681,-0.0005,-0.5161,2.0429,null,null,null,0,6,Top,null,null,,,460077,,170503_014428,,,,,,,3.9281,1.6317,null,null,null,84.623,2134,6.977,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.5217,0,0,null,null,null,null
FT,2017-05-02,90.7,1.4476,5.7347,Danny Duffy,541645,518633,null,foul,,,,,5,R,R,L,KC,CWS,S,null,null,1,0,2017,-0.6188,1.0312,0.2234,2.6171,null,null,null,0,6,Top,null,null,,,460077,,170503_014403,,,,,,,3.9281,1.6317,null,null,null,91.921,2027,6.846,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.6521,0,0,null,null,null,null
FT,2017-05-02,90.7,1.6033,5.828,Danny Duffy,541645,518633,null,ball,,,,,1,R,R,L,KC,CWS,B,null,null,0,0,2017,-0.2709,1.2988,-0.439,3.9684,null,null,null,0,6,Top,null,null,,,460077,,170503_014344,,,,,,,4.0408,2.1724,null,null,null,92.024,2017,6.904,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.5941,0,0,null,null,null,null
FT,2017-05-02,90,1.4934,5.763,Danny Duffy,453943,518633,field_out,hit_into_play,,,,,9,R,R,L,KC,CWS,X,1,ground_ball,2,0,2017,-0.5485,1.3042,0.5066,2.1853,null,null,null,2,5,Top,118.72,189.92,,,460077,,170503_013413,,,,,,,3.8691,1.6057,null,82.9,-20.699,91.306,2104,6.976,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.5224,0.075,0.069,0,1,0,0
FT,2017-05-02,90.2,1.5177,5.7625,Danny Duffy,453943,518633,null,ball,,,,,13,R,R,L,KC,CWS,B,null,null,1,0,2017,-0.3982,1.1976,-0.2535,1.33,null,null,null,2,5,Top,null,null,,,460077,,170503_013351,,,,,,,3.7335,1.8875,null,null,null,91.604,2241,7.065,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.4334,0,0,null,null,null,null
SL,2017-05-02,82.8,1.54,5.6694,Danny Duffy,453943,518633,null,ball,,,,,13,R,R,L,KC,CWS,B,null,null,0,0,2017,1.2134,0.0819,-2.0835,1.5802,null,null,null,2,5,Top,null,null,,,460077,,170503_013338,,,,,,,3.7544,1.8875,null,null,null,83.633,2344,6.817,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.6815,0,0,null,null,null,null
FF,2017-05-02,92.3,1.3702,5.926,Danny Duffy,547989,518633,field_out,hit_into_play,,,,,4,R,R,L,KC,CWS,X,4,ground_ball,0,2,2017,0.2792,1.8694,-0.7746,2.5741,null,null,null,1,5,Top,145.62,144.67,,,460077,,170503_013303,,,,,,,3.6802,1.5087,44,89.9,-0.068,93.389,2150,6.838,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.6604,0.348,0.326,0,1,0,0
FF,2017-05-02,90.4,1.4829,5.7842,Danny Duffy,547989,518633,null,foul,,,,,5,R,R,L,KC,CWS,S,null,null,0,1,2017,-0.1401,1.2701,-0.1289,2.3636,null,null,null,1,5,Top,null,null,,,460077,,170503_013237,,,,,,,3.6802,1.5087,null,null,null,91.155,2144,6.744,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.7548,0,0,null,null,null,null
FT,2017-05-02,90.6,1.5537,5.7802,Danny Duffy,547989,518633,null,called_strike,,,,,5,R,R,L,KC,CWS,S,null,null,0,0,2017,-0.639,1.2929,-0.0681,2.8646,null,null,null,1,5,Top,null,null,,,460077,,170503_013218,,,,,,,3.9514,1.9263,null,null,null,91.789,2184,6.988,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.5102,0,0,null,null,null,null
SL,2017-05-02,81.1,1.5212,5.8812,Danny Duffy,466320,518633,single,hit_into_play,,,,,13,R,R,L,KC,CWS,X,null,line_drive,1,1,2017,1.0071,0.2088,-0.8988,1.5981,null,null,null,0,5,Top,36.61,71.38,,,460077,,170503_013128,,,,,,,3.6802,1.5087,367,101.7,19.363,81.913,2061,7.043,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.4554,0.58,0.769,0.9,1,1,0
FF,2017-05-02,90.8,1.4591,5.8054,Danny Duffy,466320,518633,null,ball,,,,,13,R,R,L,KC,CWS,B,null,null,0,1,2017,-0.1321,1.6051,-1.5856,1.7681,null,null,null,0,5,Top,null,null,,,460077,,170503_013106,,,,,,,3.8158,1.8636,null,null,null,91.598,2136,6.745,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.7533,0,0,null,null,null,null
CH,2017-05-02,82.7,1.5823,5.9233,Danny Duffy,466320,518633,null,foul,,,,,5,R,R,L,KC,CWS,S,null,null,0,0,2017,-0.6733,1.1874,-0.0319,2.7425,null,null,null,0,5,Top,null,null,,,460077,,170503_013041,,,,,,,3.6802,1.5087,null,null,null,83.473,2015,6.758,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.7404,0,0,null,null,null,null
CH,2017-05-02,82,1.4538,5.8754,Danny Duffy,570560,518633,field_out,hit_into_play,,,,,3,R,R,L,KC,CWS,X,8,line_drive,1,2,2017,-0.815,0.9481,0.608,3.1123,null,null,null,2,4,Top,152.42,70.92,,,null,,170503_012145,,,,,,,3.7902,1.5697,311,85.6,23.454,null,2234,6.6554,490488,null,null,null,null,null,null,null,null,null,53.8436,0.203,0.22,0,1,0,0
CH,2017-05-02,83,1.5837,5.816,Danny Duffy,570560,518633,null,foul,,,,,8,R,R,L,KC,CWS,S,null,null,1,1,2017,-0.652,1.4585,0.0988,1.635,null,null,null,2,4,Top,null,null,,,460077,,170503_012122,,,,,,,3.7902,1.5697,null,null,null,83.018,2347,6.629,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.8699,0,0,null,null,null,null
FF,2017-05-02,90.9,1.4206,5.7705,Danny Duffy,570560,518633,null,ball,,,,,13,R,R,L,KC,CWS,B,null,null,0,1,2017,-0.1008,1.2128,-0.3094,1.3286,null,null,null,2,4,Top,null,null,,,460077,,170503_012108,,,,,,,3.7797,1.8411,null,null,null,92.285,2049,7.199,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.2993,0,0,null,null,null,null
FF,2017-05-02,91.2,1.3953,5.8359,Danny Duffy,570560,518633,null,called_strike,,,,,8,R,R,L,KC,CWS,S,null,null,0,0,2017,-0.17,1.4368,-0.1486,1.8642,null,null,null,2,4,Top,null,null,,,460077,,170503_012055,,,,,,,3.738,1.9142,null,null,null,91.995,2215,6.812,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.6866,0,0,null,null,null,null
CH,2017-05-02,83.9,1.6458,5.7863,Danny Duffy,641313,518633,field_out,hit_into_play,,,,,6,R,R,L,KC,CWS,X,6,ground_ball,0,1,2017,-0.77,1.0914,0.683,2.2142,null,null,null,1,4,Top,108.07,151.79,,,460077,,170503_012014,,,,,,,3.6392,1.4857,13,83.2,-10.522,84.483,2394,6.775,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.7237,0.105,0.099,0,1,0,0
FT,2017-05-02,90.6,1.6585,5.7956,Danny Duffy,641313,518633,null,called_strike,,,,,6,R,R,L,KC,CWS,S,null,null,0,0,2017,-0.7684,1.1338,0.6569,2.5707,null,null,null,1,4,Top,null,null,,,460077,,170503_012001,,,,,,,3.7852,1.872,null,null,null,91.253,2044,6.64,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.8587,0,0,null,null,null,null
FF,2017-05-02,90.3,1.5769,5.9308,Danny Duffy,544725,518633,strikeout,swinging_strike,,,,,12,R,R,L,KC,CWS,S,null,null,1,2,2017,-0.1415,1.6233,0.1976,4.4762,null,null,null,0,4,Top,null,null,,,460077,,170503_011930,,,,,,,3.6392,1.4857,null,null,null,90.709,2113,6.601,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.8972,0,0,0,1,0,0
SL,2017-05-02,82.8,1.5628,5.7598,Danny Duffy,544725,518633,null,ball,,,,,13,R,R,L,KC,CWS,B,null,null,0,2,2017,1.0554,0.1494,-1.8775,0.4964,null,null,null,0,4,Top,null,null,,,460077,,170503_011910,,,,,,,3.6392,1.6945,null,null,null,82.961,2321,6.697,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.8013,0,0,null,null,null,null
SL,2017-05-02,83.2,1.5356,5.841,Danny Duffy,544725,518633,null,missed_bunt,,,,,13,R,R,L,KC,CWS,S,null,null,0,1,2017,0.4757,0.0433,-0.2157,1.1573,null,null,null,0,4,Top,null,null,,,460077,,170503_011854,,,,,,,3.6496,1.6528,null,null,null,84.502,2194,6.919,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.5797,0,0,null,null,null,null
FT,2017-05-02,90.7,1.6701,5.9044,Danny Duffy,544725,518633,null,foul,,,,,6,R,R,L,KC,CWS,S,null,null,0,0,2017,-0.4839,1.4311,0.5262,2.329,null,null,null,0,4,Top,null,null,,,460077,,170503_011831,,,,,,,3.6392,1.4857,null,null,null,91.142,2109,6.442,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,54.0562,0,0,null,null,null,null
CH,2017-05-02,83.2,1.5225,5.8806,Danny Duffy,591994,518633,force_out,hit_into_play,,,,,3,R,R,L,KC,CWS,X,5,ground_ball,2,2,2017,-0.6576,0.9571,0.4609,3.1088,null,453943,541645,2,3,Top,105.53,169.58,,,460077,,170503_010938,,,,,,,3.7902,1.5697,13,77.7,-13.904,84.505,2411,6.927,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.5718,0.082,0.077,0,1,0,0
SL,2017-05-02,80.9,1.5576,5.9506,Danny Duffy,591994,518633,null,ball,,,,,13,R,R,L,KC,CWS,B,null,null,1,2,2017,1.1987,-0.1942,-0.9282,0.8794,null,453943,541645,2,3,Top,null,null,,,460077,,170503_010917,,,,,,,3.8632,1.9768,null,null,null,81.159,2377,6.223,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,54.2759,0,0,null,null,null,null
SL,2017-05-02,83.7,1.5142,5.946,Danny Duffy,591994,518633,null,swinging_strike,,,,,13,R,R,L,KC,CWS,S,null,null,1,1,2017,0.7932,0.0544,-0.4516,1.1767,null,453943,541645,2,3,Top,null,null,,,460077,,170503_010856,,,,,,,3.7902,1.5697,null,null,null,84.239,2311,6.838,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.6605,0,0,null,null,null,null
FF,2017-05-02,92,1.2656,6.0926,Danny Duffy,591994,518633,null,ball,,,,,11,R,R,L,KC,CWS,B,null,null,0,1,2017,-0.0424,1.7425,-0.5302,4.1543,null,453943,541645,2,3,Top,null,null,,,460077,,170503_010807,,,,,,,3.9049,1.9664,null,null,null,93.937,1998,7.141,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.3577,0,0,null,null,null,null
CH,2017-05-02,84.8,1.4508,6.0067,Danny Duffy,591994,518633,null,foul,,,,,7,R,R,L,KC,CWS,S,null,null,0,0,2017,-0.7694,1.2892,-0.4391,2.2116,null,453943,541645,2,3,Top,null,null,,,460077,,170503_010745,,,,,,,3.7902,1.5697,null,null,null,85.421,2444,6.646,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.8525,0,0,null,null,null,null
SL,2017-05-02,82.2,1.5112,5.8612,Danny Duffy,434567,518633,sac_fly,hit_into_play_score,,,,,6,R,R,L,KC,CWS,X,7,line_drive,2,2,2017,0.9003,-0.1596,0.3142,2.7331,547989,453943,541645,1,3,Top,59.39,72.71,,,null,,170503_010710,,,,,,,3.9281,1.6317,338,94.1,23.9139,null,2198,6.552,490488,null,null,null,null,null,null,null,null,null,53.9471,0.237,0.324,0,1,0,0
FT,2017-05-02,93.3,1.5863,5.9848,Danny Duffy,434567,518633,null,foul,,,,,3,R,R,L,KC,CWS,S,null,null,2,2,2017,-0.6216,1.5142,0.4599,3.3386,547989,453943,541645,1,3,Top,null,null,,,460077,,170503_010640,,,,,,,3.9281,1.6317,null,null,null,93.79,2235,6.574,490488,518633,460077,543333,518568,596144,444876,593160,456715,593528,53.9246,0,0,null,null,null,null
