Date,Team,Opp,BO,Pos,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
<a href=wins.aspx?date=2016-08-22&team=Rockies&dh=0>2016-08-22</a>,COL,@MIL,2,2B,1,4,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-08-21&team=Rockies&dh=0>2016-08-21</a>,COL,CHC,2,2B,1,4,5,3,2,0,0,1,3,1,1,0,0,0,0,0,0,0,0,.750
<a href=wins.aspx?date=2016-08-20&team=Rockies&dh=0>2016-08-20</a>,COL,CHC,2,2B,1,3,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-08-19&team=Rockies&dh=0>2016-08-19</a>,COL,CHC,2,2B,1,5,5,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,.400
<a href=wins.aspx?date=2016-08-17&team=Rockies&dh=0>2016-08-17</a>,COL,WSN,2,2B,1,5,5,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,.400
<a href=wins.aspx?date=2016-08-16&team=Rockies&dh=0>2016-08-16</a>,COL,WSN,2,2B,1,3,4,3,1,0,1,1,3,2,1,0,0,0,0,0,0,0,0,1.000
<a href=wins.aspx?date=2016-08-15&team=Rockies&dh=0>2016-08-15</a>,COL,WSN,2,2B,1,4,4,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000
<a href=wins.aspx?date=2016-08-14&team=Rockies&dh=0>2016-08-14</a>,COL,@PHI,2,2B,1,4,5,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-08-13&team=Rockies&dh=0>2016-08-13</a>,COL,@PHI,2,2B,1,4,5,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,.750
<a href=wins.aspx?date=2016-08-12&team=Rockies&dh=0>2016-08-12</a>,COL,@PHI,2,2B,1,4,5,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-08-11&team=Rockies&dh=0>2016-08-11</a>,COL,@TEX,2,2B,1,4,6,1,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,.250
<a href=wins.aspx?date=2016-08-10&team=Rockies&dh=0>2016-08-10</a>,COL,@TEX,2,2B,1,3,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.333
<a href=wins.aspx?date=2016-08-09&team=Rockies&dh=0>2016-08-09</a>,COL,TEX,2,2B,1,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.400
<a href=wins.aspx?date=2016-08-08&team=Rockies&dh=0>2016-08-08</a>,COL,TEX,2,2B,1,3,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,.000
<a href=wins.aspx?date=2016-08-07&team=Rockies&dh=0>2016-08-07</a>,COL,MIA,2,2B,1,3,5,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,.333
<a href=wins.aspx?date=2016-08-06&team=Rockies&dh=0>2016-08-06</a>,COL,MIA,2,2B,1,3,5,1,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,.333
<a href=wins.aspx?date=2016-08-05&team=Rockies&dh=0>2016-08-05</a>,COL,MIA,2,2B,1,4,5,4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.000
<a href=wins.aspx?date=2016-08-04&team=Rockies&dh=0>2016-08-04</a>,COL,LAD,2,2B,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-08-03&team=Rockies&dh=0>2016-08-03</a>,COL,LAD,2,2B,1,4,5,3,2,0,0,1,2,2,1,0,0,0,0,0,0,0,0,.750
<a href=wins.aspx?date=2016-08-02&team=Rockies&dh=0>2016-08-02</a>,COL,LAD,2,2B,1,3,5,1,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,.333
<a href=wins.aspx?date=2016-07-31&team=Rockies&dh=0>2016-07-31</a>,COL,@NYM,2,2B,1,4,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-07-30&team=Rockies&dh=0>2016-07-30</a>,COL,@NYM,2,2B,1,4,5,1,1,0,0,0,0,3,0,0,1,0,1,0,0,0,0,.250
<a href=wins.aspx?date=2016-07-29&team=Rockies&dh=0>2016-07-29</a>,COL,@NYM,2,2B,1,4,5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,.250
<a href=wins.aspx?date=2016-07-28&team=Rockies&dh=0>2016-07-28</a>,COL,@NYM,2,2B,1,5,5,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.200
<a href=wins.aspx?date=2016-07-27&team=Rockies&dh=0>2016-07-27</a>,COL,@BAL,1,2B,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,.250
<a href=wins.aspx?date=2016-07-26&team=Rockies&dh=0>2016-07-26</a>,COL,@BAL,2,2B,1,4,4,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-07-25&team=Rockies&dh=0>2016-07-25</a>,COL,@BAL,2,2B,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,.000
<a href=wins.aspx?date=2016-07-24&team=Rockies&dh=0>2016-07-24</a>,COL,ATL,2,2B,1,4,5,3,2,0,0,1,2,1,1,0,0,0,0,0,0,0,0,.750
<a href=wins.aspx?date=2016-07-23&team=Rockies&dh=0>2016-07-23</a>,COL,ATL,2,2B,1,3,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-07-22&team=Rockies&dh=0>2016-07-22</a>,COL,ATL,2,2B,1,3,4,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,.333
<a href=wins.aspx?date=2016-07-21&team=Rockies&dh=0>2016-07-21</a>,COL,ATL,2,2B,1,4,5,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-07-20&team=Rockies&dh=0>2016-07-20</a>,COL,TBR,2,2B,1,5,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.200
<a href=wins.aspx?date=2016-07-19&team=Rockies&dh=0>2016-07-19</a>,COL,TBR,2,2B,1,3,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-07-18&team=Rockies&dh=0>2016-07-18</a>,COL,TBR,2,2B,1,3,4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,.333
<a href=wins.aspx?date=2016-07-17&team=Rockies&dh=0>2016-07-17</a>,COL,@ATL,2,2B,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,.000
<a href=wins.aspx?date=2016-07-16&team=Rockies&dh=0>2016-07-16</a>,COL,@ATL,2,2B,1,4,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-07-15&team=Rockies&dh=0>2016-07-15</a>,COL,@ATL,2,2B,1,5,5,1,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,.200
<a href=wins.aspx?date=2016-07-10&team=Rockies&dh=0>2016-07-10</a>,COL,PHI,2,2B,1,5,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.400
<a href=wins.aspx?date=2016-07-09&team=Rockies&dh=0>2016-07-09</a>,COL,PHI,2,2B,1,4,4,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,.500
<a href=wins.aspx?date=2016-07-08&team=Rockies&dh=0>2016-07-08</a>,COL,PHI,2,2B,1,4,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-07-07&team=Rockies&dh=0>2016-07-07</a>,COL,PHI,2,2B,1,5,5,3,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,.600
<a href=wins.aspx?date=2016-07-06&team=Rockies&dh=0>2016-07-06</a>,COL,@SFG,2,2B,1,4,4,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-07-05&team=Rockies&dh=0>2016-07-05</a>,COL,@SFG,2,2B,1,4,5,3,2,1,0,0,1,2,1,0,0,0,0,0,0,0,0,.750
<a href=wins.aspx?date=2016-07-04&team=Rockies&dh=0>2016-07-04</a>,COL,@SFG,2,2B,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-07-03&team=Rockies&dh=0>2016-07-03</a>,COL,@LAD,2,2B,1,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-07-02&team=Rockies&dh=0>2016-07-02</a>,COL,@LAD,2,2B,1,4,4,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-06-28&team=Rockies&dh=0>2016-06-28</a>,COL,TOR,5,2B,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-06-26&team=Rockies&dh=0>2016-06-26</a>,COL,ARI,2,2B,1,1,3,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,.000
<a href=wins.aspx?date=2016-06-25&team=Rockies&dh=0>2016-06-25</a>,COL,ARI,2,2B,1,4,5,2,1,0,0,1,2,3,1,0,1,0,0,0,0,0,1,.500
<a href=wins.aspx?date=2016-06-24&team=Rockies&dh=0>2016-06-24</a>,COL,ARI,2,2B,1,5,6,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,.400
<a href=wins.aspx?date=2016-06-23&team=Rockies&dh=0>2016-06-23</a>,COL,ARI,2,2B,1,5,5,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.600
<a href=wins.aspx?date=2016-06-22&team=Rockies&dh=0>2016-06-22</a>,COL,@NYY,2,2B,1,4,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,.000
<a href=wins.aspx?date=2016-06-21&team=Rockies&dh=0>2016-06-21</a>,COL,@NYY,2,2B,1,5,5,3,3,0,0,0,2,0,0,0,1,0,0,0,0,1,0,.600
<a href=wins.aspx?date=2016-06-20&team=Rockies&dh=0>2016-06-20</a>,COL,@MIA,2,2B,1,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.600
<a href=wins.aspx?date=2016-06-19&team=Rockies&dh=0>2016-06-19</a>,COL,@MIA,2,2B,1,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-06-18&team=Rockies&dh=0>2016-06-18</a>,COL,@MIA,2,2B,1,5,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,.200
<a href=wins.aspx?date=2016-06-17&team=Rockies&dh=0>2016-06-17</a>,COL,@MIA,2,2B,1,3,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-06-15&team=Rockies&dh=0>2016-06-15</a>,COL,NYY,2,2B,1,3,5,3,1,1,1,0,2,2,0,0,0,1,0,1,0,0,0,1.000
<a href=wins.aspx?date=2016-06-14&team=Rockies&dh=0>2016-06-14</a>,COL,NYY,2,2B,1,4,5,1,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0,.250
<a href=wins.aspx?date=2016-06-12&team=Rockies&dh=0>2016-06-12</a>,COL,SDP,2,2B,1,4,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-06-11&team=Rockies&dh=0>2016-06-11</a>,COL,SDP,2,2B,1,3,4,2,1,0,1,0,2,0,1,0,0,0,0,0,1,0,1,.667
<a href=wins.aspx?date=2016-06-10&team=Rockies&dh=0>2016-06-10</a>,COL,SDP,2,2B,1,5,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,.200
<a href=wins.aspx?date=2016-06-09&team=Rockies&dh=0>2016-06-09</a>,COL,PIT,2,2B,1,3,5,2,0,1,0,1,3,3,2,0,0,0,0,0,0,0,0,.667
<a href=wins.aspx?date=2016-06-08&team=Rockies&dh=0>2016-06-08</a>,COL,@LAD,2,2B,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-06-07&team=Rockies&dh=0>2016-06-07</a>,COL,@LAD,1,2B,1,4,5,2,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,.500
<a href=wins.aspx?date=2016-06-06&team=Rockies&dh=0>2016-06-06</a>,COL,@LAD,2,2B,1,3,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.333
<a href=wins.aspx?date=2016-06-04&team=Rockies&dh=0>2016-06-04</a>,COL,@SDP,2,2B,1,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-06-03&team=Rockies&dh=0>2016-06-03</a>,COL,@SDP,2,2B,1,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-06-02&team=Rockies&dh=0>2016-06-02</a>,COL,CIN,2,2B,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-06-01&team=Rockies&dh=0>2016-06-01</a>,COL,CIN,2,2B,1,3,4,1,0,1,0,0,1,1,1,0,0,0,0,0,2,0,0,.333
<a href=wins.aspx?date=2016-05-31&team=Rockies&dh=0>2016-05-31</a>,COL,CIN,2,2B,1,4,5,4,1,2,0,1,4,2,1,0,0,0,0,0,0,0,0,1.000
<a href=wins.aspx?date=2016-05-30&team=Rockies&dh=0>2016-05-30</a>,COL,CIN,2,2B,1,3,5,1,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,.333
<a href=wins.aspx?date=2016-05-29&team=Rockies&dh=0>2016-05-29</a>,COL,SFG,2,2B,1,4,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-05-27&team=Rockies&dh=0>2016-05-27</a>,COL,SFG,2,2B,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-05-26&team=Rockies&dh=0>2016-05-26</a>,COL,@BOS,2,2B,1,5,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.200
<a href=wins.aspx?date=2016-05-25&team=Rockies&dh=0>2016-05-25</a>,COL,@BOS,2,2B,1,5,5,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.200
<a href=wins.aspx?date=2016-05-24&team=Rockies&dh=0>2016-05-24</a>,COL,@BOS,9,2B,1,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.667
<a href=wins.aspx?date=2016-05-23&team=Rockies&dh=0>2016-05-23</a>,COL,@PIT,7,2B,1,3,4,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,.333
<a href=wins.aspx?date=2016-05-21&team=Rockies&dh=0>2016-05-21</a>,COL,@PIT,7,2B,1,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-05-20&team=Rockies&dh=0>2016-05-20</a>,COL,@PIT,7,2B,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-05-18&team=Rockies&dh=0>2016-05-18</a>,COL,@STL,7,2B,1,3,4,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,.000
<a href=wins.aspx?date=2016-05-17&team=Rockies&dh=0>2016-05-17</a>,COL,@STL,7,2B,1,3,4,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,.333
<a href=wins.aspx?date=2016-05-15&team=Rockies&dh=0>2016-05-15</a>,COL,NYM,7,2B,1,2,3,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-05-14&team=Rockies&dh=0>2016-05-14</a>,COL,NYM,7,2B,1,3,4,2,2,0,0,0,1,2,1,0,0,0,0,0,0,0,1,.667
<a href=wins.aspx?date=2016-05-13&team=Rockies&dh=0>2016-05-13</a>,COL,NYM,7,2B,1,4,4,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,.500
<a href=wins.aspx?date=2016-05-11&team=Rockies&dh=0>2016-05-11</a>,COL,ARI,6,2B,1,4,5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-05-10&team=Rockies&dh=0>2016-05-10</a>,COL,ARI,6,2B,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-05-09&team=Rockies&dh=0>2016-05-09</a>,COL,ARI,7,2B,1,4,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-05-08&team=Rockies&dh=0>2016-05-08</a>,COL,@SFG,6,2B,1,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.333
<a href=wins.aspx?date=2016-05-07&team=Rockies&dh=0>2016-05-07</a>,COL,@SFG,7,2B,1,5,5,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,.400
<a href=wins.aspx?date=2016-05-06&team=Rockies&dh=0>2016-05-06</a>,COL,@SFG,1,2B,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,.000
<a href=wins.aspx?date=2016-05-05&team=Rockies&dh=0>2016-05-05</a>,COL,@SFG,9,2B,1,5,5,3,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,.600
<a href=wins.aspx?date=2016-05-04&team=Rockies&dh=0>2016-05-04</a>,COL,@SDP,8,PH-2B,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.000
<a href=wins.aspx?date=2016-05-03&team=Rockies&dh=0>2016-05-03</a>,COL,@SDP,8,2B,1,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,.000
<a href=wins.aspx?date=2016-05-02&team=Rockies&dh=0>2016-05-02</a>,COL,@SDP,8,2B,1,4,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,.500
<a href=wins.aspx?date=2016-05-01&team=Rockies&dh=0>2016-05-01</a>,COL,@ARI,6,2B,1,4,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-04-30&team=Rockies&dh=0>2016-04-30</a>,COL,@ARI,8,2B,1,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,.250
<a href=wins.aspx?date=2016-04-29&team=Rockies&dh=0>2016-04-29</a>,COL,@ARI,8,2B,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-04-27&team=Rockies&dh=0>2016-04-27</a>,COL,PIT,8,2B,1,5,6,3,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,.600
<a href=wins.aspx?date=2016-04-26&team=Rockies&dh=0>2016-04-26</a>,COL,PIT,6,2B,1,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-04-25&team=Rockies&dh=0>2016-04-25</a>,COL,PIT,8,2B,1,4,4,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-04-24&team=Rockies&dh=0>2016-04-24</a>,COL,LAD,7,2B,1,3,5,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,.000
<a href=wins.aspx?date=2016-04-23&team=Rockies&dh=0>2016-04-23</a>,COL,LAD,9,2B,1,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.333
<a href=wins.aspx?date=2016-04-22&team=Rockies&dh=0>2016-04-22</a>,COL,LAD,1,2B,1,3,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,.000
<a href=wins.aspx?date=2016-04-20&team=Rockies&dh=0>2016-04-20</a>,COL,@CIN,1,2B,1,5,5,2,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,.400
<a href=wins.aspx?date=2016-04-19&team=Rockies&dh=0>2016-04-19</a>,COL,@CIN,1,2B,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-04-17&team=Rockies&dh=0>2016-04-17</a>,COL,@CHC,1,2B,1,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,.000
<a href=wins.aspx?date=2016-04-15&team=Rockies&dh=0>2016-04-15</a>,COL,@CHC,1,2B,1,5,5,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,.000
<a href=wins.aspx?date=2016-04-14&team=Rockies&dh=0>2016-04-14</a>,COL,SFG,1,2B,1,4,5,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-04-13&team=Rockies&dh=0>2016-04-13</a>,COL,SFG,8,2B,1,2,5,1,1,0,0,0,0,0,3,1,1,0,0,0,0,0,1,.500
<a href=wins.aspx?date=2016-04-12&team=Rockies&dh=0>2016-04-12</a>,COL,SFG,9,2B,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.333
<a href=wins.aspx?date=2016-04-10&team=Rockies&dh=0>2016-04-10</a>,COL,SDP,6,2B,1,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,.250
<a href=wins.aspx?date=2016-04-09&team=Rockies&dh=0>2016-04-09</a>,COL,SDP,1,2B,1,5,5,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,.400
<a href=wins.aspx?date=2016-04-08&team=Rockies&dh=0>2016-04-08</a>,COL,SDP,8,2B,1,4,4,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,.500
