"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Rey Navarro","Angels (AAA)","27","59","235","266","62","50","9","0","3","26","42","24","0","34","2","4","1","2","4","3",".264","6008"
"Jeimer Candelario","Cubs (AAA)","23","57","201","229","53","23","20","3","7","26","36","25","1","53","2","1","0","4","0","0",".264","13621"
"Stephen Bruno","Cubs (AAA)","26","54","110","122","29","21","4","0","4","14","16","2","0","20","5","3","2","4","4","0",".264","sa502917"
"Bijan Rademacher","Cubs (AAA)","26","58","148","171","39","24","10","2","3","19","20","22","1","33","1","0","0","2","0","0",".264","sa658233"
"Domonic Brown","Rockies (AAA)","29","27","80","89","21","16","4","0","1","13","9","6","1","15","0","3","0","2","0","1",".263","3154"
"Jabari Blash","Padres (AAA)","27","41","141","171","37","17","8","1","11","31","39","26","0","53","4","0","0","3","3","1",".262","11247"
"Chesny Young","Cubs (AAA)","24","55","225","240","59","48","11","0","0","31","16","9","0","35","1","3","2","8","3","2",".262","sa829085"
"Destin Hood","Marlins (AAA)","27","61","218","253","57","34","8","1","14","36","41","31","0","66","0","2","0","5","5","1",".261","9887"
"Jason Martinson","Rangers (AAA)","28","25","92","107","24","13","5","0","6","19","18","14","0","34","1","0","0","1","0","2",".261","sa548330"
"Jack Mayfield","Astros (AAA)","26","12","46","47","12","6","5","0","1","7","7","1","0","10","0","0","0","4","0","0",".261","sa739543"
"Bo Way","Angels (AAA)","25","27","92","105","24","20","4","0","0","14","12","5","0","16","1","1","6","1","5","4",".261","sa829126"
"D.J. Peterson","Mariners (AAA)","25","64","234","256","61","41","10","1","9","28","37","20","0","48","0","2","0","7","4","1",".261","sa549926"
"Breyvic Valera","Cardinals (AAA)","25","54","188","206","49","40","4","5","0","19","7","14","0","20","0","1","3","4","4","6",".261","sa546472"
"Matt Chapman","Athletics (AAA)","24","48","174","203","45","21","6","2","16","30","30","25","1","63","1","3","0","2","5","4",".259","16505"
"Max Stassi","Astros (AAA)","26","41","132","160","34","19","10","0","5","32","13","24","0","42","4","0","0","3","1","1",".258","10059"
"Will Middlebrooks","Rangers (AAA)","28","28","109","124","28","13","5","0","10","21","27","14","0","35","1","0","0","3","0","1",".257","7002"
"Justin Ruggiano","Giants (AAA)","35","21","74","79","19","10","7","0","2","9","9","4","0","20","1","0","0","2","0","2",".257","7620"
"Renato Nunez","Athletics (AAA)","23","61","230","257","59","26","15","0","18","33","41","20","1","71","3","4","0","7","0","1",".257","14503"
"Patrick Wisdom","Cardinals (AAA)","25","63","234","255","60","35","12","1","12","31","40","16","0","71","2","3","0","1","0","1",".256","sa657868"
"Wilfredo Tovar","Cardinals (AAA)","25","56","173","184","44","38","6","0","0","22","8","11","0","29","0","0","0","2","8","2",".254","10416"
"Tony Sanchez","Angels (AAA)","29","35","122","141","31","24","6","0","1","14","19","11","0","31","1","3","4","4","1","0",".254","6178"
"Paulo Orlando","Royals (AAA)","31","16","63","70","16","10","5","0","1","4","12","5","0","17","1","1","0","0","1","0",".254","8628"
"Chris Dominguez","Cubs (AAA)","30","39","134","144","34","19","10","0","5","23","22","6","0","40","3","1","0","3","3","0",".254","9718"
"Chris Shaw","Giants (AAA)","23","21","87","91","22","13","6","1","2","6","11","3","0","23","0","1","0","0","0","0",".253","sa658778"
"A.J. Reed","Astros (AAA)","24","65","246","281","62","35","15","0","12","43","43","33","2","80","1","1","0","10","0","0",".252","16246"
"Brett Eibner","Dodgers (AAA)","28","24","72","80","18","11","3","1","3","13","12","6","0","24","1","1","0","3","0","0",".250","11369"
"Ryan Rua","Rangers (AAA)","27","1","4","5","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0",".250","12409"
"Alec Mills","Cubs (AAA)","25","2","4","4","1","1","0","0","0","1","0","0","0","2","0","0","0","0","0","0",".250","13834"
"Zack Godley","Diamondbacks (AAA)","27","2","4","6","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0",".250","14862"
"Carlos Gomez","Rangers (AAA)","31","2","8","9","2","2","0","0","0","0","1","1","0","3","0","0","0","0","0","0",".250","4881"
"Ryan Jackson","- - -","29","27","88","100","22","20","2","0","0","7","10","11","2","18","1","0","0","1","0","1",".250","6596"
"Adam Wilk","Mets (AAA)","29","4","4","7","1","1","0","0","0","0","0","1","0","1","1","0","1","0","0","0",".250","8421"
"Junior Arrojo","Marlins (AAA)","29","3","12","14","3","2","1","0","0","1","2","1","0","2","0","0","1","1","0","0",".250","sa3002581"
"Jio Mier","Mets (AAA)","26","2","4","4","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".250","sa500732"
"Juan Ciriaco","Rockies (AAA)","26","6","12","13","3","3","0","0","0","0","0","0","0","3","0","0","1","0","1","0",".250","sa506307"
"Matt Lipka","Rangers (AAA)","25","1","4","4","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0",".250","sa548175"
"KC Serna","Marlins (AAA)","27","16","44","47","11","4","4","0","3","9","8","1","0","11","0","1","1","0","0","0",".250","sa598479"
"Ronnie Freeman","Diamondbacks (AAA)","26","35","108","118","27","17","7","0","3","19","16","9","1","24","1","0","0","2","0","1",".250","sa658013"
"Gavin Cecchini","Mets (AAA)","23","62","249","274","62","44","14","1","3","36","17","22","1","37","1","0","2","9","3","1",".249","17005"
"Travis Taijeron","Mets (AAA)","28","64","221","261","55","26","17","1","11","31","36","29","0","71","9","2","0","7","1","0",".249","sa598284"
"O'Koyea Dickson","Dodgers (AAA)","27","61","221","256","55","24","14","1","16","42","46","27","0","52","4","4","0","5","1","0",".249","sa598761"
"Yadiel Rivera","Brewers (AAA)","25","60","213","237","53","38","11","1","3","30","26","18","1","57","2","1","3","8","5","2",".249","11863"
"Juan Ciriaco","Giants (AAA)","33","41","121","134","30","22","3","2","3","15","15","9","0","30","0","2","2","1","3","0",".248","sa226165"
"Juniel Querecuto","Giants (AAA)","24","32","105","118","26","22","4","0","0","11","9","10","1","24","1","0","2","4","3","0",".248","12140"
"Bubba Starling","Royals (AAA)","24","59","206","223","51","35","10","1","5","28","17","11","0","50","3","0","3","8","5","3",".248","sa597751"
"Mark Zagunis","Cubs (AAA)","24","63","206","257","51","27","13","1","10","39","34","44","0","59","6","1","0","7","0","2",".248","sa827207"
"Kenny Wilson","Athletics (AAA)","27","30","101","109","25","22","3","0","0","8","5","5","0","23","2","1","0","3","4","2",".248","sa454437"
"Ryan LaMarre","- - -","28","51","170","194","42","36","3","3","0","17","19","17","0","58","4","1","2","5","9","6",".247","10700"
"Matt den Dekker","Marlins (AAA)","29","20","77","82","19","8","7","1","3","9","13","3","1","20","1","1","0","1","2","1",".247","11385"
"Billy Burns","Royals (AAA)","27","40","138","165","34","31","2","1","0","18","9","22","0","25","2","0","3","2","13","8",".246","12701"
"Ryan O'Hearn","Royals (AAA)","23","62","226","251","55","32","14","0","9","23","25","22","0","64","1","0","2","4","0","0",".243","sa829141"
"Garin Cecchini","Royals (AAA)","26","45","144","154","35","24","8","0","3","17","20","5","0","27","1","2","2","5","1","2",".243","11608"
"Corey Toups","Royals (AAA)","24","40","132","153","32","20","7","2","3","25","12","17","1","37","2","2","0","1","4","0",".242","sa829321"
"Zach Borenstein","Diamondbacks (AAA)","26","56","161","189","39","19","11","1","8","36","27","27","1","50","0","1","0","4","1","0",".242","sa599252"
"Jared Hoying","Rangers (AAA)","28","36","128","146","31","15","9","0","7","23","23","18","1","30","0","0","0","2","3","2",".242","10882"
"Rafael Ynoa","Rockies (AAA)","29","55","190","221","46","33","6","5","2","28","24","27","0","26","1","1","2","3","6","1",".242","2832"
"Zach Shank","Mariners (AAA)","26","55","183","209","44","28","10","4","2","22","29","17","0","46","2","4","3","2","8","2",".240","sa738403"
"Carlos Asuaje","Padres (AAA)","25","59","213","261","51","36","8","5","2","40","32","40","0","32","3","2","3","2","1","1",".239","15197"
"Ali Solis","Cubs (AAA)","29","30","67","71","16","10","4","0","2","8","4","4","0","21","0","0","0","7","1","0",".239","8848"
"Dario Pizzano","Mariners (AAA)","26","34","105","117","25","13","7","0","5","16","14","9","0","13","2","1","0","3","1","0",".238","sa658253"
"Kirk Nieuwenhuis","Brewers (AAA)","29","43","101","121","24","16","5","0","3","15","15","19","1","31","0","1","0","0","1","0",".238","6400"
"Mac Williamson","Giants (AAA)","26","33","135","147","32","17","8","0","7","21","22","11","0","42","1","0","0","4","0","0",".237","14158"
"Tyler Moore","Marlins (AAA)","30","12","38","45","9","6","2","0","1","3","7","7","0","11","0","0","0","0","0","0",".237","7244"
"Desmond Jennings","Mets (AAA)","30","55","207","229","49","32","5","4","8","32","25","20","2","43","0","2","0","4","3","3",".237","1965"
"Jordan Patterson","Rockies (AAA)","25","60","216","247","51","28","12","2","9","33","38","19","1","60","8","4","0","8","2","1",".236","15119"
"Aaron Hill","Giants (AAA)","35","5","17","21","4","2","0","1","1","5","3","2","0","7","2","0","0","0","0","0",".235","6104"
"Jeff Glenn","Mets (AAA)","25","10","34","36","8","7","1","0","0","3","4","2","0","12","0","0","0","1","0","0",".235","sa501590"
"Jayce Boyd","Mets (AAA)","26","37","85","95","20","11","6","0","3","14","8","9","0","21","1","0","0","2","1","0",".235","sa502020"
"Sherman Johnson","Angels (AAA)","26","56","183","221","43","32","8","1","2","30","25","36","0","41","0","0","2","2","9","3",".235","sa658344"
"Steve Baron","Mariners (AAA)","26","32","94","106","22","18","2","0","2","10","10","10","0","27","1","0","1","3","0","0",".234","9787"
"Collin Cowgill","Padres (AAA)","31","40","133","147","31","21","6","1","3","21","14","13","0","37","0","1","0","2","4","2",".233","7250"
"Tuffy Gosewisch","Mariners (AAA)","33","33","103","121","24","15","9","0","0","9","13","15","0","26","0","2","1","1","0","0",".233","5277"
"Chris Taylor","Dodgers (AAA)","26","10","43","49","10","5","2","2","1","8","5","5","0","5","1","0","0","3","1","2",".233","13757"
"Kyle Blanks","Giants (AAA)","30","34","82","92","19","12","4","0","3","11","12","7","0","28","3","0","0","1","0","0",".232","49"
"Travis d'Arnaud","Mets (AAA)","28","4","13","13","3","1","2","0","0","1","1","0","0","2","0","0","0","0","0","0",".231","7739"
"Randal Grichuk","Cardinals (AAA)","25","8","35","37","8","5","2","0","1","3","2","2","1","12","0","0","0","2","0","0",".229","10243"
"Mark Canha","Athletics (AAA)","28","26","92","114","21","11","4","0","6","17","20","16","1","21","4","2","0","0","2","0",".228","11445"
"Darnell Sweeney","Dodgers (AAA)","26","38","119","131","27","14","8","1","4","17","15","11","1","33","0","1","0","3","7","1",".227","13284"
"Andrew Aplin","- - -","26","46","137","165","31","20","6","2","3","21","22","23","0","30","2","2","1","1","1","3",".226","sa502787"
"Tyler Heineman","Brewers (AAA)","26","35","115","127","26","15","11","0","0","8","7","10","0","19","0","2","0","2","0","0",".226","sa658108"
"Conor Gillaspie","Giants (AAA)","29","10","31","34","7","5","2","0","0","5","2","3","0","3","0","0","0","1","0","0",".226","9009"
"Wynton Bernard","Giants (AAA)","26","46","125","135","28","21","5","2","0","17","6","5","0","27","2","1","2","6","4","1",".224","sa658999"
"Alberto Rosario","Cardinals (AAA)","30","21","76","85","17","14","3","0","0","9","12","7","0","14","1","1","0","2","1","0",".224","7125"
"Brandon Nimmo","Mets (AAA)","24","38","148","180","33","17","12","1","3","21","16","30","0","44","2","0","0","1","0","0",".223","12927"
"Justin Masterson","Dodgers (AAA)","32","6","9","11","2","2","0","0","0","0","0","0","0","4","0","0","2","0","0","0",".222","2038"
"Jemile Weeks","Cubs (AAA)","30","3","9","12","2","2","0","0","0","3","2","3","0","1","0","0","0","0","0","0",".222","2498"
"Carlos Paulino","Marlins (AAA)","27","19","63","67","14","10","1","1","2","5","6","4","0","17","0","0","0","1","1","0",".222","sa456100"
"Ike Davis","Dodgers (AAA)","30","23","59","66","13","8","2","0","3","8","11","5","0","18","0","2","0","1","0","0",".220","8433"
"David Vidal","Marlins (AAA)","27","16","59","64","13","10","1","0","2","8","11","5","0","14","0","0","0","3","0","0",".220","sa548470"
"Ali Castillo","Giants (AAA)","28","10","41","44","9","5","3","0","1","4","7","2","0","5","0","1","0","2","0","0",".220","sa507143"
"Ozzie Martinez","Cubs (AAA)","29","40","128","136","28","27","1","0","0","7","8","5","1","23","0","1","2","4","2","0",".219","3900"
"Phillip Evans","Mets (AAA)","24","59","206","229","45","35","6","1","3","21","19","21","0","35","2","0","0","9","1","1",".218","sa599250"
"Hunter Dozier","Royals (AAA)","25","7","23","27","5","3","2","0","0","2","3","2","0","12","1","1","0","0","0","1",".217","15117"
"L.J. Mazzilli","Mets (AAA)","26","16","46","55","10","6","3","0","1","5","4","7","0","13","0","0","1","3","2","0",".217","sa577753"
"Frank Schwindel","Royals (AAA)","25","26","97","99","21","12","8","0","1","11","12","2","0","16","0","0","0","2","0","1",".216","sa738182"
"Bobby Wilson","Dodgers (AAA)","34","38","126","142","27","14","6","0","7","19","20","13","1","28","2","0","1","2","0","0",".214","6564"
"Matt McBride","Athletics (AAA)","32","36","112","126","24","11","8","1","4","14","25","10","0","19","1","3","0","4","0","0",".214","9373"
"Tommy La Stella","Cubs (AAA)","28","26","94","102","20","17","2","0","1","12","4","7","0","19","0","1","0","0","0","1",".213","12371"
"Tyler O'Neill","Mariners (AAA)","22","65","245","271","52","27","17","2","6","29","26","24","0","76","0","2","0","6","5","1",".212","sa737633"
"Doug Bernier","Rangers (AAA)","37","23","95","105","20","14","4","0","2","10","5","7","0","22","1","0","2","3","0","0",".211","4518"
"Melvin Mercedes","Athletics (AAA)","25","25","67","85","14","12","1","1","0","11","5","15","0","11","0","2","1","3","1","1",".209","sa658283"
"Terrance Gore","Royals (AAA)","26","28","77","93","16","13","1","1","1","19","5","10","0","15","1","1","4","0","5","0",".208","13658"
"Chris Marrero","Giants (AAA)","28","17","58","67","12","6","4","0","2","7","11","6","0","12","2","1","0","2","0","0",".207","2852"
"Trayce Thompson","Dodgers (AAA)","26","55","195","216","40","26","7","2","5","27","19","18","0","55","0","2","1","4","1","3",".205","9952"
"John Andreoli","Cubs (AAA)","27","52","183","218","37","21","8","4","4","30","15","34","1","68","0","0","1","2","9","3",".202","sa577764"
"Keyvius Sampson","Diamondbacks (AAA)","26","7","10","11","2","2","0","0","0","1","1","1","0","5","0","0","0","0","0","0",".200","10039"
"Ramon Cabrera","Marlins (AAA)","27","33","105","117","21","14","5","0","2","7","11","10","0","15","1","1","0","3","1","1",".200","10327"
"Tyler Lyons","Cardinals (AAA)","29","4","5","6","1","1","0","0","0","0","0","0","0","4","0","0","1","0","0","0",".200","11334"
"Justin Nicolino","Marlins (AAA)","25","4","5","7","1","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0",".200","11754"
"Taylor Jungmann","Brewers (AAA)","27","3","5","7","1","1","0","0","0","1","0","1","0","3","0","0","1","0","0","0",".200","13119"
"Brent Suter","Brewers (AAA)","27","8","10","10","2","2","0","0","0","2","0","0","0","4","0","0","0","1","0","0",".200","13942"
"Luke Weaver","Cardinals (AAA)","23","6","15","16","3","2","1","0","0","3","1","0","0","6","1","0","0","0","0","0",".200","16918"
"Chris Parmelee","Athletics (AAA)","29","41","135","152","27","16","6","0","5","21","14","16","0","46","0","1","0","0","0","1",".200","2554"
"Wilfredo Boscan","Mets (AAA)","27","9","15","16","3","3","0","0","0","0","1","0","0","0","0","0","1","2","0","0",".200","7655"
"Stephen Fife","Marlins (AAA)","30","7","15","16","3","2","1","0","0","2","0","0","0","6","0","0","1","0","0","0",".200","8077"
"Donovan Hand","Mets (AAA)","31","2","5","5","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",".200","8728"
"Ruben Sosa","Royals (AAA)","26","14","50","60","10","5","3","1","1","7","3","8","0","12","0","1","1","2","3","0",".200","sa599247"
"Logan Landon","Dodgers (AAA)","24","2","5","8","1","1","0","0","0","1","0","3","0","0","0","0","0","1","0","0",".200","sa875279"
"Michael Ahmed","Dodgers (AAA)","25","11","31","40","6","6","0","0","0","2","1","8","0","7","0","0","1","0","0","0",".194","sa705802"
"Dusty Coleman","Padres (AAA)","30","61","208","234","40","20","9","3","8","24","25","19","1","82","2","5","0","7","7","2",".192","8979"
"Elliot Soto","Cubs (AAA)","27","26","73","88","14","10","4","0","0","8","4","11","2","13","0","1","3","1","2","0",".192","sa390666"
"Hector Sanchez","Padres (AAA)","27","5","16","18","3","2","1","0","0","0","2","2","0","7","0","0","0","0","0","0",".188","10289"
"Joan Gregorio","Giants (AAA)","25","8","16","20","3","3","0","0","0","4","1","1","0","8","0","0","3","0","0","0",".188","sa547815"
"Tyrell Jenkins","Padres (AAA)","24","9","11","14","2","2","0","0","0","2","1","0","0","3","0","0","3","0","0","0",".182","11378"
"Tony Wolters","Rockies (AAA)","25","3","11","12","2","1","0","0","1","1","1","1","0","4","0","0","0","0","0","0",".182","11470"
"Sean Gilmartin","Mets (AAA)","27","6","11","11","2","2","0","0","0","1","1","0","0","3","0","0","0","0","0","0",".182","12781"
"Matt Magill","Padres (AAA)","27","6","11","11","2","1","1","0","0","0","1","0","0","6","0","0","0","0","0","0",".182","3950"
"Nick Noonan","- - -","28","34","111","123","20","14","4","0","2","17","10","9","0","34","1","1","1","2","3","0",".180","6880"
"Anthony Garcia","Cardinals (AAA)","25","14","39","43","7","5","1","0","1","1","3","3","0","6","1","0","0","1","1","1",".179","sa502038"
"Brett Hayes","Rangers (AAA)","33","28","90","100","16","12","3","0","1","9","7","9","0","28","0","1","0","3","0","0",".178","4293"
"Francisco Arcia","Angels (AAA)","27","13","45","49","8","7","1","0","0","3","1","3","0","9","1","0","0","1","0","0",".178","sa455908"
"Todd Glaesmann","Cubs (AAA)","26","24","63","68","11","9","1","0","1","6","4","3","1","25","2","0","0","0","1","0",".175","sa501261"
"Peter O'Brien","- - -","26","40","153","170","26","18","2","1","5","16","13","15","0","50","1","1","0","2","0","0",".170","13288"
"Hiram Burgos","Brewers (AAA)","29","5","6","7","1","1","0","0","0","0","0","0","0","3","0","0","1","0","0","0",".167","9412"
"Ryan Schimpf","Padres (AAA)","29","6","24","26","4","2","0","0","2","2","3","2","0","13","0","0","0","0","0","0",".167","9953"
"Ricky Knapp","Mets (AAA)","25","9","18","18","3","3","0","0","0","0","0","0","0","4","0","0","0","0","0","0",".167","sa550202"
"Zach Jemiola","Rockies (AAA)","23","4","6","6","1","1","0","0","0","1","0","0","0","3","0","0","0","0","0","0",".167","sa658131"
"Parker Morin","Royals (AAA)","25","23","72","75","12","8","3","0","1","4","10","1","0","15","1","1","0","1","0","0",".167","sa658263"
"Trevor Brown","Giants (AAA)","25","27","97","108","16","14","2","0","0","6","0","7","1","20","2","0","2","1","2","0",".165","13895"
"Peter Mooney","Marlins (AAA)","26","58","195","223","32","26","4","1","1","24","10","24","1","29","1","1","2","2","0","0",".164","sa503239"
"Andrew Susac","Brewers (AAA)","27","24","83","91","13","6","4","0","3","9","14","6","0","34","0","2","0","1","0","0",".157","13132"
"Jeff Arnold","Giants (AAA)","29","7","26","27","4","3","1","0","0","2","1","1","0","12","0","0","0","1","0","0",".154","sa549361"
"Brandon Woodruff","Brewers (AAA)","24","7","13","14","2","2","0","0","0","1","0","0","0","2","0","0","1","0","0","0",".154","sa597893"
"Arnaldo Berrios","Mets (AAA)","21","5","13","14","2","1","1","0","0","0","1","1","0","8","0","0","0","1","0","0",".154","sa829788"
"Williams Perez","Cubs (AAA)","26","5","7","7","1","1","0","0","0","0","0","0","0","2","0","0","0","1","0","0",".143","11592"
"Julio Urias","Dodgers (AAA)","20","4","7","9","1","1","0","0","0","0","3","0","0","6","0","0","2","0","0","0",".143","14765"
"Dinelson Lamet","Padres (AAA)","24","4","7","8","1","1","0","0","0","0","1","0","0","5","0","1","0","0","0","0",".143","17186"
"Jair Jurrjens","Dodgers (AAA)","31","6","7","11","1","1","0","0","0","0","0","1","0","3","0","0","3","0","0","0",".143","5556"
"Anthony Banda","Diamondbacks (AAA)","23","7","14","16","2","1","1","0","0","1","0","0","0","6","0","0","2","0","0","0",".143","sa599510"
"Eugene Helder","Mariners (AAA)","21","2","7","7","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0",".143","sa826786"
"Nick Schulz","Padres (AAA)","26","15","43","51","6","5","0","0","1","7","4","8","0","10","0","0","0","1","1","0",".140","sa829877"
"Andrew Lambo","Athletics (AAA)","28","12","45","47","6","4","2","0","0","3","0","1","0","17","0","0","1","1","0","0",".133","5386"
"Patrick Cantwell","Rangers (AAA)","27","7","30","32","4","4","0","0","0","1","1","0","0","11","2","0","0","1","1","0",".133","sa602546"
"Tyler Holt","Dodgers (AAA)","28","8","23","25","3","3","0","0","0","2","0","1","0","3","0","0","1","0","4","0",".130","11391"
"Brayan Pena","Royals (AAA)","35","9","23","26","3","3","0","0","0","2","1","2","0","0","0","0","1","2","0","0",".130","3231"
"Eddie Butler","Cubs (AAA)","26","4","8","8","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".125","13453"
"Casey Kelly","Cubs (AAA)","27","4","8","9","1","0","1","0","0","0","1","0","0","5","0","0","1","0","0","0",".125","9174"
"A.J. Jimenez","Rangers (AAA)","27","23","88","92","11","8","2","0","1","5","3","2","0","24","1","1","0","1","0","0",".125","sa454887"
"Alex Mejia","Cardinals (AAA)","26","3","8","9","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0",".125","sa657995"
"Bruce Caldwell","Cardinals (AAA)","25","7","16","20","2","1","1","0","0","1","2","1","0","7","0","1","2","0","0","0",".125","sa658271"
"Ryan Scott","Mariners (AAA)","22","4","8","9","1","1","0","0","0","0","0","1","0","3","0","0","0","0","0","0",".125","sa738447"
"Jefry Marte","Angels (AAA)","26","11","42","48","5","3","0","0","2","3","4","3","0","12","2","1","0","2","0","0",".119","5107"
"Elio Castillo","Rangers (AAA)","23","5","17","18","2","2","0","0","0","1","0","1","0","5","0","0","0","0","0","0",".118","sa597594"
"Scott Copeland","Marlins (AAA)","29","8","9","10","1","1","0","0","0","1","0","0","0","5","0","0","1","0","0","0",".111","10706"
"Aaron Brooks","Cubs (AAA)","27","11","18","20","2","0","2","0","0","2","0","0","0","1","0","0","2","0","0","0",".111","12272"
"Jeff Hoffman","Rockies (AAA)","24","5","9","12","1","1","0","0","0","1","0","0","0","4","0","0","3","0","0","0",".111","17432"
"Kelvin Marte","Marlins (AAA)","29","8","9","9","1","0","0","0","1","1","1","0","0","3","0","0","0","0","0","0",".111","5200"
"Frank Duncan","Diamondbacks (AAA)","25","9","19","19","2","2","0","0","0","1","2","0","0","7","0","0","0","0","0","0",".105","sa738963"
"Vance Worley","Marlins (AAA)","29","6","10","12","1","1","0","0","0","0","0","0","0","5","0","0","2","0","0","0",".100","6435"
"Harrison Musgrave","Rockies (AAA)","25","7","10","12","1","1","0","0","0","0","1","1","0","3","0","0","1","0","0","0",".100","sa738519"
"Jack Murphy","Dodgers (AAA)","29","23","71","83","7","5","2","0","0","1","7","11","1","21","0","1","0","1","0","1",".099","sa502520"
"Chris Stratton","Giants (AAA)","26","6","11","13","1","1","0","0","0","0","0","0","0","7","0","0","2","0","0","0",".091","13761"
"Arturo Reyes","Cardinals (AAA)","25","6","11","11","1","1","0","0","0","0","0","0","0","5","0","0","0","0","0","0",".091","sa739006"
"Josh Hader","Brewers (AAA)","23","8","12","12","1","1","0","0","0","0","0","0","0","5","0","0","0","0","0","0",".083","14212"
"Walker Lockett","Padres (AAA)","23","7","13","15","1","1","0","0","0","1","0","1","0","7","0","0","1","0","0","0",".077","sa657984"
"Ryan Carpenter","Rockies (AAA)","26","8","14","16","1","1","0","0","0","0","0","0","0","3","1","0","1","0","0","0",".071","sa455439"
"Joseph Rosa","Mariners (AAA)","20","4","14","14","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",".071","sa872490"
"Trevor Oaks","Dodgers (AAA)","24","8","16","18","1","0","0","0","1","1","3","0","0","11","0","0","2","0","0","0",".063","sa829144"
"Seth Frankoff","Cubs (AAA)","28","9","17","17","1","1","0","0","0","0","1","0","0","7","0","0","0","0","0","0",".059","11346"
"Patrick Schuster","Dodgers (AAA)","26","10","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","10029"
"Bryan Morris","Giants (AAA)","30","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10234"
"Andy Oliver","Brewers (AAA)","29","11","3","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","10257"
"Justin Marks","Dodgers (AAA)","29","9","1","2","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",".000","10265"
"Josh Smoker","Mets (AAA)","28","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10285"
"Chris Heston","Dodgers (AAA)","29","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",".000","10302"
"Hunter Cervenka","Marlins (AAA)","27","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10510"
"Adam Liberatore","Dodgers (AAA)","30","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10637"
"Tyler Cravy","Brewers (AAA)","27","12","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10770"
"Jake Buchanan","Cubs (AAA)","27","5","6","9","0","0","0","0","0","0","0","1","0","2","0","0","2","0","0","0",".000","10962"
"Ben Rowen","Mets (AAA)","28","18","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10983"
"Eric Jokisch","Diamondbacks (AAA)","27","9","7","10","0","0","0","0","0","0","0","0","0","5","0","0","3","0","0","0",".000","11157"
"Grant Dayton","Dodgers (AAA)","29","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11203"
"Zach Neal","Athletics (AAA)","28","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","11294"
"Zach Lee","Padres (AAA)","25","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11468"
"Brandon Cunniff","Marlins (AAA)","28","11","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11509"
"Josh Osich","Giants (AAA)","28","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11528"
"Conor Mullee","Cubs (AAA)","29","5","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11580"
"Erik Goeddel","Mets (AAA)","28","15","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11712"
"Justin Grimm","Cubs (AAA)","28","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11720"
"Hansel Robles","Mets (AAA)","26","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11801"
"David Rollins","Cubs (AAA)","27","14","2","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",".000","11928"
"Matt Stites","Diamondbacks (AAA)","27","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12165"
"David Goforth","Brewers (AAA)","28","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12166"
"Keith Hessler","Padres (AAA)","28","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12220"
"Kevin Quackenbush","Padres (AAA)","28","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12360"
"Jack Leathersich","Cubs (AAA)","26","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12562"
"Jake Esch","Padres (AAA)","27","1","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","12756"
