"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","game_pk","at_bat_number","pitch_number"
"CH","2017-06-09","83.5","-1.7786","5.3026","Brad Peacock",592743,502748,"force_out","hit_into_play",,,,,"9","Andrelton Simmons grounds into a force out, third baseman Alex Bregman to catcher Brian McCann.   Albert Pujols out at home.    Yunel Escobar to 3rd.    Luis Valbuena to 2nd.    Andrelton Simmons to 1st.  ","R","R","R","HOU","LAA","X","5","ground_ball",0,1,2017,"1.5588","0.7714","0.3959","1.5645","405395.00","488862.00","472528.00",1,1,"Top","104.36","171.85",,,"null",,"170610_002416",,,,,,,"3.3671","1.4380","31","75.4","0.0058","null","1877","6.1005",491011,"null","null","null","null","null","null","null","null","null","54.3981","0.167","0.157","0.00",1,0,0,2,491011,6,"2"
"FT","2017-06-09","90.1","-2.5971","5.1573","Brad Peacock",594777,502748,"field_out","hit_into_play",,,,,"5","Kole Calhoun flies out to right fielder Josh Reddick.  ","R","L","R","HOU","LAA","X","9","fly_ball",0,0,2017,"1.2125","0.7028","0.0199","2.3419","null","null","457727.00",0,1,"Top","190.79","63.86",,,"null",,"170610_001321",,,,,,,"2.9346","1.2670","359","94.9","37.2758","null","2239","6.4423",491011,"null","null","null","null","null","null","null","null","null","54.0564","0.104","0.188","0.00",1,0,0,3,491011,2,"1"
"SL","2017-06-09","78.9","-1.8971","5.0986","Brad Peacock",457727,502748,"single","hit_into_play_no_out",,,,,"9","Cameron Maybin singles on a ground ball to first baseman Marwin Gonzalez.  ","R","R","R","HOU","LAA","X","null","ground_ball",2,2,2017,"-1.1027","0.3471","0.3810","1.9001","null","null","null",0,1,"Top","149.32","163.79",,,"null",,"170610_001218",,,,,,,"3.5884","1.4883","72","57.2","8.8703","null","2732","5.5654",491011,"null","null","null","null","null","null","null","null","null","54.9333","0.107","0.102","0.90",1,1,0,1,491011,1,"5"
"SL","2017-06-04","80.7","-3.1997","5.0836","Brad Peacock",608336,502748,"single","hit_into_play_score",,,,,"13","Joey Gallo singles on a line drive to center fielder Jake Marisnick.   Elvis Andrus scores.  ","R","L","R","TEX","HOU","X","null","line_drive",0,0,2017,"-1.0645","0.7480","-0.8333","2.0987","462101.00","null","null",2,6,"Bot","153.87","103.49",,,594828,,"170604_211651",,,,,,,"3.5750","1.6810","221","88.0","15.2760","79.9670","2652","5.8830",490948,502748,594828,493329,514888,608324,621043,503556,545350,543807,"54.6133","0.861","0.826","0.90",1,1,0,4,490948,54,"1"
"CH","2017-06-04","86.2","-2.8194","5.2111","Brad Peacock",608577,502748,"field_out","hit_into_play",,,,,"4","Nomar Mazara grounds out, shortstop Carlos Correa to first baseman Yuli Gurriel.   Elvis Andrus to 2nd.  ","R","L","R","TEX","HOU","X","6","ground_ball",0,0,2017,"1.4612","0.6007","-0.7684","2.1805","null","null","462101.00",0,6,"Bot","136.48","147.72",,,594828,,"170604_211341",,,,,,,"3.3710","1.5350","47","77.9","1.5910","86.6340","2004","6.2180",490948,502748,594828,493329,514888,608324,621043,503556,545350,543807,"54.2791","0.236","0.222","0.00",1,0,0,2,490948,52,"1"
"CH","2017-06-04","81.2","-2.0094","5.2611","Brad Peacock",462101,502748,"single","hit_into_play_no_out",,,,,"8","Elvis Andrus singles on a line drive to left fielder Marwin Gonzalez.  ","R","R","R","TEX","HOU","X","null","line_drive",0,0,2017,"1.8946","0.3618","0.0191","2.0939","null","null","null",0,6,"Bot","70.51","114.16",,,594828,,"170604_211242",,,,,,,"3.3710","1.5350","null","90.4","14.6000","80.7460","2144","5.9690",490948,502748,594828,493329,514888,608324,621043,503556,545350,543807,"54.5275","0.812","0.785","0.90",1,1,0,4,490948,51,"1"
"FF","2017-06-04","90.9","-1.9749","5.0014","Brad Peacock",518902,502748,"field_out","hit_into_play",,,,,"13","Pete Kozma grounds out, third baseman Alex Bregman to first baseman Yuli Gurriel.  ","R","R","R","TEX","HOU","X","5","ground_ball",1,2,2017,"1.4819","0.9875","-0.8896","2.2352","null","null","null",1,5,"Bot","95.89","165.52",,,594828,,"170604_205237",,,,,,,"3.3710","1.5350","null","82.9","-20.6990","90.8910","2245","6.2600",490948,502748,594828,493329,514888,608324,621043,503556,545350,543807,"54.2363","0.075","0.069","0.00",1,0,0,2,490948,44,"4"
"CH","2017-06-04","81.8","-3.1848","5.0803","Brad Peacock",596059,502748,"home_run","hit_into_play_score",,,,,"6","Rougned Odor homers (8) on a fly ball to right field.  ","R","L","R","TEX","HOU","X","null","fly_ball",3,2,2017,"1.7918","0.2372","0.3168","2.2094","null","null","null",0,5,"Bot","235.57","82.95",,,594828,,"170604_204848",,,,,,,"3.3190","1.5130","374","100.6","38.9870","81.4890","2175","6.1710",490948,502748,594828,493329,514888,608324,621043,503556,545350,543807,"54.3253","0.243","0.464","2.00",1,0,3,5,490948,42,"6"
"FF","2017-06-04","92.0","-1.8707","4.9552","Brad Peacock",455139,502748,"force_out","hit_into_play",,,,,"8","Robinson Chirinos grounds into a force out, shortstop Carlos Correa to second baseman Jose Altuve.   Joey Gallo out at 2nd.  ","R","R","R","TEX","HOU","X","6","ground_ball",2,0,2017,"1.5473","1.0322","-0.1853","1.7985","null","134181.00","608336.00",2,4,"Bot","112.63","152.30",,,594828,,"170604_203745",,,,,,,"3.5750","1.6810","null","82.9","-20.6990","92.1750","2372","6.4610",490948,502748,594828,493329,514888,608324,621043,503556,545350,543807,"54.0359","0.075","0.069","0.00",1,0,0,2,490948,37,"3"
"FT","2017-06-04","90.1","-1.7877","4.9414","Brad Peacock",134181,502748,"force_out","hit_into_play",,,,,"8","Adrian Beltre grounds into a force out, shortstop Carlos Correa to second baseman Jose Altuve.   Nomar Mazara out at 2nd.    Adrian Beltre to 1st.  ","R","R","R","TEX","HOU","X","6","ground_ball",0,0,2017,"1.7258","0.5339","0.1647","1.7698","null","null","608577.00",1,4,"Bot","116.19","153.31",,,594828,,"170604_203324",,,,,,,"3.5490","1.6270","null","82.9","-20.6990","90.2480","2301","6.2580",490948,502748,594828,493329,514888,608324,621043,503556,545350,543807,"54.2382","0.075","0.069","0.00",1,0,0,2,490948,35,"1"
"FF","2017-06-04","92.0","-2.9273","5.0892","Brad Peacock",608577,502748,"single","hit_into_play_no_out",,,,,"4","Nomar Mazara singles on a sharp line drive to center fielder Jake Marisnick.  ","R","L","R","TEX","HOU","X","null","line_drive",3,1,2017,"1.2664","0.9855","-0.4747","2.7817","null","null","null",1,4,"Bot","91.29","95.02",,,594828,,"170604_203240",,,,,,,"3.5490","1.6270","195","105.6","7.6060","92.2500","2206","6.3000",490948,502748,594828,493329,514888,608324,621043,503556,545350,543807,"54.1968","0.763","0.741","0.90",1,1,0,4,490948,34,"5"
"CH","2017-06-04","80.4","-2.0447","5.1194","Brad Peacock",462101,502748,"field_out","hit_into_play",,,,,"5","Elvis Andrus grounds out, pitcher Brad Peacock to first baseman Yuli Gurriel.  ","R","R","R","TEX","HOU","X","1","ground_ball",1,1,2017,"1.7201","0.3944","0.0704","2.5024","null","null","null",0,4,"Bot","126.80","184.44",,,594828,,"170604_203040",,,,,,,"3.3710","1.5350","6","84.8","-31.1940","80.5530","1968","6.2940",490948,502748,594828,493329,514888,608324,621043,503556,545350,543807,"54.2029","0.063","0.059","0.00",1,0,0,2,490948,33,"3"
"CH","2017-06-04","82.8","-3.0649","5.3109","Brad Peacock",425783,502748,"field_out","hit_into_play",,,,,"4","Shin-Soo Choo lines out sharply to first baseman Yuli Gurriel.  ","R","L","R","TEX","HOU","X","3","line_drive",0,1,2017,"1.7958","0.7587","-0.2909","2.7020","null","null","null",2,3,"Bot","156.59","163.77",,,594828,,"170604_200806",,,,,,,"3.3710","1.5350","135","101.0","7.6140","82.4340","2140","6.1590",490948,502748,594828,493329,514888,608324,621043,503556,545350,543807,"54.3378","0.730","0.695","0.00",1,0,0,4,490948,27,"2"
"FF","2017-06-04","90.6","-3.0874","5.1461","Brad Peacock",592419,502748,"field_out","hit_into_play",,,,,"1","Jared Hoying grounds out, shortstop Carlos Correa to first baseman Yuli Gurriel.  ","R","L","R","TEX","HOU","X","6","ground_ball",0,1,2017,"1.2246","1.1790","-0.6543","3.3837","null","null","null",0,3,"Bot","128.43","137.40",,,594828,,"170604_200534",,,,,,,"3.3710","1.5350","66","80.5","1.0740","90.4080","2283","6.2620",490948,502748,594828,493329,514888,608324,621043,503556,545350,543807,"54.2344","0.243","0.228","0.00",1,0,0,2,490948,25,"2"
"KC","2017-06-04","76.9","-2.7207","5.6860","Brad Peacock",596059,502748,"field_out","hit_into_play",,,,,"4","Rougned Odor grounds out to first baseman Yuli Gurriel.  ","R","L","R","TEX","HOU","X","3","ground_ball",0,1,2017,"-0.5870","-0.9978","-0.3157","2.6004","null","null","null",2,2,"Bot","154.31","167.58",,,594828,,"170604_195141",,,,,,,"3.4110","1.5650","7","81.2","-30.3470","76.1580","2472","6.0470",490948,502748,594828,493329,514888,608324,621043,503556,545350,543807,"54.4496","0.055","0.051","0.00",1,0,0,2,490948,18,"2"
"KC","2017-06-04","75.3","-2.7701","5.6912","Brad Peacock",608577,502748,"field_out","hit_into_play",,,,,"14","Nomar Mazara flies out to center fielder Jake Marisnick.  ","R","L","R","TEX","HOU","X","8","fly_ball",0,2,2017,"-0.7284","-1.2322","0.1336","1.2561","null","null","462101.00",1,1,"Bot","136.44","44.10",,,594828,,"170604_192707",,,,,,,"3.3190","1.5130","372","95.1","33.1130","73.6690","2685","5.6220",490948,502748,594828,493329,514888,608324,621043,503556,545350,543807,"54.8748","0.200","0.351","0.00",1,0,0,3,490948,9,"3"
"SL","2017-05-29","83.5","-1.9792","5.1314","Brad Peacock",572821,502748,"single","hit_into_play_score",,,,,"12","Brian Dozier singles on a line drive to center fielder George Springer.   Chris Gimenez scores.  ","R","R","R","MIN","HOU","X","null","line_drive",3,1,2017,"-0.8071","1.2489","0.9108","2.6333","null","460269.00","null",2,5,"Bot","117.69","105.65",,,435263,,"170529_193912",,,,,,,"2.9405","1.2606","181","69.9","22.1900","82.6670","null","5.7250",490865,502748,435263,503556,514888,608324,621043,493114,543807,502210,"54.7718","0.960","0.878","0.90",1,1,0,4,490865,38,"5"
"FF","2017-05-29","94.1","-2.9192","5.2110","Brad Peacock",592696,502748,"field_out","hit_into_play",,,,,"4","Eddie Rosario grounds out to first baseman Marwin Gonzalez.  ","R","L","R","MIN","HOU","X","3","ground_ball",1,1,2017,"0.8198","1.7852","-0.3566","2.5823","593871.00","null","null",0,5,"Bot","139.71","175.68",,,435263,,"170529_193141",,,,,,,"3.6945","1.5135","4","62.8","-45.5920","94.2870","2287","6.3520",490865,502748,435263,503556,514888,608324,621043,493114,543807,502210,"54.1448","0.116","0.105","0.00",1,0,0,2,490865,35,"3"
"SL","2017-05-29","80.9","-2.8405","5.5562","Brad Peacock",593871,502748,"triple","hit_into_play_score",,,,,"14","Jorge Polanco triples (1) on a fly ball to center fielder George Springer.   Max Kepler scores.  ","R","L","R","MIN","HOU","X","null","fly_ball",1,2,2017,"-1.3461","-0.0828","0.1450","1.3662","null","596146.00","null",0,5,"Bot","172.90","41.78",,,435263,,"170529_192948",,,,,,,"3.4505","1.6305","387","96.1","28.2570","79.3890","2711","5.3530",490865,502748,435263,503556,514888,608324,621043,493114,543807,502210,"55.1444","0.343","0.559","1.60",1,1,2,5,490865,34,"7"
"SL","2017-05-29","81.8","-3.1989","5.1416","Brad Peacock",596146,502748,"double","hit_into_play_no_out",,,,,"13","Max Kepler doubles (13) on a line drive to right fielder Josh Reddick.  ","R","L","R","MIN","HOU","X","null","line_drive",1,2,2017,"-0.9284","0.4872","-0.3370","1.4161","null","null","null",0,5,"Bot","197.93","83.41",,,435263,,"170529_192514",,,,,,,"3.4705","1.5905","287","102.8","13.0650","81.2190","2663","5.6280",490865,502748,435263,503556,514888,608324,621043,493114,543807,502210,"54.8695","0.763","0.798","1.25",1,1,1,4,490865,33,"5"
"SL","2017-05-29","82.9","-2.1646","5.1849","Brad Peacock",593934,502748,"field_out","hit_into_play",,,,,"8","Miguel Sano pops out to shortstop Carlos Correa.  ","R","R","R","MIN","HOU","X","6","popup",1,1,2017,"-0.9806","0.9297","-0.1466","2.3429","null","null","408045.00",2,4,"Bot","88.96","133.34",,,435263,,"170529_190908",,,,,,,"3.9504","1.6815","183","96.8","66.1890","82.1770","null","5.6160",490865,502748,435263,503556,514888,608324,621043,493114,543807,502210,"54.8813","0.004","0.005","0.00",1,0,0,3,490865,28,"3"
"FF","2017-05-29","94.4","-3.0272","5.0909","Brad Peacock",408045,502748,"single","hit_into_play_no_out",,,,,"11","Joe Mauer singles on a line drive to center fielder George Springer.  ","R","L","R","MIN","HOU","X","null","line_drive",0,2,2017,"0.8769","1.3101","-1.0827","2.9909","null","null","null",2,4,"Bot","95.29","123.88",,,435263,,"170529_190744",,,,,,,"3.5305","1.6805","156","94.7","7.5330","95.0400","2445","6.6100",490865,502748,435263,503556,514888,608324,621043,493114,543807,502210,"53.8869","0.673","0.638","0.90",1,1,0,4,490865,27,"3"
"SL","2017-05-29","82.7","-2.0171","5.2464","Brad Peacock",572821,502748,"field_out","hit_into_play",,,,,"2","Brian Dozier flies out to left fielder Norichika Aoki.  ","R","R","R","MIN","HOU","X","7","fly_ball",1,1,2017,"-0.9675","1.0278","-0.2698","3.0158","null","null","null",0,4,"Bot","68.44","93.74",,,435263,,"170529_190410",,,,,,,"3.3190","1.5130","298","92.7","48.3060","81.7320","2634","5.4520",490865,502748,435263,503556,514888,608324,621043,493114,543807,502210,"55.0453","0.009","0.011","0.00",1,0,0,3,490865,25,"3"
"SL","2017-05-29","81.3","-3.1427","5.2211","Brad Peacock",592696,502748,"field_out","hit_into_play",,,,,"5","Eddie Rosario flies out to center fielder George Springer.  ","R","L","R","MIN","HOU","X","8","fly_ball",0,0,2017,"-1.0087","0.7775","-0.0234","2.3926","null","null","null",0,3,"Bot","105.96","75.40",,,435263,,"170529_184705",,,,,,,"3.4110","1.5650","305","80.9","35.1170","80.4150","2351","5.5030",490865,502748,435263,503556,514888,608324,621043,493114,543807,502210,"54.9940","0.022","0.027","0.00",1,0,0,3,490865,17,"1"
"SL","2017-05-29","81.7","-2.9984","5.2641","Brad Peacock",408045,502748,"field_out","hit_into_play",,,,,"8","Joe Mauer lines out to center fielder George Springer.  ","R","L","R","MIN","HOU","X","8","line_drive",1,1,2017,"-1.3127","0.3239","0.2676","1.9652","null","null","null",2,1,"Bot","0.00","0.00",,,435263,,"170529_182157",,,,,,,"3.7464","1.5355","0","90.5","22.7650","80.3630","2644","5.5070",490865,502748,435263,503556,514888,608324,621043,493114,543807,502210,"54.9904","0.179","0.219","0.00",1,0,0,3,490865,7,"3"
"FF","2017-05-29","91.9","-1.5851","5.2708","Brad Peacock",572821,502748,"field_out","hit_into_play",,,,,"8","Brian Dozier flies out sharply to left fielder Norichika Aoki.  ","R","R","R","MIN","HOU","X","7","fly_ball",0,0,2017,"0.8701","1.8524","-0.2575","2.0735","null","null","null",0,1,"Bot","81.49","82.26",,,435263,,"170529_181829",,,,,,,"3.6945","1.5135","297","101.4","50.1350","92.1750","2334","6.4380",490865,502748,435263,503556,514888,608324,621043,493114,543807,502210,"54.0594","0.015","0.025","0.00",1,0,0,3,490865,5,"1"
"FT","2017-05-22","92.3","-2.8201","5.0726","Brad Peacock",400121,502748,"field_out","hit_into_play",,,,,"7","Victor Martinez lines out to center fielder George Springer.  ","R","L","R","HOU","DET","X","8","line_drive",2,2,2017,"1.5743","0.6788","-0.3108","1.6480","null","408234.00","null",1,4,"Top","136.48","66.87",,,"null",,"170523_011448",,,,,,,"3.8416","1.5894","357","99.8","18.3025","null","2423","6.1271",490766,"null","null","null","null","null","null","null","null","null","54.3715","0.482","0.596","0.00",1,0,0,4,490766,26,"5"
"SL","2017-05-22","83.1","-1.7661","5.1570","Brad Peacock",435079,502748,"field_out","hit_into_play",,,,,"14","Ian Kinsler grounds out, third baseman Alex Bregman to first baseman Yuli Gurriel.  ","R","R","R","HOU","DET","X","5","ground_ball",0,2,2017,"-0.7396","1.1824","1.8659","2.6432","null","null","543484.00",2,3,"Top","108.07","170.60",,,594828,,"170523_005458",,,,,,,"3.7858","1.5652","null","82.9","-20.6990","81.7850","null","5.7220",490766,502748,594828,493329,514888,608324,621043,503556,543807,502210,"54.7760","0.075","0.069","0.00",1,0,0,2,490766,18,"4"
"SL","2017-05-22","82.5","-1.9355","4.9184","Brad Peacock",543484,502748,"single","hit_into_play_no_out",,,,,"7","Mikie Mahtook singles on a ground ball to left fielder Marwin Gonzalez.  ","R","R","R","HOU","DET","X","null","ground_ball",0,1,2017,"0.0056","0.2136","-0.6999","1.8728","null","null","null",1,3,"Top","60.13","142.41",,,594828,,"170523_005113",,,,,,,"3.4699","1.5702","73","99.2","3.1120","81.6260","2548","5.6250",490766,502748,594828,493329,514888,608324,621043,503556,543807,502210,"54.8730","0.528","0.494","0.90",1,1,0,4,490766,16,"2"
"FT","2017-05-22","90.9","-1.9030","5.0111","Brad Peacock",592206,502748,"field_out","hit_into_play",,,,,"11","Nicholas Castellanos grounds out, third baseman Alex Bregman to first baseman Yuli Gurriel.  ","R","R","R","HOU","DET","X","5","ground_ball",1,2,2017,"1.4646","0.7982","-1.2581","2.9882","null","null","null",2,2,"Top","100.20","170.77",,,594828,,"170523_003855",,,,,,,"3.8648","1.6012","13","60.8","-13.3820","90.6110","2292","6.2270",490766,502748,594828,493329,514888,608324,621043,503556,543807,502210,"54.2707","0.051","0.050","0.00",1,0,0,2,490766,11,"4"
"SL","2017-05-22","82.4","-1.7978","5.2110","Brad Peacock",502110,502748,"field_out","hit_into_play",,,,,"5","J.  D.   Martinez grounds out, third baseman Alex Bregman to first baseman Yuli Gurriel.  ","R","R","R","HOU","DET","X","5","ground_ball",0,2,2017,"-0.5463","0.5006","0.0769","2.9303","null","null","null",1,2,"Top","97.98","162.17",,,594828,,"170523_003714",,,,,,,"3.8648","1.6012","72","99.6","2.7920","81.3100","null","5.6690",490766,502748,594828,493329,514888,608324,621043,503556,543807,502210,"54.8288","0.538","0.502","0.00",1,0,0,4,490766,10,"3"
"SL","2017-05-22","79.8","-2.8177","5.2114","Brad Peacock",400121,502748,"field_out","hit_into_play",,,,,"4","Victor Martinez grounds out, shortstop Carlos Correa to first baseman Yuli Gurriel.  ","R","L","R","HOU","DET","X","6","ground_ball",2,2,2017,"-0.8813","0.2088","-0.7039","2.6454","null","null","null",0,2,"Top","147.59","141.73",,,594828,,"170523_003559",,,,,,,"3.8418","1.5892","21","87.3","-6.0270","78.3870","2602","5.5020",490766,502748,594828,493329,514888,608324,621043,503556,543807,502210,"54.9961","0.196","0.185","0.00",1,0,0,2,490766,9,"5"
"KC","2017-05-19","77.1","-2.2530","5.6073","Brad Peacock",596019,502748,"field_out","hit_into_play",,,,,"13","Francisco Lindor grounds out, first baseman Yuli Gurriel to pitcher Brad Peacock.  ","R","L","R","HOU","CLE","X","3","ground_ball",0,2,2017,"-0.9184","-1.3177","-0.9000","1.9401","null","null","null",1,9,"Top","150.20","161.05",,,435263,,"170520_030201",,,,,,,"3.5842","1.4038","19","74.7","-4.7020","75.3590","2618","5.4380",490721,502748,435263,493329,514888,608324,621043,503556,543807,493114,"55.0598","0.098","0.093","0.00",1,0,0,2,490721,69,"3"
"SL","2017-05-19","80.4","-2.8124","4.8446","Brad Peacock",543401,502748,"field_out","hit_into_play",,,,,"7","Jason Kipnis grounds out to first baseman Yuli Gurriel.  ","R","L","R","HOU","CLE","X","3","ground_ball",2,1,2017,"-0.4464","-0.4644","-0.5560","1.9953","null","null","null",0,9,"Top","154.24","167.55",,,435263,,"170520_030039",,,,,,,"3.5842","1.4038","47","81.3","1.8870","80.3540","2496","5.9420",490721,502748,435263,493329,514888,608324,621043,503556,543807,493114,"54.5565","0.275","0.259","0.00",1,0,0,2,490721,68,"4"
