"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","game_pk","at_bat_number","pitch_number"
"CH","2017-05-03","76.3","-3.4790","5.8615","Jered Weaver",518934,450308,"field_out","hit_into_play",,,,,"2","DJ LeMahieu grounds out sharply, shortstop Erick Aybar to first baseman Wil Myers.  ","R","R","R","SD","COL","X","6","ground_ball",2,0,2017,"1.4562","1.1228","0.2645","3.2512","453568.00","null","null",0,4,"Top","123.26","248.00",,,595978,,"170504_031803",,,,,,,"3.4900","1.6010","24","101.6","-7.0730","76.0510","1744","6.0700",490505,450308,595978,571976,500208,572114,430947,605486,622534,592669,"54.4285","0.322","0.300","0.00",1,0,0,2,490505,31,"3"
"CH","2017-05-03","76.1","-3.5283","5.8206","Jered Weaver",453568,450308,"field_error","hit_into_play_score",,,,,"8","Charlie Blackmon reaches on a fielding error by first baseman Wil Myers.   Dustin Garneau scores.    Antonio Senzatela scores.    Charlie Blackmon to 3rd.  Throwing error by right fielder Hunter Renfroe.  ","R","L","R","SD","COL","X","3","ground_ball",0,1,2017,"1.3808","1.3157","0.0915","2.1211","572863.00","null","622608.00",0,4,"Top","150.57","170.79",,,595978,,"170504_031624",,,,,,,"3.4110","1.5650","null","82.9","-20.6990","75.3760","1711","5.8700",490505,450308,595978,571976,500208,572114,430947,605486,622534,592669,"54.6284","0.075","0.069","0.00",1,0,0,2,490505,30,"2"
"FF","2017-05-03","81.1","-3.2411","6.2661","Jered Weaver",622608,450308,"sac_bunt","hit_into_play_no_out",,,,,"11","Antonio Senzatela hits a sacrifice bunt.   Dustin Garneau to 3rd.    Antonio Senzatela to 1st.  ","R","R","R","SD","COL","X","null","ground_ball",0,0,2017,"0.6980","1.9363","-0.9500","3.4280","null","572863.00","null",0,4,"Top","130.71","192.24",,,595978,,"170504_031459",,,,,,,"3.3710","1.5350","null","41.0","-39.0000","79.9000","1991","5.5640",490505,450308,595978,571976,500208,572114,430947,605486,622534,592669,"54.9346","0.139","0.128","0.00",1,0,0,1,490505,29,"1"
"SL","2017-05-03","78.7","-3.5495","6.2220","Jered Weaver",572863,450308,"double","hit_into_play_no_out",,,,,"8","Dustin Garneau doubles (6) on a sharp line drive to left fielder Cory Spangenberg.  ","R","R","R","SD","COL","X","null","line_drive",3,2,2017,"-0.3767","1.2264","0.1297","2.0710","null","null","null",0,4,"Top","40.72","115.85",,,595978,,"170504_031400",,,,,,,"3.3710","1.5350","281","101.9","18.2190","77.7360","2455","5.7060",490505,450308,595978,571976,500208,572114,430947,605486,622534,592669,"54.7990","0.555","0.704","1.25",1,1,1,5,490505,28,"9"
"CH","2017-05-03","75.2","-3.4696","5.9375","Jered Weaver",506560,450308,"field_out","hit_into_play",,,,,"11","Alexi Amarista grounds out, second baseman Yangervis Solarte to first baseman Wil Myers.  ","R","L","R","SD","COL","X","4","ground_ball",1,1,2017,"1.4489","1.3853","-0.9823","2.3410","435622.00","null","467827.00",2,3,"Top","145.81","158.08",,,595978,,"170504_030303",,,,,,,"3.1040","1.4480","7","64.7","-32.3090","74.4360","1716","5.8930",490505,450308,595978,571976,500208,572114,430947,605486,622534,592669,"54.6058","0.049","0.046","0.00",1,0,0,2,490505,24,"3"
"CU","2017-05-03","70.8","-3.4012","6.0011","Jered Weaver",467827,450308,"single","hit_into_play_no_out",,,,,"5","Gerardo Parra singles on a line drive to right fielder Hunter Renfroe.   Ian Desmond to 3rd.  ","R","L","R","SD","COL","X","null","line_drive",3,1,2017,"-0.4873","0.2716","-0.0819","2.3487","null","null","435622.00",2,3,"Top","160.90","113.60",,,595978,,"170504_030100",,,,,,,"3.4900","1.6010","165","99.5","11.2790","69.5920","2589","5.4830",490505,450308,595978,571976,500208,572114,430947,605486,622534,592669,"55.0152","0.842","0.822","0.90",1,1,0,4,490505,23,"5"
"FF","2017-05-03","84.0","-3.4335","6.0219","Jered Weaver",435622,450308,"single","hit_into_play_no_out",,,,,"5","Ian Desmond singles on a sharp line drive to left fielder Cory Spangenberg.  ","R","R","R","SD","COL","X","null","line_drive",0,0,2017,"0.5320","1.6319","-0.2556","2.2868","null","null","null",2,3,"Top","76.47","90.30",,,595978,,"170504_025653",,,,,,,"3.4110","1.5650","285","108.3","10.4240","83.5960","2048","5.9940",490505,450308,595978,571976,500208,572114,430947,605486,622534,592669,"54.5105","0.847","0.860","0.90",1,1,0,4,490505,22,"1"
"CU","2017-05-03","71.0","-3.5418","6.0240","Jered Weaver",471865,450308,"field_out","hit_into_play",,,,,"7","Carlos Gonzalez grounds out to first baseman Wil Myers.  ","R","L","R","SD","COL","X","3","ground_ball",0,0,2017,"-0.4779","0.2300","-0.5193","1.9183","null","null","null",1,3,"Top","145.20","248.00",,,595978,,"170504_025618",,,,,,,"3.4110","1.5650","71","80.5","3.5670","69.8940","2476","5.5020",490505,450308,595978,571976,500208,572114,430947,605486,622534,592669,"54.9997","0.307","0.288","0.00",1,0,0,2,490505,21,"1"
"SL","2017-05-03","79.1","-3.6649","5.9279","Jered Weaver",571448,450308,"field_out","hit_into_play",,,,,"8","Nolan Arenado flies out to right fielder Hunter Renfroe.  ","R","R","R","SD","COL","X","9","fly_ball",2,2,2017,"-0.3823","1.0181","0.2269","1.5164","null","null","null",0,3,"Top","248.00","90.78",,,595978,,"170504_025538",,,,,,,"3.4670","1.5890","281","85.4","43.2970","77.9640","2472","5.4900",490505,450308,595978,571976,500208,572114,430947,605486,622534,592669,"55.0191","0.005","0.006","0.00",1,0,0,3,490505,20,"5"
"CH","2017-05-03","76.9","-3.4375","5.8051","Jered Weaver",518934,450308,"force_out","hit_into_play",,,,,"1","DJ LeMahieu grounds into a force out, shortstop Erick Aybar to second baseman Yangervis Solarte.   Antonio Senzatela out at 2nd.  ","R","R","R","SD","COL","X","6","ground_ball",2,1,2017,"1.5557","1.1914","-0.3893","2.9010","null","null","622608.00",2,2,"Top","110.06","150.93",,,595978,,"170504_024259",,,,,,,"3.4900","1.6010","28","99.9","-4.0000","76.3560","1872","5.9420",490505,450308,595978,571976,500208,572114,430947,605486,622534,592669,"54.5642","0.373","0.348","0.00",1,0,0,2,490505,15,"4"
"FF","2017-05-03","82.1","-3.2937","6.1476","Jered Weaver",622608,450308,"single","hit_into_play_no_out",,,,,"1","Antonio Senzatela singles on a ground ball to shortstop Erick Aybar.  ","R","R","R","SD","COL","X","null","ground_ball",3,2,2017,"0.6593","1.3400","-0.3849","3.3649","null","null","null",1,2,"Top","104.48","147.76",,,595978,,"170504_023920",,,,,,,"3.4110","1.5650","45","97.5","-1.2680","81.8650","2010","6.2140",490505,450308,595978,571976,500208,572114,430947,605486,622534,592669,"54.2851","0.425","0.396","0.90",1,1,0,2,490505,13,"7"
"SL","2017-05-03","80.3","-3.5827","5.8814","Jered Weaver",572863,450308,"field_out","hit_into_play",,,,,"5","Dustin Garneau flies out to left fielder Cory Spangenberg.  ","R","R","R","SD","COL","X","7","fly_ball",0,1,2017,"-0.1164","0.8391","0.2604","2.6286","null","null","null",0,2,"Top","71.11","86.59",,,595978,,"170504_023704",,,,,,,"3.3710","1.5350","null","89.2","39.2990","79.5490","2530","5.8320",490505,450308,595978,571976,500208,572114,430947,605486,622534,592669,"54.6671","0.016","0.022","0.00",1,0,0,3,490505,12,"2"
"CH","2017-05-03","78.0","-3.6730","6.1284","Jered Weaver",506560,450308,"field_out","hit_into_play",,,,,"11","Alexi Amarista flies out to left fielder Cory Spangenberg.  ","R","L","R","SD","COL","X","7","fly_ball",1,2,2017,"1.4440","1.3228","-1.6107","2.7584","null","null","null",2,1,"Top","59.19","117.57",,,595978,,"170504_022628",,,,,,,"3.1040","1.4480","260","78.4","44.4700","77.7010","1739","6.1030",490505,450308,595978,571976,500208,572114,430947,605486,622534,592669,"54.3982","0.036","0.038","0.00",1,0,0,3,490505,7,"4"
"FT","2017-05-03","83.5","-3.2683","6.2797","Jered Weaver",467827,450308,"field_out","hit_into_play",,,,,"1","Gerardo Parra lines out to left fielder Cory Spangenberg.  ","R","L","R","SD","COL","X","7","line_drive",0,1,2017,"1.4679","1.8111","-0.3713","3.2063","null","null","null",1,1,"Top","61.36","97.53",,,595978,,"170504_022500",,,,,,,"3.4900","1.6010","294","98.2","15.7580","83.1020","1984","6.2720",490505,450308,595978,571976,500208,572114,430947,605486,622534,592669,"54.2339","0.528","0.580","0.00",1,0,0,4,490505,6,"2"
"CH","2017-05-03","78.0","-3.3532","5.9582","Jered Weaver",435622,450308,"home_run","hit_into_play_score",,,,,"5","Ian Desmond homers (1) on a line drive to left field.   Nolan Arenado scores.  ","R","R","R","SD","COL","X","null","line_drive",0,1,2017,"1.4942","1.5895","0.2055","2.6022","null","571448.00","null",1,1,"Top","36.95","74.67",,,"null",,"170504_022345",,,,,,,"3.4110","1.5650","null","104.0","24.0000","null","1862","5.8151",490505,"null","null","null","null","null","null","null","null","null","54.6840","0.874","1.560","2.00",1,0,3,6,490505,5,"2"
"CU","2017-05-03","73.0","-3.3130","5.9534","Jered Weaver",571448,450308,"double","hit_into_play_score",,,,,"5","Nolan Arenado doubles (10) on a line drive to left fielder Cory Spangenberg.   DJ LeMahieu scores.  ","R","R","R","SD","COL","X","null","line_drive",1,1,2017,"-0.2373","0.1588","0.0415","2.4895","null","518934.00","null",0,1,"Top","57.07","116.48",,,595978,,"170504_022029",,,,,,,"3.5490","1.6270","256","99.8","15.0580","72.1200","2506","5.8600",490505,450308,595978,571976,500208,572114,430947,605486,622534,592669,"54.6383","0.604","0.655","1.25",1,1,1,4,490505,3,"3"
"CU","2017-05-03","72.6","-3.3284","5.9430","Jered Weaver",518934,450308,"single","hit_into_play_score",,,,,"14","DJ LeMahieu singles on a line drive to right fielder Hunter Renfroe.   Charlie Blackmon scores.    DJ LeMahieu to 2nd on the throw.  ","R","R","R","SD","COL","X","null","line_drive",2,1,2017,"0.0112","-0.1860","1.0870","2.3118","null","453568.00","null",0,1,"Top","164.85","115.98",,,595978,,"170504_021843",,,,,,,"3.4900","1.6010","172","94.6","9.3050","71.2160","2502","5.4710",490505,450308,595978,571976,500208,572114,430947,605486,622534,592669,"55.0277","0.737","0.700","0.90",1,1,0,4,490505,2,"4"
"FT","2017-05-03","84.9","-3.5584","6.1539","Jered Weaver",453568,450308,"double","hit_into_play_no_out",,,,,"8","Charlie Blackmon doubles (7) on a ground ball to left fielder Cory Spangenberg.  ","R","L","R","SD","COL","X","null","ground_ball",3,2,2017,"1.7009","1.3898","-0.1369","1.8479","null","null","null",0,1,"Top","56.02","131.07",,,595978,,"170504_021644",,,,,,,"3.4900","1.6010","79","65.4","8.7030","83.9380","1999","5.9150",490505,450308,595978,571976,500208,572114,430947,605486,622534,592669,"54.5833","0.216","0.207","1.25",1,1,1,2,490505,1,"8"
"CH","2017-04-27","80.1","-3.4667","6.2895","Jered Weaver",543302,450308,"field_out","hit_into_play",,,,,"5","Chris Herrmann flies out to right fielder Hunter Renfroe.   Yasmany Tomas to 3rd.  ","R","L","R","ARI","SD","X","9","fly_ball",3,1,2017,"0.8291","1.6480","-0.2146","2.4531","null","630111.00","null",1,6,"Bot","202.35","77.80",,,620443,,"170428_031212",,,,,,,"3.7476","1.5368","338","86.3","35.6710","78.8350","1988","5.7290",490426,450308,620443,571976,500208,572114,430947,642707,622534,592669,"54.7710","0.014","0.019","0.00",1,0,0,3,490426,45,"5"
"FF","2017-04-27","82.6","-3.3574","6.4206","Jered Weaver",630111,450308,"double","hit_into_play_score",,,,,"5","Yasmany Tomas doubles (7) on a sharp line drive to center fielder Manuel Margot.   Paul Goldschmidt scores.  ","R","R","R","ARI","SD","X","null","line_drive",0,2,2017,"0.4486","1.7339","-0.0688","2.9622","null","502671.00","null",1,6,"Bot","88.09","51.34",,,620443,,"170428_030950",,,,,,,"3.8436","1.5907","361","108.7","14.9310","81.0270","2202","5.5040",490426,450308,620443,571976,500208,572114,430947,642707,622534,592669,"54.9956","0.713","0.862","1.25",1,1,1,6,490426,44,"3"
"CH","2017-04-27","77.9","-3.4352","6.1316","Jered Weaver",571875,450308,"field_out","hit_into_play",,,,,"7","Jake Lamb grounds out, second baseman Yangervis Solarte to first baseman Wil Myers.   Paul Goldschmidt to 2nd.  ","R","L","R","ARI","SD","X","4","ground_ball",0,0,2017,"0.9327","1.0644","-0.4476","2.1361","null","null","502671.00",0,6,"Bot","148.97","165.78",,,620443,,"170428_030754",,,,,,,"3.8666","1.6027","null","82.9","-20.6990","77.7840","2021","6.2650",490426,450308,620443,571976,500208,572114,430947,642707,622534,592669,"54.2346","0.075","0.069","0.00",1,0,0,2,490426,43,"1"
"FF","2017-04-27","85.4","-3.2740","6.3197","Jered Weaver",502671,450308,"single","hit_into_play_no_out",,,,,"14","Paul Goldschmidt singles on a sharp line drive to right fielder Hunter Renfroe.  ","R","R","R","ARI","SD","X","null","line_drive",3,2,2017,"0.3973","1.5683","1.1750","2.3934","null","null","null",0,6,"Bot","168.81","102.93",,,620443,,"170428_030643",,,,,,,"3.8666","1.6027","252","102.7","13.2710","84.4570","2327","6.0350",490426,450308,620443,571976,500208,572114,430947,642707,622534,592669,"54.4644","0.763","0.798","0.90",1,1,0,4,490426,42,"6"
"CU","2017-04-27","71.5","-3.5283","6.2310","Jered Weaver",444482,450308,"field_out","hit_into_play",,,,,"4","David Peralta flies out to left fielder Allen Cordoba.  ","R","L","R","ARI","SD","X","7","fly_ball",1,1,2017,"-0.7973","-0.0045","-0.2768","2.6859","null","null","null",2,5,"Bot","94.73","40.56",,,620443,,"170428_025434",,,,,,,"3.7876","1.5667","387","98.0","30.0210","70.6800","2458","5.8000",490426,450308,620443,571976,500208,572114,430947,642707,622534,592669,"54.6998","0.450","0.806","0.00",1,0,0,6,490426,38,"3"
"FF","2017-04-27","84.3","-3.2640","6.3513","Jered Weaver",572041,450308,"single","hit_into_play_no_out",,,,,"8","A.  J.   Pollock singles on a ground ball to right fielder Hunter Renfroe, deflected by second baseman Yangervis Solarte.  ","R","R","R","ARI","SD","X","4","ground_ball",1,0,2017,"0.3352","1.4144","-0.2633","2.0948","null","null","null",1,5,"Bot","151.00","99.87",,,620443,,"170428_025224",,,,,,,"3.6212","1.6287","150","95.0","6.7320","83.5950","2205","5.9320",490426,450308,620443,571976,500208,572114,430947,642707,622534,592669,"54.5678","0.625","0.590","0.90",1,1,0,4,490426,37,"2"
"SL","2017-04-27","81.7","-3.3609","6.4538","Jered Weaver",592836,450308,"field_out","hit_into_play",,,,,"3","Taijuan Walker grounds out softly, third baseman Ryan Schimpf to first baseman Wil Myers.  ","R","R","R","ARI","SD","X","5","ground_ball",2,1,2017,"0.0637","1.4951","0.6646","3.2814","null","null","null",0,5,"Bot","115.52","175.91",,,620443,,"170428_025126",,,,,,,"3.9255","1.6287","4","59.0","-63.1770","80.7210","2142","5.7350",490426,450308,620443,571976,500208,572114,430947,642707,622534,592669,"54.7643","0.230","0.208","0.00",1,0,0,1,490426,36,"4"
"FF","2017-04-27","83.9","-3.2708","6.3255","Jered Weaver",605113,450308,"field_out","hit_into_play",,,,,"8","Nick Ahmed flies out to right fielder Hunter Renfroe.  ","R","R","R","ARI","SD","X","9","fly_ball",1,0,2017,"0.2514","1.4712","-0.0081","2.2242","null","null","null",2,4,"Bot","180.41","113.56",,,620443,,"170428_024209",,,,,,,"3.8436","1.5907","278","87.2","46.8630","83.0610","2226","5.8790",490426,450308,620443,571976,500208,572114,430947,642707,622534,592669,"54.6202","0.006","0.007","0.00",1,0,0,3,490426,32,"2"
"CH","2017-04-27","75.6","-3.5337","6.2509","Jered Weaver",572008,450308,"home_run","hit_into_play_score",,,,,"5","Chris Owings homers (4) on a fly ball to left field.  ","R","R","R","ARI","SD","X","null","fly_ball",2,1,2017,"0.6886","1.2887","-0.0338","2.6060","null","null","null",2,4,"Bot","14.12","70.47",,,"null",,"170428_024111",,,,,,,"3.7491","1.5385","null","103.0","30.0000","null","1749","6.1410",490426,"null","null","null","null","null","null","null","null","null","54.3590","0.783","1.508","2.00",1,0,3,6,490426,31,"4"
"FT","2017-04-27","83.6","-3.3296","6.3168","Jered Weaver",543302,450308,"field_out","hit_into_play",,,,,"8","Chris Herrmann grounds out, third baseman Ryan Schimpf to first baseman Wil Myers.  ","R","L","R","ARI","SD","X","5","ground_ball",1,1,2017,"1.0452","1.0525","-0.0749","1.8090","null","null","null",1,4,"Bot","140.86","158.17",,,620443,,"170428_023948",,,,,,,"3.7476","1.5368","58","80.2","3.2820","83.4760","2059","6.1470",490426,450308,620443,571976,500208,572114,430947,642707,622534,592669,"54.3524","0.288","0.271","0.00",1,0,0,2,490426,30,"3"
"FF","2017-04-27","84.5","-3.3865","6.2879","Jered Weaver",630111,450308,"home_run","hit_into_play_score",,,,,"5","Yasmany Tomas homers (5) on a fly ball to center field.   Paul Goldschmidt scores.  ","R","R","R","ARI","SD","X","null","fly_ball",2,0,2017,"0.1365","1.2200","0.1300","2.8605","502671.00","null","null",1,4,"Bot","191.76","48.52",,,620443,,"170428_023828",,,,,,,"3.8666","1.6027","387","101.8","36.5840","83.4700","2233","5.8150",490426,450308,620443,571976,500208,572114,430947,642707,622534,592669,"54.6847","0.400","0.771","2.00",1,0,3,5,490426,29,"3"
"FF","2017-04-27","83.3","-3.4340","6.2125","Jered Weaver",571875,450308,"field_out","hit_into_play",,,,,"4","Jake Lamb grounds out, second baseman Yangervis Solarte to first baseman Wil Myers.   Paul Goldschmidt to 3rd.  ","R","L","R","ARI","SD","X","4","ground_ball",1,1,2017,"0.8938","1.4422","-0.5435","2.8324","null","502671.00","null",0,4,"Bot","158.10","147.02",,,620443,,"170428_023708",,,,,,,"3.8666","1.6027","62","102.9","0.9880","82.9200","2060","6.3170",490426,450308,620443,571976,500208,572114,430947,642707,622534,592669,"54.1827","0.515","0.481","0.00",1,0,0,4,490426,28,"3"
"CH","2017-04-27","77.1","-3.3253","6.0999","Jered Weaver",572041,450308,"force_out","hit_into_play",,,,,"14","A.  J.   Pollock grounds into a force out, second baseman Yangervis Solarte to shortstop Erick Aybar.   Taijuan Walker out at 2nd.    A.   Pollock to 1st.  ","R","R","R","ARI","SD","X","4","ground_ball",2,2,2017,"1.0322","1.1197","0.8918","1.4812","null","null","592836.00",1,3,"Bot","135.29","150.06",,,620443,,"170428_022349",,,,,,,"3.9255","1.6287","80","69.2","5.1800","76.4880","1976","6.1320",490426,450308,620443,571976,500208,572114,430947,642707,622534,592669,"54.3673","0.180","0.169","0.00",1,0,0,2,490426,22,"5"
"FF","2017-04-27","83.7","-3.3317","6.4451","Jered Weaver",605113,450308,"field_out","hit_into_play",,,,,"1","Nick Ahmed grounds out, third baseman Ryan Schimpf to first baseman Wil Myers.  ","R","R","R","ARI","SD","X","5","ground_ball",0,0,2017,"0.3650","1.5173","-0.5549","3.1729","null","null","null",0,3,"Bot","105.88","175.41",,,620443,,"170428_021858",,,,,,,"3.8436","1.5907","23","94.8","-7.7330","82.7040","2185","5.6590",490426,450308,620443,571976,500208,572114,430947,642707,622534,592669,"54.8402","0.259","0.242","0.00",1,0,0,2,490426,20,"1"
"SL","2017-04-27","78.2","-3.4469","6.3675","Jered Weaver",572008,450308,"home_run","hit_into_play_score",,,,,"9","Chris Owings homers (3) on a line drive to left field.  ","R","R","R","ARI","SD","X","null","line_drive",0,0,2017,"-0.4524","0.3097","0.4239","2.1169","null","null","null",0,3,"Bot","43.53","57.79",,,"null",,"170428_021813",,,,,,,"3.6776","1.5058","null","104.0","24.0000","null","2417","5.6563",490426,"null","null","null","null","null","null","null","null","null","54.8437","0.874","1.560","2.00",1,0,3,6,490426,19,"1"
"CU","2017-04-27","70.8","-3.5468","6.2943","Jered Weaver",543302,450308,"field_out","hit_into_play",,,,,"13","Chris Herrmann flies out to center fielder Manuel Margot.  ","R","L","R","ARI","SD","X","8","fly_ball",2,2,2017,"-0.9170","0.0186","-1.0602","2.3701","null","null","null",2,2,"Bot","126.80","82.64",,,620443,,"170428_020750",,,,,,,"3.7476","1.5368","279","79.0","42.2600","69.3080","2480","5.3290",490426,450308,620443,571976,500208,572114,430947,642707,622534,592669,"55.1707","0.019","0.023","0.00",1,0,0,3,490426,14,"5"
"FF","2017-04-27","83.8","-3.4201","6.3991","Jered Weaver",630111,450308,"field_out","hit_into_play",,,,,"4","Yasmany Tomas pops out to shortstop Erick Aybar.  ","R","R","R","ARI","SD","X","6","popup",2,0,2017,"0.4492","1.4435","-0.7308","2.9834","null","null","null",1,2,"Bot","90.46","140.27",,,620443,,"170428_020554",,,,,,,"3.8436","1.5907","168","93.7","66.6130","83.2870","2155","5.9190",490426,450308,620443,571976,500208,572114,430947,642707,622534,592669,"54.5801","0.001","0.001","0.00",1,0,0,3,490426,13,"3"
"FT","2017-04-27","83.0","-3.3069","6.4000","Jered Weaver",571875,450308,"field_out","hit_into_play",,,,,"11","Jake Lamb lines out sharply to center fielder Manuel Margot.  ","R","L","R","ARI","SD","X","8","line_drive",2,1,2017,"1.0866","1.2444","-0.8897","3.2308","null","null","null",0,2,"Bot","128.80","66.65",,,620443,,"170428_020432",,,,,,,"3.8666","1.6027","315","103.2","14.9310","81.6120","2004","5.7860",490426,450308,620443,571976,500208,572114,430947,642707,622534,592669,"54.7139","0.635","0.715","0.00",1,0,0,4,490426,12,"4"
"SL","2017-04-27","78.1","-3.5366","6.3834","Jered Weaver",502671,450308,"field_out","hit_into_play",,,,,"13","Paul Goldschmidt grounds out, third baseman Ryan Schimpf to first baseman Wil Myers.  ","R","R","R","ARI","SD","X","5","ground_ball",0,0,2017,"-0.5712","0.3606","-0.0327","1.3219","null","null","null",2,1,"Bot","105.38","171.35",,,620443,,"170428_015550",,,,,,,"3.8666","1.6027","16","71.9","-4.7600","77.5840","2451","5.7850",490426,450308,620443,571976,500208,572114,430947,642707,622534,592669,"54.7147","0.088","0.083","0.00",1,0,0,2,490426,8,"1"
"CU","2017-04-27","72.3","-3.5201","6.3068","Jered Weaver",444482,450308,"field_out","hit_into_play",,,,,"13","David Peralta grounds out, pitcher Jered Weaver to first baseman Wil Myers.  ","R","L","R","ARI","SD","X","1","ground_ball",3,2,2017,"-0.7597","-0.1031","-1.1070","2.5113","null","null","null",1,1,"Bot","128.19","184.03",,,620443,,"170428_015511",,,,,,,"3.7876","1.5667","10","87.4","-19.4230","71.4900","2451","5.6350",490426,450308,620443,571976,500208,572114,430947,642707,622534,592669,"54.8650","0.122","0.113","0.00",1,0,0,2,490426,7,"6"
"FF","2017-04-27","82.3","-3.2929","6.6185","Jered Weaver",572041,450308,"field_out","hit_into_play",,,,,"6","A.  J.   Pollock lines out to left fielder Allen Cordoba.  ","R","R","R","ARI","SD","X","7","line_drive",0,0,2017,"0.4132","1.8204","0.7471","2.5763","null","null","null",0,1,"Bot","70.52","99.09",,,620443,,"170428_015258",,,,,,,"3.7876","1.5667","272","85.4","20.3470","80.6000","2151","5.6230",490426,450308,620443,571976,500208,572114,430947,642707,622534,592669,"54.8768","0.482","0.478","0.00",1,0,0,4,490426,6,"1"
"FF","2017-04-22","85.0","-3.3107","5.8643","Jered Weaver",519317,450308,"field_out","hit_into_play",,,,,"14","Giancarlo Stanton grounds out, shortstop Erick Aybar to first baseman Wil Myers.  ","R","R","R","SD","MIA","X","6","ground_ball",2,2,2017,"0.7502","1.7355","0.9555","1.7609","null","null","null",2,6,"Top","112.01","154.46",,,595978,,"170423_020509",,,,,,,"3.8653","1.6014","null","82.9","-20.6990","84.3520","2313","6.3140",490359,450308,595978,571976,500208,572114,430947,608671,622534,592669,"54.1849","0.075","0.069","0.00",1,0,0,2,490359,41,"5"
"null","2017-04-22","null","null","null","Jered Weaver",592885,450308,"field_out","hit_into_play",,,,,"null","Christian Yelich pops out to shortstop Erick Aybar.  ","R","L","R","SD","MIA","X","6","popup",1,1,2017,"null","null","null","null","null","null","null",1,6,"Top","133.33","150.39",,,"null",,"null",,,,,,,"null","null","null","80.0","69.0000","null","null","null",490359,"null","null","null","null","null","null","null","null","null","null","0.000","0.001","0.00",1,0,0,3,490359,40,"3"
"CU","2017-04-22","72.4","-3.3756","5.8486","Jered Weaver",445988,450308,"home_run","hit_into_play_score",,,,,"2","Martin Prado homers (1) on a fly ball to left center field.  ","R","R","R","SD","MIA","X","null","fly_ball",2,1,2017,"-0.3819","-0.0260","-0.1112","3.5269","null","null","null",1,6,"Top","56.69","44.36",,,595978,,"170423_020209",,,,,,,"3.6943","1.5134","399","99.2","27.5660","71.5070","2556","5.8010",490359,450308,595978,571976,500208,572114,430947,608671,622534,592669,"54.6976","0.553","0.977","2.00",1,0,3,6,490359,39,"4"
"FF","2017-04-22","82.0","-3.2271","5.8867","Jered Weaver",500743,450308,"field_out","hit_into_play",,,,,"9","Miguel Rojas flies out to center fielder Manuel Margot.  ","R","R","R","SD","MIA","X","8","fly_ball",1,2,2017,"0.5678","1.4312","0.5207","2.1897","null","null","518618.00",1,5,"Top","143.99","108.17",,,"null",,"170423_015043",,,,,,,"3.6943","1.5134","null","89.0","39.0000","null","2147","6.1637",490359,"null","null","null","null","null","null","null","null","null","54.3354","0.016","0.022","0.00",1,0,0,3,490359,33,"5"
"CU","2017-04-22","71.2","-3.5461","6.0119","Jered Weaver",518618,450308,"single","hit_into_play_no_out",,,,,"1","Derek Dietrich singles on a sharp ground ball to left fielder Travis Jankowski.  ","R","L","R","SD","MIA","X","null","ground_ball",3,2,2017,"-0.3933","0.4138","-0.7820","3.0980","null","null","null",1,5,"Top","70.38","105.12",,,595978,,"170423_014738",,,,,,,"3.7463","1.5354","119","81.2","7.0980","70.0050","2581","5.5770",490359,450308,595978,571976,500208,572114,430947,608671,622534,592669,"54.9215","0.389","0.362","0.90",1,1,0,2,490359,32,"6"
"CU","2017-04-22","71.1","-3.3724","5.8920","Jered Weaver",592663,450308,"field_out","hit_into_play",,,,,"14","J.  T.   Realmuto flies out to right fielder Hunter Renfroe.  ","R","R","R","SD","MIA","X","9","fly_ball",0,2,2017,"-0.3440","0.1529","0.2790","1.0914","null","null","null",0,5,"Top","158.33","76.21",,,595978,,"170423_014543",,,,,,,"3.7463","1.5354","303","84.2","28.6750","69.8030","2510","5.4960",490359,450308,595978,571976,500208,572114,430947,608671,622534,592669,"55.0027","0.047","0.056","0.00",1,0,0,3,490359,31,"3"
"CU","2017-04-22","70.4","-3.4184","5.8477","Jered Weaver",542303,450308,"field_out","hit_into_play",,,,,"14","Marcell Ozuna pops out to second baseman Yangervis Solarte.  ","R","R","R","SD","MIA","X","4","popup",1,2,2017,"-0.4299","-0.2417","1.2349","1.7451","null","null","null",2,4,"Top","157.69","142.25",,,595978,,"170423_013116",,,,,,,"3.7867","1.5658","null","80.0","69.0000","68.7420","2395","5.5920",490359,450308,595978,571976,500208,572114,430947,608671,622534,592669,"54.9063","0.000","0.001","0.00",1,0,0,3,490359,25,"4"
