"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","game_pk","at_bat_number","pitch_number"
"SL","2017-06-09","87.3","-1.2206","6.2378","Ervin Santana",457763,429722,"strikeout","called_strike",,,,,"1","Buster Posey called out on strikes.  ","R","R","R","SF","MIN","S","null","null",1,2,2017,"-0.7783","0.8756","-0.5959","3.1543","null","null","null",2,9,"Bot","null","null",,,488771,,"170610_044241",,,,,,,"3.2303","1.4195","null","null","null","86.4140","2395","5.7410",491014,429722,488771,408045,572821,593934,500871,592696,621439,596146,"54.7602","0.000","0.000","0.00",1,0,0,"null",491014,69,"5"
"FF","2017-06-09","93.1","-0.9192","6.2745","Ervin Santana",457763,429722,"null","foul",,,,,"12","null","R","R","R","SF","MIN","S","null","null",1,2,2017,"-0.0104","1.3710","0.5901","3.6936","null","null","null",2,9,"Bot","null","null",,,488771,,"170610_044208",,,,,,,"3.3263","1.4094","null","null","null","92.3720","2290","5.9870",491014,429722,488771,408045,572821,593934,500871,592696,621439,596146,"54.5142","0.000","0.000","null","null","null","null","null",491014,69,"4"
"SL","2017-06-09","86.9","-1.0402","6.2943","Ervin Santana",457763,429722,"null","ball",,,,,"14","null","R","R","R","SF","MIN","B","null","null",0,2,2017,"-0.3118","0.9446","1.1590","0.4382","null","null","null",2,9,"Bot","null","null",,,488771,,"170610_044141",,,,,,,"3.1785","1.3878","null","null","null","85.9410","2401","5.5110",491014,429722,488771,408045,572821,593934,500871,592696,621439,596146,"54.9896","0.000","0.000","null","null","null","null","null",491014,69,"3"
"SL","2017-06-09","84.9","-0.8580","6.2183","Ervin Santana",457763,429722,"null","called_strike",,,,,"2","null","R","R","R","SF","MIN","S","null","null",0,1,2017,"-0.4082","0.8331","0.0965","2.7706","null","null","null",2,9,"Bot","null","null",,,488771,,"170610_044125",,,,,,,"3.2091","1.4195","null","null","null","84.0040","2457","5.4850",491014,429722,488771,408045,572821,593934,500871,592696,621439,596146,"55.0162","0.000","0.000","null","null","null","null","null",491014,69,"2"
"FF","2017-06-09","94.3","-0.9637","6.3823","Ervin Santana",457763,429722,"null","called_strike",,,,,"2","null","R","R","R","SF","MIN","S","null","null",0,0,2017,"0.3503","1.5578","0.2226","3.3363","null","null","null",2,9,"Bot","null","null",,,488771,,"170610_044111",,,,,,,"3.2303","1.5145","null","null","null","93.5680","2272","5.8140",491014,429722,488771,408045,572821,593934,500871,592696,621439,596146,"54.6868","0.000","0.000","null","null","null","null","null",491014,69,"1"
"SL","2017-06-09","85.7","-0.9171","6.4302","Ervin Santana",474832,429722,"field_out","hit_into_play",,,,,"1","Brandon Belt flies out to center fielder Byron Buxton.  ","R","L","R","SF","MIN","X","8","fly_ball",0,1,2017,"0.4616","1.5177","-0.6131","3.1299","null","null","null",1,9,"Bot","139.92","53.31",,,488771,,"170610_044037",,,,,,,"3.1254","1.3893","347","98.2","43.4670","85.0380","1632","5.9020",491014,429722,488771,408045,572821,593934,500871,592696,621439,596146,"54.5989","0.051","0.092","0.00",1,0,0,3,491014,68,"2"
"SL","2017-06-09","82.4","-0.9156","6.4002","Ervin Santana",474832,429722,"null","called_strike",,,,,"5","null","R","L","R","SF","MIN","S","null","null",0,0,2017,"-0.9362","0.8187","-0.2296","2.2031","null","null","null",1,9,"Bot","null","null",,,488771,,"170610_044015",,,,,,,"3.3265","1.6217","null","null","null","81.3780","2286","5.5940",491014,429722,488771,408045,572821,593934,500871,592696,621439,596146,"54.9075","0.000","0.000","null","null","null","null","null",491014,68,"1"
"SL","2017-06-09","84.3","-0.8401","6.3497","Ervin Santana",456488,429722,"field_out","hit_into_play",,,,,"14","Eduardo Nunez grounds out softly, pitcher Ervin Santana to first baseman Joe Mauer.  ","R","R","R","SF","MIN","X","1","ground_ball",0,0,2017,"-1.1803","0.4428","1.5633","1.6348","null","null","null",0,9,"Bot","138.84","181.72",,,488771,,"170610_044502",,,,,,,"3.2359","1.4094","5","50.9","-37.4790","83.7620","null","5.6890",491014,429722,488771,408045,572821,593934,500871,592696,621439,596146,"54.8118","0.079","0.076","0.00",1,0,0,1,491014,67,"1"
"CH","2017-06-09","87.0","-0.6309","6.4296","Ervin Santana",452655,429722,"field_out","hit_into_play",,,,,"13","Denard Span grounds out softly to pitcher Ervin Santana.  ","R","L","R","SF","MIN","X","1","ground_ball",0,1,2017,"0.5253","1.1675","-0.0494","1.2785","null","null","null",2,8,"Bot","137.83","184.77",,,488771,,"170610_043008",,,,,,,"3.1053","1.4094","null","82.9","-20.6990","87.0420","1423","5.9280",491014,429722,488771,408045,572821,593934,500871,592696,621439,596146,"54.5735","0.075","0.069","0.00",1,0,0,2,491014,63,"2"
"FF","2017-06-09","91.2","-0.7691","6.4631","Ervin Santana",452655,429722,"null","called_strike",,,,,"1","null","R","L","R","SF","MIN","S","null","null",0,0,2017,"0.5674","1.5599","-0.5128","3.1007","null","null","null",2,8,"Bot","null","null",,,488771,,"170610_042946",,,,,,,"3.0752","1.5251","null","null","null","91.2630","2127","6.3160",491014,429722,488771,408045,572821,593934,500871,592696,621439,596146,"54.1853","0.000","0.000","null","null","null","null","null",491014,63,"1"
