"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value"
"FF","2017-05-11","89.0","2.2392","5.8469","DJ LeMahieu",518934,547943,"field_out","hit_into_play",,,,,"5","DJ LeMahieu grounds out sharply, second baseman Chris Taylor to first baseman Chase Utley.  ","R","R","L","COL","LAD","X","4","ground_ball",1,0,2017,"-0.7727","1.2199","-0.0931","2.4920","null","null","null",2,3,"Bot","137.18","161.49",,,605131,,"170512_015320",,,,,,,"3.7451","1.8625","26","100.8","-4.3550","90.3550","2079","6.7550",490618,547943,605131,400284,621035,457759,608369,641355,592626,624577,"53.7450","0.379","0.353","0.00",1,0,0
"FF","2017-05-11","89.1","2.1693","5.8340","DJ LeMahieu",518934,547943,"null","ball",,,,,"14","null","R","R","L","COL","LAD","B","null","null",0,0,2017,"-0.8513","1.2538","0.3334","1.1882","null","null","null",2,3,"Bot","null","null",,,605131,,"170512_015300",,,,,,,"3.7463","1.9445","null","null","null","90.5840","2069","6.8580",490618,547943,605131,400284,621035,457759,608369,641355,592626,624577,"53.6420","0.000","0.000","null","null","null","null"
"CH","2017-05-11","80.6","2.5653","5.6105","DJ LeMahieu",518934,547943,"field_out","hit_into_play",,,,,"12","DJ LeMahieu lines out to right fielder Yasiel Puig.  ","R","R","L","COL","LAD","X","9","line_drive",0,0,2017,"-1.0096","0.5923","1.1567","2.9922","null","452672.00","656546.00",1,2,"Bot","200.60","93.80",,,605131,,"170512_012408",,,,,,,"3.6369","1.8168","305","91.3","19.4410","81.9000","1408","6.9000",490618,547943,605131,400284,621035,457759,608369,641355,592626,624577,"53.5999","0.383","0.410","0.00",1,0,0
"FF","2017-05-11","91.4","2.3575","5.7711","DJ LeMahieu",518934,547943,"walk","ball",,,,,"13","DJ LeMahieu walks.  ","R","R","L","COL","LAD","B","null","null",3,2,2017,"-1.1429","1.2390","-0.9014","1.4779","null","null","null",1,1,"Bot","null","null",,,605131,,"170512_010040",,,,,,,"3.7068","1.8459","null","null","null","92.5610","2068","6.7030",490618,547943,605131,400284,621035,457759,608369,641355,592626,624577,"53.7974","0.000","0.000","0.70",1,0,0
"CH","2017-05-11","82.9","2.2668","5.8539","DJ LeMahieu",518934,547943,"null","foul",,,,,"13","null","R","R","L","COL","LAD","S","null","null",3,2,2017,"-1.1886","1.1019","-0.2862","1.0757","null","null","null",1,1,"Bot","null","null",,,605131,,"170512_010012",,,,,,,"3.5784","1.8262","null","null","null","83.7140","1537","6.5350",490618,547943,605131,400284,621035,457759,608369,641355,592626,624577,"53.9652","0.000","0.000","null","null","null","null"
"CU","2017-05-11","74.6","1.9847","6.1853","DJ LeMahieu",518934,547943,"null","ball",,,,,"13","null","R","R","L","COL","LAD","B","null","null",2,2,2017,"0.4790","-0.5003","-0.6113","0.1130","null","null","null",1,1,"Bot","null","null",,,605131,,"170512_005944",,,,,,,"3.5886","1.7473","null","null","null","74.1250","2637","6.1750",490618,547943,605131,400284,621035,457759,608369,641355,592626,624577,"54.3249","0.000","0.000","null","null","null","null"
"SL","2017-05-11","84.5","2.3553","5.8451","DJ LeMahieu",518934,547943,"null","foul",,,,,"14","null","R","R","L","COL","LAD","S","null","null",2,2,2017,"0.2247","0.5915","0.8597","1.8859","null","null","null",1,1,"Bot","null","null",,,605131,,"170512_005911",,,,,,,"3.6573","1.8361","null","null","null","84.8060","2010","6.3870",490618,547943,605131,400284,621035,457759,608369,641355,592626,624577,"54.1134","0.000","0.000","null","null","null","null"
"FF","2017-05-11","91.4","2.4192","5.8029","DJ LeMahieu",518934,547943,"null","foul",,,,,"9","null","R","R","L","COL","LAD","S","null","null",2,2,2017,"-0.6767","1.2499","0.7051","2.1972","null","null","null",1,1,"Bot","null","null",,,605131,,"170512_005847",,,,,,,"3.6277","1.8459","null","null","null","92.4670","2036","6.6650",490618,547943,605131,400284,621035,457759,608369,641355,592626,624577,"53.8350","0.000","0.000","null","null","null","null"
"FF","2017-05-11","90.7","2.4117","5.7508","DJ LeMahieu",518934,547943,"null","called_strike",,,,,"6","null","R","R","L","COL","LAD","S","null","null",2,1,2017,"-0.7279","1.0058","0.8052","2.4969","null","null","null",1,1,"Bot","null","null",,,605131,,"170512_005820",,,,,,,"3.6689","1.7981","null","null","null","91.9600","2015","6.6360",490618,547943,605131,400284,621035,457759,608369,641355,592626,624577,"53.8639","0.000","0.000","null","null","null","null"
"CU","2017-05-11","71.3","2.1939","6.0409","DJ LeMahieu",518934,547943,"null","ball",,,,,"12","null","R","R","L","COL","LAD","B","null","null",1,1,2017,"0.6134","-0.6608","2.9807","3.9192","null","null","null",1,1,"Bot","null","null",,,605131,,"170512_005757",,,,,,,"3.7167","1.8361","null","null","null","70.8090","2409","5.8550",490618,547943,605131,400284,621035,457759,608369,641355,592626,624577,"54.6454","0.000","0.000","null","null","null","null"
"CH","2017-05-11","81.6","2.4861","5.7241","DJ LeMahieu",518934,547943,"null","ball",,,,,"14","null","R","R","L","COL","LAD","B","null","null",0,1,2017,"-0.8196","0.4745","1.5546","2.4860","null","null","null",1,1,"Bot","null","null",,,605131,,"170512_005734",,,,,,,"3.6575","1.8065","null","null","null","82.6450","1336","6.5400",490618,547943,605131,400284,621035,457759,608369,641355,592626,624577,"53.9600","0.000","0.000","null","null","null","null"
"FF","2017-05-11","90.2","2.3687","5.8603","DJ LeMahieu",518934,547943,"null","called_strike",,,,,"14","null","R","R","L","COL","LAD","S","null","null",0,0,2017,"-0.8368","1.1847","0.4084","1.7931","null","null","null",1,1,"Bot","null","null",,,605131,,"170512_005714",,,,,,,"3.8251","1.9347","null","null","null","91.1910","2028","6.6110",490618,547943,605131,400284,621035,457759,608369,641355,592626,624577,"53.8895","0.000","0.000","null","null","null","null"
"FF","2017-05-10","95.9","-1.8415","5.9641","DJ LeMahieu",518934,444468,"strikeout","foul_tip",,,,,"14","DJ LeMahieu strikes out on a foul tip.  ","R","R","R","COL","CHC","S","null","null",0,2,2017,"0.5713","1.3320","1.1559","2.0182","null","null","null",0,8,"Bot","null","null",,,471083,,"170510_215708",,,,,,,"3.5785","1.6388","null","null","null","95.6020","2174","6.0790",490601,444468,471083,600869,450314,600303,595879,656941,592178,575929,"54.4207","0.000","0.000","0.00",1,0,0
"SL","2017-05-10","84.5","-1.7716","5.9303","DJ LeMahieu",518934,444468,"null","foul",,,,,"12","null","R","R","R","COL","CHC","S","null","null",0,2,2017,"-0.2740","0.4226","1.1733","2.7684","null","null","null",0,8,"Bot","null","null",,,471083,,"170510_215650",,,,,,,"3.5685","1.6388","null","null","null","84.5930","2239","6.0010",490601,444468,471083,600869,450314,600303,595879,656941,592178,575929,"54.4989","0.000","0.000","null","null","null","null"
"SL","2017-05-10","85.5","-1.8042","6.0027","DJ LeMahieu",518934,444468,"null","foul",,,,,"2","null","R","R","R","COL","CHC","S","null","null",0,1,2017,"-0.5967","-0.1170","0.1882","3.1357","null","null","null",0,8,"Bot","null","null",,,471083,,"170510_215628",,,,,,,"3.5685","1.6388","null","null","null","85.7790","2348","5.8670",490601,444468,471083,600869,450314,600303,595879,656941,592178,575929,"54.6332","0.000","0.000","null","null","null","null"
"FF","2017-05-10","95.0","-1.8440","5.9645","DJ LeMahieu",518934,444468,"null","called_strike",,,,,"8","null","R","R","R","COL","CHC","S","null","null",0,0,2017,"0.7544","1.3680","0.0224","2.3714","null","null","null",0,8,"Bot","null","null",,,471083,,"170510_215610",,,,,,,"3.8896","1.8508","null","null","null","95.2410","2124","6.1140",490601,444468,471083,600869,450314,600303,595879,656941,592178,575929,"54.3866","0.000","0.000","null","null","null","null"
"CH","2017-05-10","77.8","-1.9045","6.2721","DJ LeMahieu",518934,543294,"field_out","hit_into_play",,,,,"5","DJ LeMahieu lines out sharply to shortstop Javier Baez.  ","R","R","R","COL","CHC","X","6","line_drive",1,1,2017,"0.0149","1.1259","0.1316","2.9520","null","null","null",0,6,"Bot","106.67","140.38",,,471083,,"170510_211435",,,,,,,"4.0291","1.7329","198","106.4","7.9990","77.7840","2193","6.0470",490601,543294,471083,600869,600303,592178,595879,656941,546991,445055,"54.4535","0.763","0.741","0.00",1,0,0
"CH","2017-05-10","78.2","-2.0487","6.2200","DJ LeMahieu",518934,543294,"null","ball",,,,,"14","null","R","R","R","COL","CHC","B","null","null",0,1,2017,"0.4117","0.9984","1.3408","1.7097","null","null","null",0,6,"Bot","null","null",,,471083,,"170510_211418",,,,,,,"4.0186","1.9356","null","null","null","78.0940","2215","6.2350",490601,543294,471083,600869,600303,592178,595879,656941,546991,445055,"54.2652","0.000","0.000","null","null","null","null"
"SI","2017-05-10","85.0","-1.9028","6.1937","DJ LeMahieu",518934,543294,"null","called_strike",,,,,"9","null","R","R","R","COL","CHC","S","null","null",0,0,2017,"0.8230","0.7850","0.5864","2.4589","null","null","null",0,6,"Bot","null","null",,,471083,,"170510_211406",,,,,,,"3.9406","2.0137","null","null","null","85.2440","1963","6.1690",490601,543294,471083,600869,600303,592178,595879,656941,546991,445055,"54.3309","0.000","0.000","null","null","null","null"
"SI","2017-05-10","85.0","-1.9438","6.3753","DJ LeMahieu",518934,543294,"field_out","hit_into_play",,,,,"5","DJ LeMahieu grounds out, second baseman Tommy La Stella to first baseman Jeimer Candelario.  ","R","R","R","COL","CHC","X","4","ground_ball",0,1,2017,"0.4479","0.8722","-0.2158","2.8662","null","null","null",0,4,"Bot","144.45","153.00",,,471083,,"170510_204430",,,,,,,"4.0291","1.7329","4","92.3","-31.5370","85.0470","1837","5.9940",490601,543294,471083,600869,600303,592178,595879,656941,546991,445055,"54.5060","0.089","0.082","0.00",1,0,0
"SI","2017-05-10","84.4","-2.0438","6.2194","DJ LeMahieu",518934,543294,"null","called_strike",,,,,"9","null","R","R","R","COL","CHC","S","null","null",0,0,2017,"0.5491","0.7154","0.7235","1.9555","null","null","null",0,4,"Bot","null","null",,,471083,,"170510_204417",,,,,,,"3.8960","1.9690","null","null","null","84.1960","1858","6.1130",490601,543294,471083,600869,600303,592178,595879,656941,546991,445055,"54.3869","0.000","0.000","null","null","null","null"
"CH","2017-05-10","77.5","-1.8763","6.3454","DJ LeMahieu",518934,543294,"single","hit_into_play_no_out",,,,,"4","DJ LeMahieu singles on a line drive to left fielder Kyle Schwarber.  ","R","R","R","COL","CHC","X","null","line_drive",2,2,2017,"0.0043","1.0986","-0.5256","2.2451","null","null","null",1,1,"Bot","101.15","86.29",,,471083,,"170510_201019",,,,,,,"3.5785","1.6288","276","89.0","17.8100","77.5600","1933","6.2220",490601,543294,471083,600869,600303,592178,595879,656941,546991,445055,"54.2779","0.545","0.547","0.90",1,1,0
"CH","2017-05-10","78.4","-1.9197","6.3550","DJ LeMahieu",518934,543294,"null","ball",,,,,"13","null","R","R","R","COL","CHC","B","null","null",1,2,2017,"0.2957","0.8640","-1.4796","1.5320","null","null","null",1,1,"Bot","null","null",,,471083,,"170510_201002",,,,,,,"3.7319","1.8160","null","null","null","77.9160","2047","6.0530",490601,543294,471083,600869,600303,592178,595879,656941,546991,445055,"54.4467","0.000","0.000","null","null","null","null"
"SI","2017-05-10","85.5","-1.9158","6.4487","DJ LeMahieu",518934,543294,"null","foul",,,,,"5","null","R","R","R","COL","CHC","S","null","null",1,1,2017,"0.4931","1.1071","0.1137","2.6580","null","null","null",1,1,"Bot","null","null",,,471083,,"170510_200941",,,,,,,"3.5685","1.6388","null","null","null","85.1610","1786","5.7060",490601,543294,471083,600869,600303,592178,595879,656941,546991,445055,"54.7942","0.000","0.000","null","null","null","null"
"FF","2017-05-10","84.7","-1.9370","6.3114","DJ LeMahieu",518934,543294,"null","ball",,,,,"11","null","R","R","R","COL","CHC","B","null","null",0,1,2017,"0.1297","0.8410","-0.8047","3.6002","null","null","null",1,1,"Bot","null","null",,,471083,,"170510_200925",,,,,,,"3.4362","1.8314","null","null","null","84.1340","1787","5.6480",490601,543294,471083,600869,600303,592178,595879,656941,546991,445055,"54.8526","0.000","0.000","null","null","null","null"
"SI","2017-05-10","84.2","-2.0199","6.2167","DJ LeMahieu",518934,543294,"null","called_strike",,,,,"2","null","R","R","R","COL","CHC","S","null","null",0,0,2017,"0.7487","0.9388","-0.0294","3.2920","null","null","null",1,1,"Bot","null","null",,,471083,,"170510_200913",,,,,,,"3.8323","1.8272","null","null","null","83.9270","1806","5.8220",490601,543294,471083,600869,600303,592178,595879,656941,546991,445055,"54.6786","0.000","0.000","null","null","null","null"
"FF","2017-05-09","92.3","-2.3459","5.8413","DJ LeMahieu",518934,571670,"field_out","hit_into_play",,,,,"5","DJ LeMahieu lines out to first baseman Willson Contreras.  ","R","R","R","COL","CHC","X","3","line_drive",0,2,2017,"0.9320","0.4338","0.1475","2.6508","null","null","null",2,7,"Bot","157.29","163.05",,,471083,,"170509_204716",,,,,,,"3.5490","1.6270","122","102.1","3.7810","92.7050","2315","6.2610",490574,571670,471083,575929,450314,600303,595879,656941,546991,445055,"54.2388","0.575","0.539","0.00",1,0,0
"SL","2017-05-09","86.9","-2.5738","5.7548","DJ LeMahieu",518934,571670,"null","foul",,,,,"14","null","R","R","R","COL","CHC","S","null","null",0,1,2017,"-0.0518","0.5481","0.9514","1.7180","null","null","null",2,7,"Bot","null","null",,,471083,,"170509_204653",,,,,,,"3.4599","1.7869","null","null","null","86.9410","2310","6.0140",490574,571670,471083,575929,450314,600303,595879,656941,546991,445055,"54.4867","0.000","0.000","null","null","null","null"
"FC","2017-05-09","86.2","-2.5962","5.8427","DJ LeMahieu",518934,571670,"null","foul",,,,,"2","null","R","R","R","COL","CHC","S","null","null",0,0,2017,"-0.4424","1.0286","0.0737","2.9641","null","null","null",2,7,"Bot","null","null",,,471083,,"170509_204631",,,,,,,"3.5490","1.6270","null","null","null","85.8600","2203","5.9310",490574,571670,471083,575929,450314,600303,595879,656941,546991,445055,"54.5688","0.000","0.000","null","null","null","null"
"SL","2017-05-09","79.7","-2.2018","6.1399","DJ LeMahieu",518934,570240,"field_out","hit_into_play",,,,,"8","DJ LeMahieu flies out to right fielder Kris Bryant.  ","R","R","R","COL","CHC","X","9","fly_ball",0,0,2017,"-0.8216","-0.0782","-0.0329","1.8373","null","null","null",1,8,"Bot","193.57","73.73",,,575929,,"170510_031200",,,,,,,"3.2472","1.5019","337","89.2","26.3620","79.4810","2749","5.6830",490585,570240,575929,519203,595879,600869,608365,445055,546991,592178,"54.8169","0.093","0.120","0.00",1,0,0
"FF","2017-05-09","92.7","-2.2336","6.0564","DJ LeMahieu",518934,571670,"strikeout","swinging_strike",,,,,"6","DJ LeMahieu strikes out swinging.  ","R","R","R","COL","CHC","S","null","null",2,2,2017,"0.9056","1.1063","0.3885","2.5551","null","null","622608.00",1,5,"Bot","null","null",,,471083,,"170509_200922",,,,,,,"3.4900","1.6010","null","null","null","92.4760","2168","6.1310",490574,571670,471083,519203,450314,600303,595879,656941,546991,592178,"54.3693","0.000","0.000","0.00",1,0,0
"FF","2017-05-09","93.2","-2.3706","5.9303","DJ LeMahieu",518934,571670,"null","ball",,,,,"11","null","R","R","R","COL","CHC","B","null","null",1,2,2017,"0.4228","0.9394","-1.0164","2.6903","null","null","622608.00",1,5,"Bot","null","null",,,471083,,"170509_200838",,,,,,,"3.4900","1.6010","null","null","null","93.1160","2233","5.9250",490574,571670,471083,519203,450314,600303,595879,656941,546991,592178,"54.5754","0.000","0.000","null","null","null","null"
"SL","2017-05-09","88.3","-2.6011","5.7402","DJ LeMahieu",518934,571670,"null","ball",,,,,"14","null","R","R","R","COL","CHC","B","null","null",0,2,2017,"-0.3774","0.6811","1.0247","1.0210","null","null","622608.00",1,5,"Bot","null","null",,,471083,,"170509_200817",,,,,,,"3.3614","1.7572","null","null","null","88.0480","2363","5.8840",490574,571670,471083,519203,450314,600303,595879,656941,546991,592178,"54.6159","0.000","0.000","null","null","null","null"
"SL","2017-05-09","86.4","-2.6076","5.7781","DJ LeMahieu",518934,571670,"null","called_strike",,,,,"8","null","R","R","R","COL","CHC","S","null","null",0,1,2017,"-0.1827","0.4540","0.0380","1.6895","null","null","622608.00",1,5,"Bot","null","null",,,471083,,"170509_200754",,,,,,,"3.3220","1.7177","null","null","null","86.5050","2284","5.9130",490574,571670,471083,519203,450314,600303,595879,656941,546991,592178,"54.5868","0.000","0.000","null","null","null","null"
"FF","2017-05-09","92.0","-2.5035","5.9291","DJ LeMahieu",518934,571670,"null","called_strike",,,,,"1","null","R","R","R","COL","CHC","S","null","null",0,0,2017,"0.6716","0.6778","-0.3464","3.2865","null","null","622608.00",1,5,"Bot","null","null",,,471083,,"170509_200739",,,,,,,"3.4009","1.7375","null","null","null","91.7880","2168","5.9340",490574,571670,471083,519203,450314,600303,595879,656941,546991,592178,"54.5659","0.000","0.000","null","null","null","null"
"CU","2017-05-09","79.7","-2.4415","6.3752","DJ LeMahieu",518934,407793,"strikeout","called_strike",,,,,"1","DJ LeMahieu called out on strikes.  ","R","R","R","COL","CHC","S","null","null",3,2,2017,"-0.9603","0.2524","-0.3993","2.8994","null","null","null",2,5,"Bot","null","null",,,575929,,"170510_021444",,,,,,,"3.3114","1.5893","null","null","null","79.5490","2240","6.0230",490585,407793,575929,519203,595879,600869,608365,450314,546991,592178,"54.4774","0.000","0.000","0.00",1,0,0
"CH","2017-05-09","83.6","-2.0663","6.2611","DJ LeMahieu",518934,407793,"null","ball",,,,,"11","null","R","R","R","COL","CHC","B","null","null",2,2,2017,"0.6933","0.7784","-0.0981","3.9805","null","null","null",2,5,"Bot","null","null",,,575929,,"170510_021406",,,,,,,"3.4005","1.6685","null","null","null","83.9060","1624","6.4630",490585,407793,575929,519203,595879,600869,608365,450314,546991,592178,"54.0376","0.000","0.000","null","null","null","null"
"CH","2017-05-09","84.4","-1.9547","6.1549","DJ LeMahieu",518934,407793,"null","ball",,,,,"14","null","R","R","R","COL","CHC","B","null","null",1,2,2017,"0.8778","0.1756","1.2155","0.8065","null","null","null",2,5,"Bot","null","null",,,575929,,"170510_021340",,,,,,,"3.3906","1.6685","null","null","null","85.5430","1542","6.8320",490585,407793,575929,519203,595879,600869,608365,450314,546991,592178,"53.6684","0.000","0.000","null","null","null","null"
"FF","2017-05-09","92.1","-2.3341","6.0966","DJ LeMahieu",518934,407793,"null","foul",,,,,"11","null","R","R","R","COL","CHC","S","null","null",1,2,2017,"0.3072","1.0286","-0.0049","3.6716","null","null","null",2,5,"Bot","null","null",,,575929,,"170510_021314",,,,,,,"3.3904","1.6883","null","null","null","92.5580","2207","6.2560",490585,407793,575929,519203,595879,600869,608365,450314,546991,592178,"54.2446","0.000","0.000","null","null","null","null"
"FF","2017-05-09","92.1","-2.4042","6.2496","DJ LeMahieu",518934,407793,"null","foul",,,,,"9","null","R","R","R","COL","CHC","S","null","null",1,2,2017,"0.3505","1.2866","0.4191","2.0796","null","null","null",2,5,"Bot","null","null",,,575929,,"170510_021245",,,,,,,"3.3211","1.6784","null","null","null","92.3460","2232","6.2210",490585,407793,575929,519203,595879,600869,608365,450314,546991,592178,"54.2793","0.000","0.000","null","null","null","null"
"FC","2017-05-09","81.3","-2.2247","6.5098","DJ LeMahieu",518934,407793,"null","swinging_strike",,,,,"14","null","R","R","R","COL","CHC","S","null","null",1,1,2017,"-0.3555","0.3662","0.2355","0.8792","null","null","null",2,5,"Bot","null","null",,,575929,,"170510_021214",,,,,,,"3.2519","1.6684","null","null","null","80.2270","2163","5.5380",490585,407793,575929,519203,595879,600869,608365,450314,546991,592178,"54.9619","0.000","0.000","null","null","null","null"
"FC","2017-05-09","82.9","-2.2609","6.3891","DJ LeMahieu",518934,407793,"null","ball",,,,,"14","null","R","R","R","COL","CHC","B","null","null",0,1,2017,"-0.1521","0.1657","1.2048","1.3784","null","null","null",2,5,"Bot","null","null",,,575929,,"170510_021154",,,,,,,"3.4203","1.7180","null","null","null","82.3990","null","5.7670",490585,407793,575929,519203,595879,600869,608365,450314,546991,592178,"54.7333","0.000","0.000","null","null","null","null"
"FF","2017-05-09","91.1","-2.4069","6.1653","DJ LeMahieu",518934,407793,"null","called_strike",,,,,"6","null","R","R","R","COL","CHC","S","null","null",0,0,2017,"0.3459","1.2216","0.8169","2.6260","null","null","null",2,5,"Bot","null","null",,,575929,,"170510_021138",,,,,,,"3.4796","1.6685","null","null","null","91.3840","2213","6.2570",490585,407793,575929,519203,595879,600869,608365,450314,546991,592178,"54.2428","0.000","0.000","null","null","null","null"
"SL","2017-05-09","87.1","-3.6800","6.0983","DJ LeMahieu",518934,453562,"single","hit_into_play_no_out",,,,,"9","DJ LeMahieu singles on a line drive to right fielder Kris Bryant.   Charlie Blackmon to 2nd.  ","R","R","R","COL","CHC","X","null","line_drive",1,1,2017,"-0.3100","0.2538","0.4936","2.1370","null","null","453568.00",0,4,"Bot","159.79","89.30",,,471083,,"170509_193803",,,,,,,"3.4008","1.7077","287","85.4","19.3390","87.1970","2294","5.8970",490574,453562,471083,519203,450314,600303,595879,656941,546991,592178,"54.6037","0.594","0.581","0.90",1,1,0
"FF","2017-05-09","91.5","-3.5321","6.2993","DJ LeMahieu",518934,453562,"null","ball",,,,,"12","null","R","R","R","COL","CHC","B","null","null",0,1,2017,"0.2704","1.3939","1.2244","3.2529","null","null","453568.00",0,4,"Bot","null","null",,,471083,,"170509_193734",,,,,,,"3.4900","1.6010","null","null","null","91.1700","2362","5.9820",490574,453562,471083,519203,450314,600303,595879,656941,546991,592178,"54.5184","0.000","0.000","null","null","null","null"
"SL","2017-05-09","87.9","-3.6438","6.1739","DJ LeMahieu",518934,453562,"null","missed_bunt",,,,,"9","null","R","R","R","COL","CHC","S","null","null",0,0,2017,"-0.3444","0.4553","0.3505","1.7143","null","null","453568.00",0,4,"Bot","null","null",,,471083,,"170509_193705",,,,,,,"3.4900","1.6010","null","null","null","88.0590","2349","5.9770",490574,453562,471083,519203,450314,600303,595879,656941,546991,592178,"54.5232","0.000","0.000","null","null","null","null"
"FF","2017-05-09","90.4","-2.3756","6.0377","DJ LeMahieu",518934,407793,"strikeout","called_strike",,,,,"14","DJ LeMahieu called out on strikes.  ","R","R","R","COL","CHC","S","null","null",3,2,2017,"0.5597","1.0741","0.9404","2.3278","null","null","null",0,3,"Bot","null","null",,,575929,,"170510_013846",,,,,,,"3.2521","1.6883","null","null","null","91.3310","2276","6.4210",490585,407793,575929,519203,595879,600869,608365,450314,546991,592178,"54.0789","0.000","0.000","0.00",1,0,0
"FF","2017-05-09","90.4","-2.4976","6.1514","DJ LeMahieu",518934,407793,"null","foul",,,,,"5","null","R","R","R","COL","CHC","S","null","null",3,2,2017,"-0.0375","1.0579","-0.2581","2.4592","null","null","null",0,3,"Bot","null","null",,,575929,,"170510_013820",,,,,,,"3.2617","1.6289","null","null","null","90.6670","2221","6.1010",490585,407793,575929,519203,595879,600869,608365,450314,546991,592178,"54.3996","0.000","0.000","null","null","null","null"
"FF","2017-05-09","90.4","-3.7706","5.2403","DJ LeMahieu",518934,407793,"null","ball",,,,,"11","null","R","R","R","COL","CHC","B","null","null",2,2,2017,"0.0567","1.1342","-0.3491","4.4550","null","null","null",0,3,"Bot","null","null",,,575929,,"170510_013750",,,,,,,"3.6478","1.8466","null","null","null","90.8310","2202","6.2990",490585,407793,575929,519203,595879,600869,608365,450314,546991,592178,"54.2010","0.000","0.000","null","null","null","null"
"FC","2017-05-09","83.3","-2.1083","6.3663","DJ LeMahieu",518934,407793,"null","foul",,,,,"14","null","R","R","R","COL","CHC","S","null","null",2,2,2017,"-0.3451","-0.1702","0.7214","0.8837","null","null","null",0,3,"Bot","null","null",,,575929,,"170510_013724",,,,,,,"3.4003","1.7081","null","null","null","82.8150","2220","5.9170",490585,407793,575929,519203,595879,600869,608365,450314,546991,592178,"54.5835","0.000","0.000","null","null","null","null"
"FC","2017-05-09","83.4","-2.2953","6.3369","DJ LeMahieu",518934,407793,"null","ball",,,,,"14","null","R","R","R","COL","CHC","B","null","null",1,2,2017,"-0.8021","0.0361","2.4462","0.5764","null","null","null",0,3,"Bot","null","null",,,575929,,"170510_013658",,,,,,,"3.4499","1.7279","null","null","null","82.8150","2157","5.7670",490585,407793,575929,519203,595879,600869,608365,450314,546991,592178,"54.7332","0.000","0.000","null","null","null","null"
"FF","2017-05-09","92.7","-2.2229","6.0329","DJ LeMahieu",518934,407793,"null","ball",,,,,"12","null","R","R","R","COL","CHC","B","null","null",0,2,2017,"0.2392","1.5129","1.3627","3.5091","null","null","null",0,3,"Bot","null","null",,,575929,,"170510_013641",,,,,,,"3.3510","1.7180","null","null","null","92.9500","2284","6.2990",490585,407793,575929,519203,595879,600869,608365,450314,546991,592178,"54.2017","0.000","0.000","null","null","null","null"
"FF","2017-05-09","92.2","-2.1600","6.1921","DJ LeMahieu",518934,407793,"null","foul",,,,,"2","null","R","R","R","COL","CHC","S","null","null",0,2,2017,"0.2509","1.3407","0.0666","2.8983","null","null","null",0,3,"Bot","null","null",,,575929,,"170510_013611",,,,,,,"3.2024","1.7279","null","null","null","92.3260","2226","6.1250",490585,407793,575929,519203,595879,600869,608365,450314,546991,592178,"54.3751","0.000","0.000","null","null","null","null"
"CU","2017-05-09","81.1","-2.4374","6.2525","DJ LeMahieu",518934,407793,"null","swinging_strike",,,,,"14","null","R","R","R","COL","CHC","S","null","null",0,1,2017,"-0.3027","0.0023","1.1591","2.4884","null","null","null",0,3,"Bot","null","null",,,575929,,"170510_013549",,,,,,,"3.4400","1.7179","null","null","null","80.6160","2072","5.6690",490585,407793,575929,519203,595879,600869,608365,450314,546991,592178,"54.8307","0.000","0.000","null","null","null","null"
"FF","2017-05-09","88.9","-2.6699","5.6704","DJ LeMahieu",518934,407793,"null","called_strike",,,,,"6","null","R","R","R","COL","CHC","S","null","null",0,0,2017,"0.9550","0.4452","0.2805","2.4268","null","null","null",0,3,"Bot","null","null",,,575929,,"170510_013535",,,,,,,"3.5390","1.8269","null","null","null","89.0760","2108","5.9730",490585,407793,575929,519203,595879,600869,608365,450314,546991,592178,"54.5271","0.000","0.000","null","null","null","null"
"FF","2017-05-09","92.5","-3.4207","6.2390","DJ LeMahieu",518934,453562,"double","hit_into_play_score",,,,,"1","DJ LeMahieu doubles (6) on a line drive to right fielder Kris Bryant.   Charlie Blackmon scores.  ","R","R","R","COL","CHC","X","null","line_drive",0,1,2017,"0.2102","0.8076","-0.3928","3.3068","453568.00","null","null",1,3,"Bot","183.19","57.86",,,471083,,"170509_190541",,,,,,,"3.4900","1.6010","360","98.7","20.6310","92.5790","2414","6.1120",490574,453562,471083,519203,450314,600303,595879,656941,546991,592178,"54.3881","0.485","0.659","1.25",1,1,1
"FF","2017-05-09","92.7","-3.3007","6.3827","DJ LeMahieu",518934,453562,"null","foul",,,,,"7","null","R","R","R","COL","CHC","S","null","null",0,0,2017,"0.1673","1.1420","-0.4436","1.6852","453568.00","null","null",1,3,"Bot","null","null",,,471083,,"170509_190509",,,,,,,"3.4900","1.6010","null","null","null","92.6670","2282","6.1110",490574,453562,471083,519203,450314,600303,595879,656941,546991,592178,"54.3890","0.000","0.000","null","null","null","null"
