80 Proofers	0.250	284	847	794	95
Dingers	0.257	263	854	820	92
dodger blues	0.265	273	801	873	53
Flatulent Fellas	0.265	207	749	779	172
Free True Outcomes	0.272	311	959	957	104
Magic Johnson	0.284	300	907	920	102
Pack Attack	0.268	229	754	805	77
Ryan's Rebuild	0.275	265	957	849	113
The Clown Inquisition	0.272	270	994	869	117
The Wiffleball Legends	0.253	186	739	693	90
Visalia Mets	0.271	250	869	813	63
Wrath of Khan	0.281	184	887	709	189
